Title,Author,Original Price,Discounted Price,URL,Image,Summary,Book_Title,Book_Author,Translator,Editor,Publisher,ISBN,Edition,Number Of Pages,Country,Language
The Common Place: The Ordinary Experience of Housing ,পিটার কিং,"","TK. 4,253",https://rokomari.com//book/107257/the-common-place--the-ordinary-experience-of-housing,https://ds.rokomari.store/rokomari110/ProductNew20190903/130X186/rokimg_20151205_107257.gif,"",The Common Place: The Ordinary Experience of Housing,Peter King, , ,Ashgate Pub. Co.,9780754646112,"Illustrated Edition,2005",121,India,English
The Private Rented Housing Market ,ডেভিড হিউজেস,"","TK. 32,638",https://rokomari.com//book/107074/the-private-rented-housing-market,https://ds.rokomari.store/rokomari110/ProductNew20190903/130X186/rokimg_20151205_107074.gif,"",The Private Rented Housing Market, , ,"David Hughes,Stuart Lowe",Ashgate Pub. Co.,9780754648352, ,182,India,English
