Title,Author,Original Price,Discounted Price,URL,Image,Summary,Book_Title,Book_Author,Translator,Editor,Publisher,ISBN,Edition,Number Of Pages,Country,Language
Adoption Healing... a path to recovery,জো সোল,"","TK. 2,014",https://rokomari.com//book/166790/adoption-healing----a-path-to-recovery,https://ds.rokomari.store/rokomari110/ProductNew20190903/130X186/bb3a01819_166790.jpg,"",Adoption Healing... a path to recovery,Joe Soll, , ,Adoption Crossroads,9780967839004,"2nd Edition,2000",215,India,English
