Title,Author,Original Price,Discounted Price,URL,Image
সাঁওতাল ও মিশনারি,সুরঞ্জন মিদ্দে,৪৭৫.০০ টাকা,৪৫১.২৫ টাকা,https://www.prothoma.com/product/9354/%E0%A6%B8%E0%A6%BE%E0%A6%81%E0%A6%93%E0%A6%A4%E0%A6%BE%E0%A6%B2-%E0%A6%93-%E0%A6%AE%E0%A6%BF%E0%A6%B6%E0%A6%A8%E0%A6%BE%E0%A6%B0%E0%A6%BF,https://image.prothoma.com/productThumbs/2021/02/602253ed739ad_1612862445.jpg
নোবেল প্রাইজ তথ্য ও ইতিহাস,মনোজিৎ দাস,২২৮.০০ টাকা,২১৬.৬০ টাকা,https://www.prothoma.com/product/7336/%E0%A6%A8%E0%A7%8B%E0%A6%AC%E0%A7%87%E0%A6%B2-%E0%A6%AA%E0%A7%8D%E0%A6%B0%E0%A6%BE%E0%A6%87%E0%A6%9C-%E0%A6%A4%E0%A6%A5%E0%A7%8D%E0%A6%AF-%E0%A6%93-%E0%A6%87%E0%A6%A4%E0%A6%BF%E0%A6%B9%E0%A6%BE%E0%A6%B8-1,https://image.prothoma.com/productThumbs/2021/02/60224e8fabb31_1612861071.jpg
নোবেল প্রাইজ তথ্য ও ইতিহাস,মনোজিৎ দাস,২২৮.০০ টাকা,২১৬.৬০ টাকা,https://www.prothoma.com/product/7303/%E0%A6%A8%E0%A7%8B%E0%A6%AC%E0%A7%87%E0%A6%B2-%E0%A6%AA%E0%A7%8D%E0%A6%B0%E0%A6%BE%E0%A6%87%E0%A6%9C-%E0%A6%A4%E0%A6%A5%E0%A7%8D%E0%A6%AF-%E0%A6%93-%E0%A6%87%E0%A6%A4%E0%A6%BF%E0%A6%B9%E0%A6%BE%E0%A6%B8,https://image.prothoma.com/productThumbs/2021/02/60224e800d9cc_1612861056.jpg
তোমার গীতি জাগালো স্মৃতি (প্রথম খণ্ড),Ashis Sarkar,৩৮০.০০ টাকা,৩৬১.০০ টাকা,https://www.prothoma.com/product/6870/%E0%A6%A4%E0%A7%8B%E0%A6%AE%E0%A6%BE%E0%A6%B0-%E0%A6%97%E0%A7%80%E0%A6%A4%E0%A6%BF-%E0%A6%9C%E0%A6%BE%E0%A6%97%E0%A6%BE%E0%A6%B2%E0%A7%8B-%E0%A6%B8%E0%A7%8D%E0%A6%AE%E0%A7%83%E0%A6%A4%E0%A6%BF-%28%E0%A6%AA%E0%A7%8D%E0%A6%B0%E0%A6%A5%E0%A6%AE-%E0%A6%96%E0%A6%A3%E0%A7%8D%E0%A6%A1%29,https://image.prothoma.com/productThumbs/2021/02/60224a3d9c62e_1612859965.jpg
শম্ভু মিত্র ধ্যানে ও অন্তর্ধানে,শাঁওলী মিত্র,৩২৩.০০ টাকা,৩০৬.৮৫ টাকা,https://www.prothoma.com/product/6867/%E0%A6%B6%E0%A6%AE%E0%A7%8D%E0%A6%AD%E0%A7%81-%E0%A6%AE%E0%A6%BF%E0%A6%A4%E0%A7%8D%E0%A6%B0-%E0%A6%A7%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%A8%E0%A7%87-%E0%A6%93-%E0%A6%85%E0%A6%A8%E0%A7%8D%E0%A6%A4%E0%A6%B0%E0%A7%8D%E0%A6%A7%E0%A6%BE%E0%A6%A8%E0%A7%87,https://image.prothoma.com/productThumbs/2021/02/60224a3caa2c7_1612859964.jpg
বঙ্গপথিক ফাদার দ্যতিয়েন,সুরঞ্জন মিদ্দে,৫০৪.০০ টাকা,৪৭৮.৮০ টাকা,https://www.prothoma.com/product/6861/%E0%A6%AC%E0%A6%99%E0%A7%8D%E0%A6%97%E0%A6%AA%E0%A6%A5%E0%A6%BF%E0%A6%95-%E0%A6%AB%E0%A6%BE%E0%A6%A6%E0%A6%BE%E0%A6%B0-%E0%A6%A6%E0%A7%8D%E0%A6%AF%E0%A6%A4%E0%A6%BF%E0%A6%AF%E0%A6%BC%E0%A7%87%E0%A6%A8,https://image.prothoma.com/productThumbs/2021/03/60532af5b177c_1616063221.jpg
ভোট তথ্য ও ইতিহাস,Dr. Taraknath Bhatacharya,২২৮.০০ টাকা,২১৬.৬০ টাকা,https://www.prothoma.com/product/6855/%E0%A6%AD%E0%A7%8B%E0%A6%9F-%E0%A6%A4%E0%A6%A5%E0%A7%8D%E0%A6%AF-%E0%A6%93-%E0%A6%87%E0%A6%A4%E0%A6%BF%E0%A6%B9%E0%A6%BE%E0%A6%B8,https://image.prothoma.com/productThumbs/2021/02/60224a39c4edf_1612859961.jpg
রোগ : সংস্কার কুসংস্কার এবং,সুরেশ কুণ্ড,১৯০.০০ টাকা,১৮০.৫০ টাকা,https://www.prothoma.com/product/6583/%E0%A6%B0%E0%A7%8B%E0%A6%97-:-%E0%A6%B8%E0%A6%82%E0%A6%B8%E0%A7%8D%E0%A6%95%E0%A6%BE%E0%A6%B0-%E0%A6%95%E0%A7%81%E0%A6%B8%E0%A6%82%E0%A6%B8%E0%A7%8D%E0%A6%95%E0%A6%BE%E0%A6%B0-%E0%A6%8F%E0%A6%AC%E0%A6%82,https://image.prothoma.com/productThumbs/2021/02/6022498d709c8_1612859789.jpg
বিনয় ঘোষ : জীবন ও জীবনের কাজ,Dr. Kousik Chattopadhyay,৬৬৫.০০ টাকা,৬৩১.৭৫ টাকা,https://www.prothoma.com/product/5069/%E0%A6%AC%E0%A6%BF%E0%A6%A8%E0%A6%AF%E0%A6%BC-%E0%A6%98%E0%A7%8B%E0%A6%B7-:-%E0%A6%9C%E0%A7%80%E0%A6%AC%E0%A6%A8-%E0%A6%93-%E0%A6%9C%E0%A7%80%E0%A6%AC%E0%A6%A8%E0%A7%87%E0%A6%B0-%E0%A6%95%E0%A6%BE%E0%A6%9C,https://image.prothoma.com/productThumbs/2021/02/602243da9c464_1612858330.jpg
সব লোকে কয় লালন কী জাত,আনসার উল হক,৩৮০.০০ টাকা,৩৬১.০০ টাকা,https://www.prothoma.com/product/4644/%E0%A6%B8%E0%A6%AC-%E0%A6%B2%E0%A7%8B%E0%A6%95%E0%A7%87-%E0%A6%95%E0%A6%AF%E0%A6%BC-%E0%A6%B2%E0%A6%BE%E0%A6%B2%E0%A6%A8-%E0%A6%95%E0%A7%80-%E0%A6%9C%E0%A6%BE%E0%A6%A4,https://image.prothoma.com/productThumbs/2021/02/6022435158f36_1612858193.jpg
ভাষা আন্দোলনের ইতিহাস,বশির আল হেলাল,"১,০০০.০০ টাকা",৯৫০.০০ টাকা,https://www.prothoma.com/product/2890/%E0%A6%AD%E0%A6%BE%E0%A6%B7%E0%A6%BE-%E0%A6%86%E0%A6%A8%E0%A7%8D%E0%A6%A6%E0%A7%8B%E0%A6%B2%E0%A6%A8%E0%A7%87%E0%A6%B0-%E0%A6%87%E0%A6%A4%E0%A6%BF%E0%A6%B9%E0%A6%BE%E0%A6%B8,https://image.prothoma.com/productThumbs/2021/02/6022405f33e7e_1612857439.jpg
