Title,Author,Original Price,Discounted Price,URL,Image
ইকবাল থেকে,শঙ্খ ঘোষ,৯৫০.০০ টাকা,৯০২.৫০ টাকা,https://www.prothoma.com/product/10377/%E0%A6%87%E0%A6%95%E0%A6%AC%E0%A6%BE%E0%A6%B2-%E0%A6%A5%E0%A7%87%E0%A6%95%E0%A7%87,https://image.prothoma.com/productThumbs/2021/03/6051ccfdd2783_1615973629.jpg
বাংলা উপন্যাসে ওরা,Sibaji Bandyopadhyay,৩০৪.০০ টাকা,২৮৮.৮০ টাকা,https://www.prothoma.com/product/9836/%E0%A6%AC%E0%A6%BE%E0%A6%82%E0%A6%B2%E0%A6%BE-%E0%A6%89%E0%A6%AA%E0%A6%A8%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%B8%E0%A7%87-%E0%A6%93%E0%A6%B0%E0%A6%BE,https://image.prothoma.com/productThumbs/2021/02/6022549fcae0c_1612862623.jpg
সক্রেটিসের জবানবন্দী,শিশির কুমার দাশ,১৫২.০০ টাকা,১৪৪.৪০ টাকা,https://www.prothoma.com/product/9450/%E0%A6%B8%E0%A6%95%E0%A7%8D%E0%A6%B0%E0%A7%87%E0%A6%9F%E0%A6%BF%E0%A6%B8%E0%A7%87%E0%A6%B0-%E0%A6%9C%E0%A6%AC%E0%A6%BE%E0%A6%A8%E0%A6%AC%E0%A6%A8%E0%A7%8D%E0%A6%A6%E0%A7%80,https://image.prothoma.com/productThumbs/2021/02/602254079c2ca_1612862471.jpg
নিঃসঙ্গতার একশ বছর,জি এইচ হাবীব,৫৭০.০০ টাকা,৫৪১.৫০ টাকা,https://www.prothoma.com/product/8344/%E0%A6%A8%E0%A6%BF%E0%A6%83%E0%A6%B8%E0%A6%99%E0%A7%8D%E0%A6%97%E0%A6%A4%E0%A6%BE%E0%A6%B0-%E0%A6%8F%E0%A6%95%E0%A6%B6-%E0%A6%AC%E0%A6%9B%E0%A6%B0,https://image.prothoma.com/productThumbs/2021/02/602250711abc4_1612861553.jpg
ঐতিহ্যের বিস্তার,সংখা ঘোষ,৫৭০.০০ টাকা,৫৪১.৫০ টাকা,https://www.prothoma.com/product/8342/%E0%A6%90%E0%A6%A4%E0%A6%BF%E0%A6%B9%E0%A7%8D%E0%A6%AF%E0%A7%87%E0%A6%B0-%E0%A6%AC%E0%A6%BF%E0%A6%B8%E0%A7%8D%E0%A6%A4%E0%A6%BE%E0%A6%B0,https://image.prothoma.com/productThumbs/2021/02/60225070237c0_1612861552.jpg
খণ্ড-বিখণ্ড,চিনুয়া আচেবে,২৮৫.০০ টাকা,২৭০.৭৫ টাকা,https://www.prothoma.com/product/8343/%E0%A6%96%E0%A6%A3%E0%A7%8D%E0%A6%A1-%E0%A6%AC%E0%A6%BF%E0%A6%96%E0%A6%A3%E0%A7%8D%E0%A6%A1,https://image.prothoma.com/productThumbs/2021/02/6022507096236_1612861552.jpg
রবীন্দ্রনাথ ও শনিবারের চিঠি,গৌতম ভট্রাচার্য,২৮৫.০০ টাকা,২৭০.৭৫ টাকা,https://www.prothoma.com/product/8340/%E0%A6%B0%E0%A6%AC%E0%A7%80%E0%A6%A8%E0%A7%8D%E0%A6%A6%E0%A7%8D%E0%A6%B0%E0%A6%A8%E0%A6%BE%E0%A6%A5-%E0%A6%93-%E0%A6%B6%E0%A6%A8%E0%A6%BF%E0%A6%AC%E0%A6%BE%E0%A6%B0%E0%A7%87%E0%A6%B0-%E0%A6%9A%E0%A6%BF%E0%A6%A0%E0%A6%BF,https://image.prothoma.com/productThumbs/2021/02/6022506f12284_1612861551.jpg
নির্মাণ আর সৃষ্টি,সংখা ঘোষ,৪৭৫.০০ টাকা,৪৫১.২৫ টাকা,https://www.prothoma.com/product/8341/%E0%A6%A8%E0%A6%BF%E0%A6%B0%E0%A7%8D%E0%A6%AE%E0%A6%BE%E0%A6%A3-%E0%A6%86%E0%A6%B0-%E0%A6%B8%E0%A7%83%E0%A6%B7%E0%A7%8D%E0%A6%9F%E0%A6%BF,https://image.prothoma.com/productThumbs/2021/02/6022506f94a67_1612861551.jpg
প্রমেথিউস,Debnath Bandopadhyay,৩৮০.০০ টাকা,৩৬১.০০ টাকা,https://www.prothoma.com/product/8338/%E0%A6%AA%E0%A7%8D%E0%A6%B0%E0%A6%AE%E0%A7%87%E0%A6%A5%E0%A6%BF%E0%A6%89%E0%A6%B8,https://image.prothoma.com/productThumbs/2021/02/6022506e21b59_1612861550.jpg
প্রবাদ প্রবচন - বিজয়া দাস,বিজয়া দাস,২৮৫.০০ টাকা,২৭০.৭৫ টাকা,https://www.prothoma.com/product/8339/%E0%A6%AA%E0%A7%8D%E0%A6%B0%E0%A6%AC%E0%A6%BE%E0%A6%A6-%E0%A6%AA%E0%A7%8D%E0%A6%B0%E0%A6%AC%E0%A6%9A%E0%A6%A8---%E0%A6%AC%E0%A6%BF%E0%A6%9C%E0%A6%AF%E0%A6%BC%E0%A6%BE-%E0%A6%A6%E0%A6%BE%E0%A6%B8,https://image.prothoma.com/productThumbs/2021/02/6022506e8d1ca_1612861550.jpg
