Title,Author,Original Price,Discounted Price,URL,Summary,Book_Title,Book_Author,Translator,Editor,Publisher,ISBN,Edition,Number Of Pages,Country,Language
Escoffier ,আর .জে. কাউফম্যান,"","TK. 8,721",https://rokomari.com//book/205791/escoffier,"",Escoffier,"R .J. Kaufmann,H. L Cracknell", , ,A Butterworth-Heinemann Title;,9780080967721,"2nd Edition,2011",645,United Kingdom,English
