Title,Author,Original Price,Discounted Price,URL,Summary,Book_Title,Book_Author,Translator,Editor,Publisher,ISBN,Edition,Number Of Pages,Country,Language
Human Resource Management,ড. এম জুলফিকার হোসেন,TK. 700,TK. 525,https://rokomari.com//book/94756/human-resource-management,"",Human Resource Management,Dr. M Julfiquer Hossain, , ,A H Development Publishing House,9789849103776,"1st,2015", ,Bangladesh,English
আপেল শামুকের বাণিজ্যিক চাষ (ব্যবহারিক প্রশিক্ষণ ম্যানুয়াল) ,ডঃ মোহাম্মদ রফিকুল ইসলাম,TK. 250,TK. 188,https://rokomari.com//book/42972/apple-shamuker-bannegic-chas,"",আপেল শামুকের বাণিজ্যিক চাষ (ব্যবহারিক প্রশিক্ষণ ম্যানুয়াল),"ডঃ মোহাম্মদ রফিকুল ইসলাম,ড. মোঃ সরওয়ার জাহান,ড. মোঃ রেদওয়ানুল রহমান", , ,এ এইচ ডেভেলপমেন্ট পাবলিশিং হাউজ,9847001900361,"1st,2008",158,বাংলাদেশ,বাংলা
কূটনীতিককোষ,মোঃ শামীম আহসান,"TK. 1,100",TK. 825,https://rokomari.com//book/42944/kutnitik-kous,"",কূটনীতিককোষ,মোঃ শামীম আহসান, , ,এ এইচ ডেভেলপমেন্ট পাবলিশিং হাউজ,98483600217, , ,বাংলাদেশ,বাংলা
"বন্যপ্রাণী, শ্রেণীবিন্যাস, এনাটমি , আচরণ, কল্যাণ-সংরক্ষণ, রোগ-বালাই, জীববৈচিত্র্য ও প্রতিষ্ঠান",ডা. জিয়াউর রহমান সেলিম,TK. 350,TK. 263,https://rokomari.com//book/42975/bonnoprani--shrenibinnas--anatomy--achoron--kollayan-songrokhon--rog-balai--jeebboichitro-o-protistan,"","বন্যপ্রাণী,শ্রেণীবিন্যাস,এনাটমি,আচরণ,কল্যাণ-সংরক্ষণ,রোগ-বালাই,জীববৈচিত্র্য ও প্রতিষ্ঠান",ডা. জিয়াউর রহমান সেলিম, , ,এ এইচ ডেভেলপমেন্ট পাবলিশিং হাউজ,9843000007850, , ,বাংলাদেশ,বাংলা
A Training Curriculum on Tranining of Trainers (TOT),মোঃ রুহুল আমীন,TK. 600,TK. 450,https://rokomari.com//book/42617/a-training-curriculum-on-tranining-of-trainers--tot-,"",A Training Curriculum on Tranining of Trainers (TOT),Md. Ruhul Amin, , ,A H Development Publishing House,9847001900141, , ,Bangladesh,English
গল্পে গল্পে অর্থনীতি,মাহবুব হোসেন,TK. 700,TK. 525,https://rokomari.com//book/69919/golpe-golpe-ortiniti,"",গল্পে গল্পে অর্থনীতি,মাহবুব হোসেন, , ,এ এইচ ডেভেলপমেন্ট পাবলিশিং হাউজ, , , ,বাংলাদেশ,বাংলা
"চিড়িয়াখানা, ম্যানেজমেন্ট, জ্যু এডুকেশন, বন্যপ্রাণীদের পরিচয়, খাবার ও অন্যান্য",ডা. জিয়াউর রহমান সেলিম,TK. 300,TK. 225,https://rokomari.com//book/42974/cheriyakhana--management--zoo-education---bonnopranider-porichoy---khabar-o-annaya,"","চিড়িয়াখানা,ম্যানেজমেন্ট,জ্যু এডুকেশন,বন্যপ্রাণীদের পরিচয়,খাবার ও অন্যান্য",ডা. জিয়াউর রহমান সেলিম, , ,এ এইচ ডেভেলপমেন্ট পাবলিশিং হাউজ,9843000007843, , ,বাংলাদেশ,বাংলা
Rural Urban Planning-1,গোলাম মোস্তফা,TK. 650,TK. 488,https://rokomari.com//book/42624/rural-urban-planning-1,"",Rural Urban Planning-1,Golam Mostafa, , ,A H Development Publishing House,9848360239, , ,Bangladesh,English
"Women, Gender and Development Contemporary Issues",নাজমুন্নেসা মাহতাব,TK. 700,TK. 525,https://rokomari.com//book/42987/women--gender-and-development-contemporary-issues,"","Women,Gender and Development Contemporary Issues",Nazmunnessa Mahtab, , ,A H Development Publishing House,9789849014027, , ,Bangladesh,English
সামরিক বাহিনী নিরাপত্তা সমাজ ও দেশ,ব্রিগেডিয়ার জেনারেল মোঃ নাসিমুল গণি,TK. 350,TK. 263,https://rokomari.com//book/94778/samorik-bahinee-nirapotta-somaj-o-desh,"",সামরিক বাহিনী নিরাপত্তা সমাজ ও দেশ,ব্রিগেডিয়ার জেনারেল মোঃ নাসিমুল গণি, , ,এ এইচ ডেভেলপমেন্ট পাবলিশিং হাউজ,9789849103745,"1st Published,2015",84,বাংলাদেশ,বাংলা
তৃণমূল সংগঠন গঠন ও ব্যবস্থাপনা,ইনামুল হুদা,TK. 250,TK. 188,https://rokomari.com//book/42964/development-and-management-of-grassroots-organization,"",তৃণমূল সংগঠন গঠন ও ব্যবস্থাপনা,ইনামুল হুদা, , ,এ এইচ ডেভেলপমেন্ট পাবলিশিং হাউজ, ,"1st Edition,2008",154,বাংলাদেশ,বাংলা
"Monitoring, Evaluation and Sustainability",এম. এ. মজিদ,TK. 400,TK. 300,https://rokomari.com//book/42622/monitoring--evaluation-and-sustainability,"","Monitoring,Evaluation and Sustainability",M. A. Mojid, , ,A H Development Publishing House,9848360069, , ,Bangladesh,English
Research Methods in Social Sciences,ড. নিয়াজ আহমেদ,TK. 350,TK. 263,https://rokomari.com//book/43114/research-methods-in-social-sciences,"",Research Methods in Social Sciences,Dr. Neaz Ahmed, , ,A H Development Publishing House,978984881071,"1st,2010",150,Bangladesh,English
Qualitative Research Tools And Techniques ,এম রেজাউল ইসলাম ,TK. 700,TK. 525,https://rokomari.com//book/131007/qualitative-research-tools-and-techniques,"",Qualitative Research Tools And Techniques, , ,"M Rezaul Islam,Cathleen Jo Faruque",A H Development Publishing House,9789849267133,"1st Published,2017",277,Bangladesh,English
Lands Use Palnning in Bangladesh,এ.কে.এম. কামালুদ্দীন চৌধুরী,TK. 450,TK. 338,https://rokomari.com//book/6179/lands-use-palnning-in-bangladesh,"",Lands Use Palnning in Bangladesh,A.K.M. Kamaluddin Chowdhury, , ,A H Development Publishing House,98483600209, , ,Bangladesh,English
বাংলাদেশের পররাষ্ট্রনীতিতে ভারত ,ডা. নাজমুল হুদা ,TK. 600,TK. 450,https://rokomari.com//book/71770/bangladesher-porrashtronititr-bharat,"",বাংলাদেশের পররাষ্ট্রনীতিতে ভারত,ডা. নাজমুল হুদা, , ,এ এইচ ডেভেলপমেন্ট পাবলিশিং হাউজ,9789849048671, , ,বাংলাদেশ,বাংলা
Bangladesh Resource and Environmental profile,কে.বি. সাজ্জাদুর রাশিদ,TK. 850,TK. 638,https://rokomari.com//book/43059/bangladesh-resource-and-environmental-profile,"",Bangladesh Resource and Environmental profile,K.B. Sajjadur Rasheed, , ,A H Development Publishing House,9847001900271, , ,Bangladesh,English
Water Resource Managmedn with Examples from Bangaldesh,কে.বি. সাজ্জাদুর রাশিদ,TK. 500,TK. 375,https://rokomari.com//book/43037/water-resource-managmedn-with-examples-from-bangaldesh,"",Water Resource Managmedn with Examples from Bangaldesh,K.B. Sajjadur Rasheed, , ,A H Development Publishing House,9789848810149, , ,Bangladesh,English
Ecological Pollution in Sundarbans,ড. এম. এ. আওয়াল,TK. 350,TK. 263,https://rokomari.com//book/43065/ecological-pollution-in-sundarbans,"",Ecological Pollution in Sundarbans,Dr. M. A. Awal, , ,A H Development Publishing House,9789848810019,"1st Published,2010",138,Bangladesh,English
"Civil Service Tranining in Bangladesh An Institutional Analysis of BPATC Role, Rhetoric and Reality",সৈয়দা লাসনা কবির,TK. 550,TK. 413,https://rokomari.com//book/43030/civil-service-tranining-in-bangladesh-an-institutional-analysis-of-bpatc-role--rhetoric-and-reality,"","Civil Service Tranining in Bangladesh An Institutional Analysis of BPATC Role,Rhetoric and Reality","Syeda Lasna Kabir,Hasan Mahammad Baniamin", , ,A H Development Publishing House,9789849014065, , ,Bangladesh,English
Government-NGO interface in Development Management,ড. আফরোজা বেগম,TK. 250,TK. 188,https://rokomari.com//book/43117/government-ngo-interface-in-development-management,"",Government-NGO interface in Development Management,Dr. Afroza Begum, , ,A H Development Publishing House,984836000x, , ,Bangladesh,English
Good Governance and Corruption in Bangladesh ,মোঃ মাসুদুর রহমান,TK. 500,TK. 375,https://rokomari.com//book/94776/good-governance-and-corruption-in-bangladesh,"",Good Governance and Corruption in Bangladesh,Mohammad Masudur Rahman, , ,A H Development Publishing House,9789849103677,"1st,2014", ,Bangladesh,English
Bangladesh Share Market : Looking Ahead After Two Big Crashes,মোঃ তওফিক হোসাইন,"TK. 1,200",TK. 900,https://rokomari.com//book/80324/bangladesh-share-market---looking-ahead-after-two-big-crashes,"",Bangladesh Share Market : Looking Ahead After Two Big Crashes,Md. Toufique Hossain, , ,A H Development Publishing House,9789849048556, , ,Bangladesh,English
"A. K. Fazlul Huq, Suhrawardy and Moulana Bhashani An Intimate study of Politicians and Inside Stories ",কাজী আহমেদ কামাল,TK. 550,TK. 413,https://rokomari.com//book/43032/a--k--fazlul-huq--suhrawardy-and-moulana-bhashani-an-intimate-study-of-politicians-and-inside-stories,"","A. K. Fazlul Huq,Suhrawardy and Moulana Bhashani An Intimate study of Politicians and Inside Stories",Kazi Ahmed Kamal, , ,A H Development Publishing House,9789849014003, , ,Bangladesh,English
Town Planing and the Political Culture of Planning in Bangladesh,প্রফেসর গোলাম রহমান পিএইচ.ডি,TK. 850,TK. 638,https://rokomari.com//book/43087/town-planing-and-the-political-culture-of-planning-in-bangladesh,"",Town Planing and the Political Culture of Planning in Bangladesh,Professor Golam Rahman Ph.D, , ,A H Development Publishing House,9847001900257, , ,Bangladesh,English
Environment Migration and Adaptation Evidence and Politics of Climates Change in Bangladesh ,বিশ্বজিৎ মল্লিক,"TK. 1,200",TK. 900,https://rokomari.com//book/94769/environment-migration-and-adaptation-evidence-and-politics-of-climates-change-in-bangladesh,"",Environment Migration and Adaptation Evidence and Politics of Climates Change in Bangladesh,"Bishawjit Mallick,Benjamin Etzold", , ,A H Development Publishing House,9789849103790,"1st Published,2015",318,Bangladesh,English
Bangladesh Dark Facets Of Lands Rights and Management,পি কে রায়,TK. 475,TK. 356,https://rokomari.com//book/43076/bangladesh-dark-facets-of-lands-rights-and-management,"",Bangladesh Dark Facets Of Lands Rights and Management,P K Roy, , ,A H Development Publishing House,9847001900987, , ,Bangladesh,English
Logical Framework,এম. এ. মজিদ,TK. 200,TK. 150,https://rokomari.com//book/68825/logical-framework,"",Logical Framework,M. A. Mojid, , ,A H Development Publishing House,9789849048565, , ,Bangladesh,English
Bureaucracy and Local Politics Bangaldesh A Study in Roles and Realationsships,নিজাম আহমেদ,TK. 550,TK. 413,https://rokomari.com//book/43129/bureaucracy-and-local-politics-bangaldesh-a-study-in-roles-and-realationsships,"",Bureaucracy and Local Politics Bangaldesh A Study in Roles and Realationsships,Nizam Ahmed, , ,A H Development Publishing House,9847001900400, , ,Bangladesh,English
জেন্ডার শব্দকোষ,ফারজানা নাজ,TK. 300,TK. 225,https://rokomari.com//book/42958/gendar-sobdokoush,"",জেন্ডার শব্দকোষ,ফারজানা নাজ, , ,এ এইচ ডেভেলপমেন্ট পাবলিশিং হাউজ,9847001900354,"1st Published,2009",164,বাংলাদেশ,বাংলা
"সরকারি বিশ্ববিদ্যালয়ে দুর্নীতি, স্বরূপ ও প্রতিকার",ড. মুহাম্মদ ইয়াহ্‌ইয়া আখতার,TK. 300,TK. 225,https://rokomari.com//book/42586/sarkari-bissobiddaloye-durniti--sorup-o-protikar,"","সরকারি বিশ্ববিদ্যালয়ে দুর্নীতি,স্বরূপ ও প্রতিকার",ড. মুহাম্মদ ইয়াহ্‌ইয়া আখতার, , ,এ এইচ ডেভেলপমেন্ট পাবলিশিং হাউজ,9847001900134, , ,বাংলাদেশ,বাংলা
Politics of Administrative Reform (A Case Study of Bangladesh),মোহাম্মদ মোহাব্বাত খান,TK. 450,TK. 338,https://rokomari.com//book/43025/politics-of-administrative-reform--a-case-study-of-bangladesh-,"",Politics of Administrative Reform (A Case Study of Bangladesh),Mohammad Mohabbat Khan, , ,A H Development Publishing House,9789849014096, , ,Bangladesh,English
Bangladesh Who Vote? How Do They Vote?,এম. সলিমুল্লাহ খান,TK. 700,TK. 525,https://rokomari.com//book/161769/bangladesh-who-vote--how-do-they-vote-,"",Bangladesh Who Vote? How Do They Vote?,M. Salimullah Khan, , ,A H Development Publishing House,9789849267218,"1st Published,2018",194,Bangladesh,English
Urban Governance and Informal Growth Regulation In Dhaka ,মোঃ তাইবুর রহমান,TK. 600,TK. 450,https://rokomari.com//book/81762/urban-governance-and-informal-growth-regulation-in-dhaka,"",Urban Governance and Informal Growth Regulation In Dhaka,Md. Taibur Rahman, , ,A H Development Publishing House,9789849048688,"1st Published,2013",272,Bangladesh,English
Dominant Executive and Dormant Legislatur,মোহাম্মদ মোহাব্বাত খান,TK. 500,TK. 375,https://rokomari.com//book/43133/dominant-executive-and-dormant-legislatur,"",Dominant Executive and Dormant Legislatur,Mohammad Mohabbat Khan, , ,A H Development Publishing House,9848360202, , ,Bangladesh,English
উন্নয়ন ভাবনা,ড. মোঃ আমিনুল ইসলাম,TK. 700,TK. 525,https://rokomari.com//book/42953/unnyon-vabna,"",উন্নয়ন ভাবনা,"ড. মোঃ আমিনুল ইসলাম,রবার্ট চ্যাম্বার্স",ড. মোঃ আমিনুল ইসলাম, ,এ এইচ ডেভেলপমেন্ট পাবলিশিং হাউজ,9789848810118, , ,বাংলাদেশ,বাংলা
ক্ষুদ্রঋণ ও নারীর ক্ষমতায়ন,ড. মো. শাহীদুর রহমান চৌধুরী,TK. 300,TK. 225,https://rokomari.com//book/80323/kkhudrorrin-o-narir-khomotayon,"",ক্ষুদ্রঋণ ও নারীর ক্ষমতায়ন,ড. মো. শাহীদুর রহমান চৌধুরী, , ,এ এইচ ডেভেলপমেন্ট পাবলিশিং হাউজ, , , ,বাংলাদেশ,বাংলা
Wetlands of Dhaka Metro Area,ইশরাত ইসলাম,TK. 500,TK. 375,https://rokomari.com//book/43099/wetlands-of-dhaka-metro-area,"",Wetlands of Dhaka Metro Area,Ishrat Islam, , ,A H Development Publishing House,9847001900189, , ,Bangladesh,English
মুক্তিযুদ্ধ পরিচিতি,মোঃ শাহীনুর রহমান,TK. 300,TK. 225,https://rokomari.com//book/117179/muktijuddho-porichiti,"",মুক্তিযুদ্ধ পরিচিতি, , ,"মোঃ সোহেল রানা,মোঃ শাহীনুর রহমান",এ এইচ ডেভেলপমেন্ট পাবলিশিং হাউজ,9789849194989,"1st Published,2016",285,বাংলাদেশ,বাংলা
Leading Issues in Rural Development Bangladesh Perspective,আবদুল বায়েস,TK. 900,TK. 675,https://rokomari.com//book/94754/leading-issues-in-rural-development-bangladesh-perspective,"",Leading Issues in Rural Development Bangladesh Perspective,"Abdul Bayes,Mahabub Hossain", , ,A H Development Publishing House,9789849146704,"1st,2015", ,Bangladesh,English
Bangladesh at 40 Changes and Challenges,আবদুল বায়েস,TK. 900,TK. 675,https://rokomari.com//book/126431/bangladesh-at-40-changes-and-challenges,"",Bangladesh at 40 Changes and Challenges,Abdul Bayes, , ,A H Development Publishing House,9789849014164, , ,Bangladesh,English
"আধুনিক সমাজ বিজ্ঞানের তত্ত্ব, নির্বাচিত সমাজবিজ্ঞানীদের অবদান",ড. কে. এম. রেজাউল করিম,TK. 250,TK. 188,https://rokomari.com//book/42947/adhunik-somaj-bigganer-totto--nirbachito-somajbigganider-abodan,"","আধুনিক সমাজ বিজ্ঞানের তত্ত্ব,নির্বাচিত সমাজবিজ্ঞানীদের অবদান",ড. কে. এম. রেজাউল করিম, , ,এ এইচ ডেভেলপমেন্ট পাবলিশিং হাউজ,98483600241, , ,বাংলাদেশ,বাংলা
Evolution of Bangladesh ,ড. শিরীন হাসান ওসমানী,"TK. 1,200",TK. 900,https://rokomari.com//book/80327/evolution-of-bangladesh,"",Evolution of Bangladesh,Dr. Shireen Hasan Osmani, , ,A H Development Publishing House, , , ,Bangladesh,English
Environment Impact  Assessment for Changing World,ড. সুব্রত কুমার সাহা,TK. 500,TK. 375,https://rokomari.com//book/43060/environment-impact--assessment-for-changing-world,"",Environment Impact  Assessment for Changing World,Dr. Subrota Kumar Saha, , ,A H Development Publishing House,98483600233, , ,Bangladesh,English
Growth of SME Financial Institute in Bangladesh A Study on Bangladesh Bangk,অধ্যক্ষ ফাতেমা খাতুন,TK. 500,TK. 375,https://rokomari.com//book/43004/growth-of-sme-financial-institute-in-bangladesh-a-study-on-bangladesh-bangk,"""Growth of SME Financial Institute in Bangladesh A Study on Bangladesh Bangk"" Summary of The Book:
The small and medium scale enterprise (SME) is acknowledged both at the global as well as at the national level in developed and developing countries as engine of economic growth in a ruthlessly acquisitive and competitive world. One way or another, SMEs is based on a positive developmental attitude seeking to assist entrepreneurs by promoting efficiency, adaptation to new circumstances and technology, rather than protecting the sector through a distorted incentive arrangement. This book aims to empirically determine the role of Bangladesh Bank in SME sector. This study is a cross-sectional as well as survey research by distributing a set of questionnaire to entrepreneurs at Sylhet City, Bangladesh. Two samples of 70 of entrepreneurs (SME sector) and 14 bankers (SME Division) from different Commercial banks and Bangladesh Bank (Sylhet Branch) responded to a questionnaire which measured the role of Bangladesh Bank in SME sector.
The role of Bangladesh in SME has been significantly explained by the primal five independent variables that are economic importance of SMES (labour intensity, employment generation), business support (Access to Finance, Technical or Management), policy guideline, women empowerment, leadership development. Bangladesh Bank has been accelerated the development of markets for financial services suited to the special characteristics of SMEs by promoting product innovation, monitoring and building institutional capacity.",Growth of SME Financial Institute in Bangladesh A Study on Bangladesh Bangk,Professor Fatema Khatun, , ,A H Development Publishing House,9789849014010,"1st Edition,2012",124,Bangladesh,English
The System of Government Budgeting in Bangladesh,মোতাহার হুসাইন,TK. 500,TK. 375,https://rokomari.com//book/43121/the-system-of-government-budgeting-in-bangladesh,"",The System of Government Budgeting in Bangladesh,Motahar Hussain, , ,A H Development Publishing House,9847001900309, , ,Bangladesh,English
Politics and Develolpment of the Jamaat-e-Islami Bangladesh,ভূঁইয়া মোঃ মনোয়ার কবির,TK. 650,TK. 488,https://rokomari.com//book/43125/politics-and-develolpment-of-the-jamaat-e-islami-bangladesh,"",Politics and Develolpment of the Jamaat-e-Islami Bangladesh,Bhuian Md. Monoar Kabir, , ,A H Development Publishing House,9848360174, , ,Bangladesh,English
উদ্ভিদ নাসারি: পরিবেশসম্মত প্রোযুক্তি ও ব্যবস্থাপনা সহায়িকা,আরিফ মোঃ ফায়সাল,TK. 150,TK. 113,https://rokomari.com//book/43277/udvid-nursery--poribeshshammato-projukti-o-byabosthapana-shawhailka,"",উদ্ভিদ নাসারি: পরিবেশসম্মত প্রোযুক্তি ও ব্যবস্থাপনা সহায়িকা,আরিফ মোঃ ফায়সাল, , ,এ এইচ ডেভেলপমেন্ট পাবলিশিং হাউজ, , , ,বাংলাদেশ,বাংলা
