Title,Author,Original Price,Discounted Price,URL,Summary,Book_Title,Book_Author,Translator,Editor,Publisher,ISBN,Edition,Number Of Pages,Country,Language
Dictionary Of Botany,অরোরা দিপক,"",TK. 538,https://rokomari.com//book/54069/dictionary-of-botany,"",Dictionary Of Botany,Arora Deepak, , ,Aitbs Publishers And Distributors,9788174733412,"2nd Edition,2011", ,India,English
Basic Epidemiology ,রবার্ট বিগলিহোল  ,"",TK. 718,https://rokomari.com//book/87758/basic-epidemiology,"",Basic Epidemiology,Robert Beaglehole, , ,Aitbs Publishers And Distributors,9788174733313,"1st Edition,2005",184,India,English
Dictionary Of Physics ,অরোরা দিপক,"",TK. 315,https://rokomari.com//book/54057/dictionary-of-physics,"",Dictionary Of Physics,Arora Deepak, , ,Aitbs Publishers And Distributors,9788174732163,2003, ,India,English
Elements of Coordinate Geometry Cartesian Coordinates  (Part-1),এস.এল লনি,"",TK. 225,https://rokomari.com//book/54017/elements-of-coordinate-geometry-cartesian-coordinates---part-1-,"",Elements of Coordinate Geometry Cartesian Coordinates  (Part-1),S.L Loney, , ,Aitbs Publishers And Distributors,9788174731074,"Reprint,2017",415,India,English
Employee Performance Management,হারিস কুমার,"",TK. 198,https://rokomari.com//book/71390/employee-performance-management,"",Employee Performance Management,Harish Kumar, , ,Aitbs Publishers And Distributors,9788174733481,"1st Edition,2006",136,India,English
Dictionary Of Management,এন. সি. জেইন,"",TK. 315,https://rokomari.com//book/54053/dictionary-of-management,"",Dictionary Of Management,N. C. Jain, , ,Aitbs Publishers And Distributors,9788174732477,"2nd Edition,2012",370,India,English
Dictionary of Economics ,এন. সি. জেইন,"",TK. 378,https://rokomari.com//book/54061/dictionary-of-economics,"",Dictionary of Economics,N. C. Jain, , ,Aitbs Publishers And Distributors,9788174732774,"4th Edition,2017",312,India,English
Dictionary Of Accounting ,এন. সি. জেইন,"",TK. 500,https://rokomari.com//book/54062/dictionary-of-accounting,"",Dictionary Of Accounting,N. C. Jain, , ,Aitbs Publishers And Distributors,9788174733979,"1st Edition,2009", ,India,English
Dictionary of Banking ,এন. সি. জেইন,"",TK. 450,https://rokomari.com//book/54050/dictionary-of-banking,"",Dictionary of Banking,N. C. Jain, , ,Aitbs Publishers And Distributors,9788174733719,"1st Edition,2008",562,India,English
Higher English Grammar and Composition,এস. এন. সিনহা ,"",TK. 630,https://rokomari.com//book/172630/higher-english-grammar-and-composition,"",Higher English Grammar and Composition,"S. N. Sinha,A. K. Awasthi", , ,Aitbs Publishers And Distributors,9788126927715,"1st Edition,2018",322,India,English
Basic And Clinical Epidemiology,বিকাশ ধিকাভ,"",TK. 560,https://rokomari.com//book/173307/basic-and-clinical-epidemiology,"",Basic And Clinical Epidemiology,Vikas Dhikav, , ,Aitbs Publishers And Distributors,9789374735572,"1st Edition,2015",276,India,English
International Relations ,"প্লেমার, নরমেন, ডি","",TK. 710,https://rokomari.com//book/54075/international-relations,"",International Relations,"Palmer,Norman,D", , ,Aitbs Publishers And Distributors,9788174730699,3rd Edition, ,India,English
Dictionary Of Science,গিরিস আরোরা,"",TK. 380,https://rokomari.com//book/54070/dictionary-of-science,"",Dictionary Of Science,Girish Arora, , ,Aitbs Publishers And Distributors,9788190598606,"1st Edition,2010", ,India,English
Essentials Of Business Communication ,এন. সি. জেইন,"",TK. 495,https://rokomari.com//book/53965/essentials-of-business-communication,"",Essentials Of Business Communication,N. C. Jain, , ,Aitbs Publishers And Distributors,9788174733337,"2nd Edition,2011",632,India,English
Dictionary Of Business ,এন. সি. জেইন,"",TK. 297,https://rokomari.com//book/54002/dictionary-of-business,"",Dictionary Of Business,N. C. Jain, , ,Aitbs Publishers And Distributors,9788174734471,2012, ,India,English
A Manual Practical Of Communication ,"কাইলা, এইচ এল","",TK. 380,https://rokomari.com//book/54013/a-manual-practical-of-communication,"",A Manual Practical Of Communication,"Kaila,H L", , ,Aitbs Publishers And Distributors,9788174733764,"1st Edition,2008",284,India,English
Integral Calculus For Beginners ,"এডওয়ার্ড, জোসেফ","","TK. 3,180",https://rokomari.com//book/54022/integral-calculus-for-beginners,"",Integral Calculus For Beginners,"Edwards,Joseph", , ,Aitbs Publishers And Distributors,9781273748639,2012,248,India,English
Tourism : Concepts And Principles ,"চৌধুরী, পারাবত","",TK. 710,https://rokomari.com//book/54035/tourism---concepts-and-principles,"",Tourism : Concepts And Principles,"Chaudhary,Prabhat", , ,Aitbs Publishers And Distributors,9788190598613,"1st edition,2009", ,India,English
Managerial Economics ,এস পি সিং,"",TK. 375,https://rokomari.com//book/54041/managerial-economics,"",Managerial Economics,S P Singh, , ,Aitbs Publishers And Distributors,9788174732225,"3rd,2010",226,India,English
Medical Biochemistry - Questions with Explanatory Answers ,ড. কাসারলা রাজেশ্বর রেড্ডি,"",TK. 455,https://rokomari.com//book/185818/medical-biochemistry---questions-with-explanatory-answers,"",Medical Biochemistry - Questions with Explanatory Answers,Dr Kasarla Rajeshwar Reddy , , ,Aitbs Publishers And Distributors,9789374736487,"1st Edition,2019",376,India,English
