Title,Author,Original Price,Discounted Price,URL,Image,Summary,Book_Title,Book_Author,Translator,Editor,Publisher,ISBN,Edition,Number Of Pages,Country,Language
Gilbert's Gobstopper,মার্ক হ্যাডন,"","TK. 1,890",https://rokomari.com//book/131788/gilbert-s-gobstopper,https://ds.rokomari.store/rokomari110/ProductNew20190903/130X186/27fe2cc93ba4_131788.jpg,"",Gilbert's Gobstopper,Mark Haddon, , ,Dial Books,9780803705067,"1st Edition,1988",28,India,English
The Essence of Okinawan Karate-Do,শসিন নাগামিনে,"","TK. 1,920",https://rokomari.com//book/146934/the-essence-of-okinawan-karate-do,https://ds.rokomari.store/rokomari110/ProductNew20190903/130X186/923ed6fda124_146934.jpg,"",The Essence of Okinawan Karate-Do,Shoshin Nagamine, , ,Dial Books,9780804821100,"4th Edition,2003",32,India,English
