Title,Author,Original Price,Discounted Price,URL,Summary,Book_Title,Book_Author,Translator,Editor,Publisher,ISBN,Edition,Number Of Pages,Country,Language
আদর্শ পরিবার গঠনে ইসলাম,জাবেদ মুহাম্মদ,TK. 380,TK. 323,https://rokomari.com//book/47798/adorso-poribar-gatone-islam,"",আদর্শ পরিবার গঠনে ইসলাম,জাবেদ মুহাম্মদ, , ,আল মা’রূফ পাবলিকেশন্স,9789843309679,"1st,2011",592,বাংলাদেশ,বাংলা
কিউ আই এম পি (মেডিকেল বই),আল-মারুফ পাবলিশার্স,TK. 500,TK. 425,https://rokomari.com//book/47799/q-i-m-p--medical-boi-,"",কিউ আই এম পি (মেডিকেল বই),আল-মারুফ পাবলিশার্স, , ,আল মা’রূফ পাবলিকেশন্স, , , ,বাংলাদেশ,বাংলা
গল্পসমগ্র,হাসান হাফিজুর রহমান,TK. 100,TK. 90,https://rokomari.com//book/47818/golposomogro,"",গল্পসমগ্র,হাসান হাফিজুর রহমান, , ,আল মা’রূফ পাবলিকেশন্স,9844583446, ,136,বাংলাদেশ,বাংলা
