Title,Author,Original Price,Discounted Price,URL,Summary,Book_Title,Book_Author,Translator,Editor,Publisher,ISBN,Edition,Number Of Pages,Country,Language
মিস্টিরিয়াস মুসা,আবু আনাস,TK. 265,TK. 199,https://rokomari.com//book/197770/mysterious-musa,"মুসা আহমাদ। পিতার রেখে যাওয়া ডায়েরি যার জীবনের গতি-প্রকৃতি নির্ধারণ করে দেয়। পিতার আদেশ উপদেশ অনুসরণ করতে গিয়ে অল্প বয়সেই যে সত্য-মিথ্যার পার্থক্য বুঝতে শিখে যায়। তার পিতা যেসব প্রশ্নের উত্তর জানার জন্য এদিক সেদিক ছুটাছুটি করেও কোন সমাধান খুঁজে পায়নি, সেসব প্রশ্নের জবাব আজ মুসার নখদর্পণে!
আজ টগবগে এক তরুণ যুবক মুসা আহমাদ। সে অবিশ্বাসীদের সকল বাধা ভেঙে তছনছ করে ছুটে চলছে অবিরাম। মিথ্যা ও কুসংস্কারের বিরুদ্ধে অপরাজেয় এক যোদ্ধার কাহিনী নিয়ে রচিত গ্রন্থ মিস্টিরিয়াস মুসা।",মিস্টিরিয়াস মুসা,আবু আনাস, , ,আমুদ পাবলিকেশন, ,"1st Published,2020",190,বাংলাদেশ,বাংলা
