Title,Author,Original Price,Discounted Price,URL,Summary,Book_Title,Book_Author,Translator,Editor,Publisher,ISBN,Edition,Number Of Pages,Country,Language
তাফহীমুল কুরআন ১ম খণ্ড ,সাইয়েদ আবুল আলা মওদূদী,TK. 155,TK. 116,https://rokomari.com//book/100479/tafhimul-quran-1st-part,"",তাফহীমুল কুরআন ১ম খণ্ড,সাইয়েদ আবুল আলা মওদূদী, , ,আধুনিক প্রকাশনী,9789844160002,"30th published,2018",190,বাংলাদেশ,বাংলা
ইসলাম পরিচয়,ডঃ মোঃ হামিদুল্লাহ,TK. 185,TK. 139,https://rokomari.com//book/45448/islam-porichoy,"""ইসলাম পরিচয়""বইটির ভূমিকা:

ইসলাম পরিচয়' পুস্তকটি ইসলামিক কালচারাল সেন্টার (প্যারিস, ফ্রান্স)-এর উদ্যোগে রচিত ও প্রকাশিত। এটা খুবই আনন্দের কথা যে, দিনে দিনে বইটি বিভিন্ন মহলে বিশেষ আগ্রহ সৃষ্টি করেছে। ইতােমধ্যে এ সংস্থা থেকে ইংরেজী ভাষ্যে তিনটি সংস্করণ প্রকাশিত হয়েছে। আমরা একথাও জানতে পেরেছি যে, পৃথিবীর বিভিন্ন দেশ থেকে পুস্তকটির আরাে চার পাঁচটি সংস্করণ প্রকাশিত হয়েছে। তাছাড়া বিভিন্ন ভাষায় বইটির অনুবাদের উদ্যোগ নেয়া হয়েছে। আমাদের জানামতে কতগুলাে অনুবাদ ইতােমধ্যে গ্রন্থের আকারে প্রকাশিত হয়েছে, বেশ কিছু অনুবাদ মুদ্রণের অপেক্ষায় আছে। পুস্তকটির বহুল প্রচারের জন্য আল্লাহ পাকের দরবারে হাজার শুকরিয়া জানাই।
আমাদের জন্য এটা খুবই আনন্দ ও গৌরবের কথা যে, বেশ কয়েকটি দেশের বিভিন্ন শিক্ষা প্রতিষ্ঠানে পুস্তকটি পাঠ্য বই হিসেবে ব্যবহৃত হচ্ছে।",ইসলাম পরিচয়,ডঃ মোঃ হামিদুল্লাহ, , ,আধুনিক প্রকাশনী, , , ,বাংলাদেশ,বাংলা
এহইয়াউস সুনান ,ড. খোন্দকার আব্দুল্লাহ জাহাঙ্গীর,TK. 275,TK. 206,https://rokomari.com//book/45486/ehyaus-sunan,"",এহইয়াউস সুনান,ড. খোন্দকার আব্দুল্লাহ জাহাঙ্গীর, , ,আধুনিক প্রকাশনী, ,"1st Published,2007",617,বাংলাদেশ,বাংলা
ইহুদী চক্রান্ত,আবদুল খালেক,TK. 105,TK. 79,https://rokomari.com//book/44698/ehudi-chokranto,"""ইহুদী চক্রান্ত” বইয়ের ভিতরের লেখা:

এ পুস্তকখানা মােটামুটি দু'খণ্ডে বিভক্ত। প্রথম খণ্ডে ইহুদী ধর্ম, ইহুদীবাদ ও ইসরাঈল রাষ্ট্র সম্পর্কে আলােচনা করা হয়েছে। দ্বিতীয় খণ্ডে ইহুদীদের রচিত একখানা গুপ্ত দলীলের তরজমা ব্যাখ্যা করা হয়েছে ! ইহুদীবাদের অনুসারী চক্রান্ত বিশারদ ইহুদী নেতাগণ সারা দুনিয়ায় তাদের আধিপত্য বিস্তারের উদ্দেশ্যে চক্রান্ত ও ষড়যন্ত্রের এক কর্মসূচী প্রণয়ন করেছে। এর নাম হচ্ছে The Protocols of the Learned Elders of Zion. আমাদের দৃঢ় বিশ্বাস পাঠকমাত্রই বইখানা পড়ে বিস্ময়ে হতবাক হতে বাধ্য হবেন। কারণ ঐ পুস্তকে চক্রান্তজালের যে কর্মসূচী পেশ করা হয়েছে তা পাঠ করার সময় পাঠক অনুভব করতে বাধ্য হবেন যে, তিনি নিজেও এ ষড়যন্ত্র জালের আবেষ্টনীতে আবদ্ধ হয়ে রয়েছেন।",ইহুদী চক্রান্ত, , ,আবদুল খালেক,আধুনিক প্রকাশনী, ,"3rd Published,2012",155,বাংলাদেশ,বাংলা
শব্দার্থে আল কুরআনুল মজীদ ১০ম খণ্ড,মতিউর রহমান খান,TK. 190,TK. 143,https://rokomari.com//book/45277/shobdarthe-al-quranul-mojid-10th-khondo,"সূচীপত্র
* সূরা আন নাবা
* সূরা আন নাযি’য়াত
* সূরা আবাসা
* সূরা আত তাকবীর
* সূরা আল ইনফিতার
* সূরা আল মুতাফ্‌ফিফীন
* সূরা আল ইনশিকাক
* সূরা আল বুরূজ
* সূরা আত তারিক
* সূরা আল আ’লা
* সূরা আল গাশিয়া
* সূরা আল ফজর
* সূরা আল বালাদ
* সূরা আল শাম্‌স
* সূরা আল লাইল
* সূরা আল দোহা
* সূরা আল ইনশিরাহ্‌
* সূরা আল ত্বীন
* সূরা আল আলাক
* সূরা আল ক্বাদর
* সূরা আল বাইয়্যেনাহ
* সূরা আল যিল্‌যাল
* সূরা আল আদিয়াত
* সূরা আল ক্বারিয়াহ
* সূরা আল তাকাসুর
* সূরা আল আসর
* সূরা আল হুমাযাহ
* সূরা আল ফীল
* সূরা আল কুরাইশ
* সূরা আল মা’উন
* সূরা আল কাওসার
* সূরা আল কাফিরূন
* সূরা আল নাসর
* সূরা আল লাহাব
* সূরা আল ইখলাস
* সূরা আল ফালাক
* সূরা আল নাস",শব্দার্থে আল কুরআনুল মজীদ ১০ম খণ্ড, ,মতিউর রহমান খান, ,আধুনিক প্রকাশনী, ,"21th Published,2018",166,বাংলাদেশ,বাংলা
তাফহীমুল কুরআন ১৯তম খণ্ড ,সাইয়েদ আবুল আলা মওদূদী,TK. 220,TK. 165,https://rokomari.com//book/90174/tafhimul-quran-19th-part,"‘তাফহীমুল কুরআন ১৯তম খণ্ড' বইটিতে লেখা আমাদের কথা :
কুরআন মজিদ বুঝার জন্যে তাফসীরের সাহায্য নেয়া অত্যাবশ্যক। এ কারণেই সেই প্রাচীন কাল থেকে আধুনিক কাল পর্যন্ত লেখা হয়েছে আল কুরআনের অসংখ্য তাফসীর।
আধুনিক কালে ইসলামী পুনর্জাগরণের নকীব আল ইমাম আল উস্তায সাইয়েদ আবুল আ'লা মওদুদী রহ.-এর অমর অবদান তাফসীর তাফহীমুল কুরআন। কুরআন মজিদ বুঝার জন্যে এটি একটি বাস্তবধর্মী সহজ তাফসীর! এই অনবদ্য তাফসীর গ্রন্থের শুরুতে তিনি একটি অসাধারণ ভূমিকা লিখেছেন। কুরআনের মর্ম উপলব্ধির ক্ষেত্রে এটি একটি আলোক বর্তিকা। সূরার শুরুতে প্রতিটি সূরার বিষয়বস্তু সংক্রান্ত ভূমিকা প্রদান করে তিনি সূরার মধ্যে প্রবেশ করার পূর্বেই পাঠককে সূরাটি সম্পর্কে মৌলিক ধারণা লাভ করার সুযোগ করে দিয়েছেন। তারপর রেওয়ায়াত ও দেরায়াতের নিরিখে আয়াতসমূহের যুগোপযোগী তাফসীর করে পাঠকগণের জন্যে কুরআনের মর্মবাণী বুঝার দুয়ার খুলে দিয়েছেন। অপরদিকে তিনি কুরআনুল হাকিমের তাত্ত্বিক ও আইনগত আয়াতসমূহের এমন অকাট্য দলিল ও যুক্তি ভিত্তিক তাফসীর করেছেন, যা তাফসীর শাস্ত্রের ইতিহাসে অসাধারণ। ব্যাখার ক্ষেত্রে তিনি একদিকে যেমন অতীতের মশহুর ও মকবুল মুফাসসিরগণকে অনুসরণ করেছেন, অপরদিকে আধুনিক কালের মননশীলতাকে প্রভাবিত করার মতো যুক্তি প্রমাণকেও ধারণা করেছেন।
এ তাফসীর গ্রন্থটি বিশেষ ও নির্বিশেষ সকল পাঠকের হৃদয়ে কুরআনের প্রতি কৌতুহল সৃষ্টিকারী এক অনন্য তাফসীর। এ গ্রন্থটি তার পাঠকগণের হৃদয়-মনকে কুরআনের শিক্ষা, মর্মবাণী ও হিদায়াতের অনুসরণে উদ্বুদ্ধকারী এক মর্মস্পর্শী তাফসীর। এ তাফসীর তার পাঠকগণের অন্তরে আল্লাহর বাণী বুঝার, আল্লাহর হুকুম মেনে চলার এবং আল্লাহ প্রদত্ত জীবনব্যবস্থা প্রতিষ্ঠার প্রচেষ্টায় আত্মনিয়োগ করার দুর্বার প্রেরণা জাগিয়ে তোলে।
উর্দু ভাষায় লেখা এ খ্যাতনামা তাফসীর গ্রন্থটি বিশ্বের বিভিন্ন ভাষায় অনূদিত ও প্রকাশিত হয়েছে। ঢাকাস্থ সাইয়েদ আবুল আ'লা মওদূদী রিসার্চ একাডেমী তাফসীর গ্রন্থটি বাংলা ভাষায় অনুবাদ করে
প্রকাশ করার ব্যবস্থা করেছে। আলহামদুলিল্লাহ এ গ্রন্থটির পাঠক চাহিদা খুবই ব্যাপক উর্দু ভাষায় ছয়  খণ্ডের গ্রন্থটি বাংলা ভাষায় ঊনিশ খণ্ডে প্রকাশ করা হয়েছে। অবশ্য ছয় জিলদেও প্রকাশ হয়েছে। পূর্বে সাধু বাংলায় অনূদিত হওয়ায় সহজ সরল ভাষায় সাধারণ পাঠকদের উপযোগী করে তাফহীমুল কুরআনের অনুবাদ করার দাবি চলে আসছিল। বহু চেষ্টা সাধনার পর সাইয়েদ আবুল আ'লা মওদূদী রিসার্চ একাডেমী সে উদ্যোগ গ্রহণ করে। ১৯৮৬ থেকে ১৯৯২ সালের মধ্যে নতুন অনুবাদ কাজ সম্পন্ন করা হয়। সে সময় একাডেমীতে কর্মরত রিসার্চ স্কলার মাওলানা আবদুল মান্নান তালিব ও অধ্যাপক মাওলানা মোজাম্মেল হক অত্যন্ত নিষ্ঠা ও দক্ষতার সাথে এ অনুবাদ কাজ করেন। অনুবাদ সম্পন্ন হওয়ার পর একাডেমীর তৎকালীন চেয়ারম্যান বহু ভাষাবিদ ও শিক্ষাবিদ মরহুম আব্বাস আলী খান এবং হাফেজ আকরাম ফারূক সমগ্র অনুবাদ কর্মটি সম্পাদনা করেন।
একাডেমীর সাথে চুক্তির মাধ্যমে আধুনিক প্রকাশনী তাফহীমুল কুরআন প্রকাশ করে আসছে। অনুবাদ সম্পাদনা হওয়ার পর নতুন কম্পোজ করে প্রকাশ করতে গিয়ে কোথাও কোথাও কিছু বিচ্যুতি ঘটে। সময় পরিক্রমায় সাইয়েদ আবুল আ'লা মওদূদী রিসার্চ একাডেমী কর্তৃপক্ষ তাফহীমুল কুরআনের অনুবাদকে নতুন করে সম্পাদনার প্রয়োজনীয়তা অনুভব করে এবং সিদ্ধান্ত গ্রহণ করে। সে প্রেক্ষিতে তাফহীমুল কুরআনের অনুবাদ নতুন করে সম্পাদিত হলো। এবার আমাদের তত্ত্বাবধানে সম্পাদনা করেছেন মাওলানা মুহাম্মদ মূসা।
আশা করি বিদগ্ধ পাঠকগণ বঙ্গানুবাদ পড়ে মূল তাফহীম পড়ার মতােই উপলব্ধি করবেন। তাফহীমের নতুন অনুবাদ ব্যাপক জনপ্রিয়তা অর্জন করায় কালামেপাক নাযিলকারী আল্লাহ রাব্দুল আলামীনের লাখ লাখ শুকরিয়া আদায় করছি এবং তাঁর দরবারে দোয়া করি তিনি যেনো এ অনুবাদের মাধ্যমে সঠিকভাবে কুরআনের মর্ম অনুধাবন করতে পাঠকবর্গকে সাহায্য করেন। 
আমীন।
আবদুস শহীদ নাসিম পরিচালক।
 সাইয়েদ আবুল আ'লা মওদূদী রিসার্চ একাডেমী",তাফহীমুল কুরআন ১৯তম খণ্ড,সাইয়েদ আবুল আলা মওদূদী,মাওলানা আব্দুল মান্নান তালিব, ,আধুনিক প্রকাশনী,9789844160187,"33th Published,2019",283,বাংলাদেশ,বাংলা
তাফহীমুল কুরআন ২য় খণ্ড ,সাইয়েদ আবুল আলা মওদূদী,TK. 160,TK. 120,https://rokomari.com//book/100480/tafhimul-quran-2nd-part,"",তাফহীমুল কুরআন ২য় খণ্ড,সাইয়েদ আবুল আলা মওদূদী, , ,আধুনিক প্রকাশনী,9789844160019,"27th publication,2017",178,বাংলাদেশ,বাংলা
শব্দার্থে আল কুরআনুল মজীদ ১ম খণ্ড,মতিউর রহমান খান,TK. 230,TK. 173,https://rokomari.com//book/45268/shobdarthe-al-quranul-mojid-1st-khondo,"",শব্দার্থে আল কুরআনুল মজীদ ১ম খণ্ড, ,মতিউর রহমান খান, ,Adhunik Prokasoni, ,"17th Published,2018",233,Bangladesh,Bangla & Arabic
তাফহীমুল কুরআন ৩য় খণ্ড ,সাইয়েদ আবুল আলা মওদূদী,TK. 140,TK. 105,https://rokomari.com//book/100481/tafhimul-quran-3rd-part,"",তাফহীমুল কুরআন ৩য় খণ্ড,সাইয়েদ আবুল আলা মওদূদী, , ,আধুনিক প্রকাশনী,9789844160026,"25th publication,2019",156,বাংলাদেশ,বাংলা
তাফহীমুল কুরআন -৪র্থ খণ্ড ,সাইয়েদ আবুল আলা মওদূদী,TK. 140,TK. 105,https://rokomari.com//book/100482/tafhimul-quran--4th-part,"",তাফহীমুল কুরআন -৪র্থ খণ্ড,সাইয়েদ আবুল আলা মওদূদী, , ,আধুনিক প্রকাশনী,9789844160033,"21th Published,2018",149,বাংলাদেশ,বাংলা
