Title,Author,Original Price,Discounted Price,URL,Summary,Book_Title,Book_Author,Translator,Editor,Publisher,ISBN,Edition,Number Of Pages,Country,Language
কালো রঙের কবিতা,রেহান রাসুল,TK. 350,TK. 263,https://rokomari.com//book/208476/kalo-ronge-kobita,"",কালো রঙের কবিতা,রেহান রাসুল, , ,আজব প্রকাশ, ,"1st Published,2021", ,বাংলাদেশ,বাংলা
 নৈঃশব্দ্যের ঘোর,ইথার আখতারুজ্জামান,TK. 250,TK. 188,https://rokomari.com//book/208251/noishobdher-ghor,"",নৈঃশব্দ্যের ঘোর,ইথার আখতারুজ্জামান, , ,আজব প্রকাশ, ,"1st Published,2021", ,বাংলাদেশ,বাংলা
নীলাম্বরি শাড়ি পরে,শহীদ মাহমুদ জঙ্গী,TK. 380,TK. 285,https://rokomari.com//book/210311/neelambori-shari-pore,"",নীলাম্বরি শাড়ি পরে,শহীদ মাহমুদ জঙ্গী, , ,আজব প্রকাশ, ,"1st Published,2021", ,বাংলাদেশ,বাংলা
গানের খাতা,সঞ্জীব চৌধুরী,TK. 120,TK. 90,https://rokomari.com//book/205559/ganer-khata,"",গানের খাতা,সঞ্জীব চৌধুরী, , ,আজব প্রকাশ, ,"1st Published,2020", ,বাংলাদেশ,বাংলা
আধেক যাপন,কবির সোহেল,TK. 250,TK. 188,https://rokomari.com//book/208330/adhek-japon,"",আধেক যাপন,কবির সোহেল, , ,আজব প্রকাশ,9789849524823,"1st Published,2021", ,বাংলাদেশ,বাংলা
তবুও বৃষ্টি নামে,নূরুন নাহার জুঁই,TK. 200,TK. 150,https://rokomari.com//book/208332/tobuo-brishti-name,"",তবুও বৃষ্টি নামে,নূরুন নাহার জুঁই, , ,আজব প্রকাশ,9789849524847,"1st Published,2021", ,বাংলাদেশ,বাংলা
অনাস্থা উপাখ্যান,ফারহান আবিদ,TK. 200,TK. 150,https://rokomari.com//book/210682/onastha-upakkhan,"",অনাস্থা উপাখ্যান,ফারহান আবিদ, , ,আজব প্রকাশ, ,"1st Published,2021", ,বাংলাদেশ,বাংলা
শেষের কবিতার পরে,সাবরীনা রহমান বাঁধন,TK. 280,TK. 210,https://rokomari.com//book/206622/shesher-kobitar-pore,"",শেষের কবিতার পরে,সাবরীনা রহমান বাঁধন, , ,আজব প্রকাশ,9789849515968,"1st Published,2020", ,বাংলাদেশ,বাংলা
জেব্রা এলো শহরে ,জয় শাহরিয়ার,TK. 200,TK. 150,https://rokomari.com//book/206221/zebra-elo-shohore,"শেয়াল মামা শেয়াল মামা
বুদ্ধি তোমার অনেক
অংক যখন করতে বসি
আমায় দিও খানেক

এবার আমি পাবোই পাবো
একশোতে একশো
হবোই হবো শেয়াল মামার
আদর্শ শিষ্য

ছোটদের জন্য এমন মজার মজার ছড়া ও রঙিন ছবি নিয়ে জয় শাহরিয়ারের বই ‘জেব্রা এলো শহরে’। চার রঙা ছাপা বইটির প্রচ্ছদ ও অলংকরণ করেছেন গৌতম দাশগুপ্ত।",জেব্রা এলো শহরে,জয় শাহরিয়ার, , ,আজব প্রকাশ,9789849515906,"1st Published,2020", ,বাংলাদেশ,বাংলা
যূথিকা,কেতন শেখ,TK. 220,TK. 165,https://rokomari.com//book/208326/juthika,"",যূথিকা,কেতন শেখ, , ,আজব প্রকাশ,9789849524809,"1st Published,2021", ,বাংলাদেশ,বাংলা
সাদা অন্ধকার,বাপ্পী খান,TK. 280,TK. 210,https://rokomari.com//book/209113/sada-ondhokar,"",সাদা অন্ধকার,বাপ্পী খান, , ,আজব প্রকাশ, ,"1st Published,2021", ,বাংলাদেশ,বাংলা
সত্যি বলছি,জয় শাহরিয়ার,TK. 280,TK. 210,https://rokomari.com//book/210310/sotti-bolchi,"",সত্যি বলছি,জয় শাহরিয়ার, , ,আজব প্রকাশ, ,"1st Published,2021", ,বাংলাদেশ,বাংলা
দুঃখ পোকা,ইমন আহমেদ,TK. 200,TK. 176,https://rokomari.com//book/208106/dukkho-poka,"",দুঃখ পোকা,ইমন আহমেদ, , ,আজব প্রকাশ,9789849515982,"1st Published,2021", ,বাংলাদেশ,বাংলা
শঙ্খদাসী,আছিফুর রহমান,TK. 240,TK. 204,https://rokomari.com//book/208335/shongkhodasi,"",শঙ্খদাসী,আছিফুর রহমান, , ,আজব প্রকাশ,9789849524816,"1st Published,2021", ,বাংলাদেশ,বাংলা
যে কোন মূল্যে বিখ্যাত হব,সুহৃদ স্বাগত,TK. 250,TK. 188,https://rokomari.com//book/208107/je-kono-mulle-bikkhato-hobo,"",যে কোন মূল্যে বিখ্যাত হব,সুহৃদ স্বাগত, , ,আজব প্রকাশ,9789849515920,"1st Published,2021", ,বাংলাদেশ,বাংলা
কষ্টের কোন রঙ নেই,বখতিয়ার হোসেন,TK. 200,TK. 150,https://rokomari.com//book/211513/koshter-kono-rong-nei,"",কষ্টের কোন রঙ নেই,বখতিয়ার হোসেন, , ,আজব প্রকাশ, ,"1st Published,2021", ,বাংলাদেশ,বাংলা
