Title,Author,Original Price,Discounted Price,URL,Summary,Book_Title,Book_Author,Translator,Editor,Publisher,ISBN,Edition,Number Of Pages,Country,Language
Impatient Optimist: Bill Gates in His Own Words,বিল গেটস্,"",TK. 985,https://rokomari.com//book/145001/impatient-optimist--bill-gates-in-his-own-words,"",Impatient Optimist: Bill Gates in His Own Words,"Bill Gates,Lisa Rogak", , ,Agate Publishing (India),9781932841718,"1st edition,2012",181,India,English
The Boy Billionaire: Mark Zuckerberg in His Own Words (In Their Own Words),জর্জ বেহাম,"",TK. 961,https://rokomari.com//book/144805/the-boy-billionaire--mark-zuckerberg-in-his-own-words--in-their-own-words-,"",The Boy Billionaire: Mark Zuckerberg in His Own Words (In Their Own Words),George Beahm, , ,Agate Publishing (India),9781932841763,"1st Edition,2012",170,India,English
The Boy Billionaire: Mark Zuckerberg in His Own Words (In Their Own Words),জর্জ বেহাম,"","TK. 1,316",https://rokomari.com//book/166475/the-boy-billionaire--mark-zuckerberg-in-his-own-words--in-their-own-words-,"",The Boy Billionaire: Mark Zuckerberg in His Own Words (In Their Own Words),George Beahm, , ,Agate Publishing (India),9781932841763,"1st Edition,2012",160,India,English
