Title,Author,Original Price,Discounted Price,URL,Image,Summary,Book_Title,Book_Author,Translator,Editor,Publisher,ISBN,Edition,Number Of Pages,Country,Language
Roses in a Forbidden Garden; A Holocaust Love Story,এলিস গারিবাল্ডি,"","TK. 1,040",https://rokomari.com//book/154603/roses-in-a-forbidden-garden--a-holocaust-love-story,https://ds.rokomari.store/rokomari110/ProductNew20190903/130X186/4585db575_154603.jpg,"",Roses in a Forbidden Garden; A Holocaust Love Story,Elise Garibaldi , , ,Decalogue Books,9780915474189,"1st Edition,2016",234,USA,English
