Title,Author,Original Price,Discounted Price,URL,Summary,Book_Title,Book_Author,Translator,Editor,Publisher,ISBN,Edition,Number Of Pages,Country,Language
মোবাইল কোর্ট আইন,মোহাম্মদ শফিকুল ইসলাম লষ্কর,TK. 800,TK. 760,https://rokomari.com//book/107214/mobile-court-ayin--vramoman-adalot-ayin-,"",মোবাইল কোর্ট আইন,মোহাম্মদ শফিকুল ইসলাম লষ্কর, , ,আদি প্রকাশনী,9843000027179,"8th Edition,2018",814,বাংলাদেশ,বাংলা
ট্রেজারি রূলস : ও তার অধীনে প্রণীত সাবসিডিআরি রূলস্ (সরকার অনুমোদিত),প্রণব চক্রবর্তী,TK. 700,TK. 525,https://rokomari.com//book/187588/treasury-rules---o-tar-odhine-pronito-subsidiary-rules--sorkar-onumodito-,"",ট্রেজারি রূলস : ও তার অধীনে প্রণীত সাবসিডিআরি রূলস্ (সরকার অনুমোদিত),প্রণব চক্রবর্তী, , ,আদি প্রকাশনী,9789843357243,"10th Published,2020",580,বাংলাদেশ,বাংলা
ক্যামপাইলেশন অভ্ দী জেনরল্ ফিন্যানশল্ রূলস্ (সরকারি অনুমোদন প্রাপ্ত),প্রণব চক্রবর্তী,TK. 715,TK. 536,https://rokomari.com//book/187587/compilation-of-the-general-financial-rules--sorkari-onumodon-prapto-,"",ক্যামপাইলেশন অভ্ দী জেনরল্ ফিন্যানশল্ রূলস্ (সরকারি অনুমোদন প্রাপ্ত),প্রণব চক্রবর্তী, , ,আদি প্রকাশনী,9789849135029,"11th Edition,2020",600,বাংলাদেশ,বাংলা
মাইনর আইন,মোহাম্মদ শফিকুল ইসলাম লষ্কর,"TK. 2,700","TK. 2,484",https://rokomari.com//book/107216/minor-ayin,"",মাইনর আইন,মোহাম্মদ শফিকুল ইসলাম লষ্কর, , ,আদি প্রকাশনী, ,"1st Published,2014",2144,বাংলাদেশ,বাংলা
