Title,Author,Original Price,Discounted Price,URL,Summary,Book_Title,Book_Author,Translator,Editor,Publisher,ISBN,Edition,Number Of Pages,Country,Language
সাদাকা,ডা. মুহাম্মদ আরিফ খান,TK. 400,TK. 280,https://rokomari.com//book/196330/sadaka,"",সাদাকা,ডা. মুহাম্মদ আরিফ খান, , ,আলেয়া বেগম,9789843479556,"1st Published,2020",304,বাংলাদেশ,বাংলা
