Title,Author,Original Price,Discounted Price,URL,Summary,Book_Title,Book_Author,Translator,Editor,Publisher,ISBN,Edition,Number Of Pages,Country,Language
আমার সময় - অক্টোবর ' ১২,আমার সময়,"",TK. 230,https://rokomari.com//book/53817/amar-somoy---october---12,"",আমার সময় - অক্টোবর ' ১২,আমার সময়, , ,আমার সময়, , , ,বাংলাদেশ,বাংলা
