Title,Author,Original Price,Discounted Price,URL,Summary,Book_Title,Book_Author,Translator,Editor,Publisher,ISBN,Edition,Number Of Pages,Country,Language
জান্নাতী নারী,মুফতী আনিসুর রহমান,TK. 340,TK. 289,https://rokomari.com//book/184328/jannati-nari---mohilader-doinondin-jiboner-ekanto-proyojoniyo-bishoyaboli-ebong-talimer-upojhogi-kitab-,"",জান্নাতী নারী, , ,মুফতী আনিসুর রহমান,আল খিদমাহ প্রকাশনী, ,"3rd Edition,2017",494,বাংলাদেশ,বাংলা
