Title,Author,Original Price,Discounted Price,URL,Summary,Book_Title,Book_Author,Translator,Editor,Publisher,ISBN,Edition,Number Of Pages,Country,Language
The Night Circus (Vintage Magic),ইরিন মর্গেনস্টার্ন,"",TK. 898,https://rokomari.com//book/170576/the-night-circus--vintage-magic-,"",The Night Circus (Vintage Magic),Erin Morgenstern, , , Vintage Children's Classics, 9781784871055," Latest edition,2016",656,India,English
The Secret Garden (Vintage Classics),ফ্রান্সেস হাডসন বার্নেট,"",TK. 450,https://rokomari.com//book/194469/the-secret-garden--vintage-classics-,"",The Secret Garden (Vintage Classics),Frances Hodgson Burnett, , , Vintage Children's Classics,9780099572954,"Reprint Edition,2012",384,India,English
