Title,Author,Original Price,Discounted Price,URL,Summary,Book_Title,Book_Author,Translator,Editor,Publisher,ISBN,Edition,Number Of Pages,Country,Language
নূরীয়া কায়দা,হযরত মাওলানা আবদুল হাই পাহাড়পুরী রহ.,"",TK. 12,https://rokomari.com//book/146889/nuriya-kayda,"",নূরীয়া কায়দা,হযরত মাওলানা আবদুল হাই পাহাড়পুরী রহ., , ,Al Hadi Prokashoni, ,"Latest published,2016",28,Bangladesh,Arabic
