Title,Author,Original Price,Discounted Price,URL,Summary,Book_Title,Book_Author,Translator,Editor,Publisher,ISBN,Edition,Number Of Pages,Country,Language
What Doctors Do not Get to Study in Medical School,বি এম হেজড,"",TK. 990,https://rokomari.com//book/166296/what-doctors-do-not-get-to-study-in-medical-school,"",What Doctors Do not Get to Study in Medical School,B.M. Hegde, , ,Paras Medical Publisher,9788181914194,"4th Edition,2014",535,India,English
Being a Successful Medical Representative,কেভি রামাম,"",TK. 360,https://rokomari.com//book/166482/being-a-successful-medical-representative,"",Being a Successful Medical Representative,KV Ramam, , ,Paras Medical Publisher,9788181914286,"1st Edition,2015",160,India,English
Textbook of Descriptive Psychopathology,ক্রিস্টোডে আরজে খেস,"","TK. 1,791",https://rokomari.com//book/166298/textbook-of-descriptive-psychopathology,"",Textbook of Descriptive Psychopathology,"Christoday RJ Khess,Jayati Simlai", , ,Paras Medical Publisher,9788181914934,"1st Edition,2018", ,India,English
Textbook of Child and Adolescent Psychiatry,ক্রিস্টোডে আরজে খেস,"","TK. 3,051",https://rokomari.com//book/166299/textbook-of-child-and-adolescent-psychiatry,"",Textbook of Child and Adolescent Psychiatry,"Christoday RJ Khess,Jagdish N Vyas", , ,Paras Medical Publisher,9788181914729,"1st Edition,2017",809,India,English
Preclinical Conservative Dentistry  ,মানিশা চৌধরী,"",TK. 160,https://rokomari.com//book/89485/preclinical-conservative-dentistry,"",Preclinical Conservative Dentistry,Manisha Choudary, , ,Paras Medical Publisher,9788181912893,"2nd Edition,2009", ,India,English
Surgery (Two Colour) ,এম এ আকবর,"","TK. 1,610",https://rokomari.com//book/89566/surgery--two-colour-,"",Surgery (Two Colour),M.A. AKBAR, , ,Paras Medical Publisher,9788181912817,"3rd Edition,2009", ,India,English
Text Book Of Family Medicine ,এপি জেইন,"",TK. 855,https://rokomari.com//book/90477/text-book-of-family-medicine,"",Text Book Of Family Medicine,Ap Jain, , ,Paras Medical Publisher,9788181912657,"1st Edition,2009", ,India,English
Essentials of Postgraduate Psychiatry,জে এন ভেস,"","TK. 2,464",https://rokomari.com//book/148923/essentials-of-postgraduate-psychiatry,"",Essentials of Postgraduate Psychiatry,"J N Vyas,Shree Ram Ghimire", ,"N K Bohra,Neena Bohra",Paras Medical Publisher,9788181914316,"2nd Edition,2015",1009,India,English
