Title,Author,Original Price,Discounted Price,URL,Summary,Book_Title,Book_Author,Translator,Editor,Publisher,ISBN,Edition,Number Of Pages,Country,Language
মাদকদ্রব্য নিয়ন্ত্রণ আইন ও বিধিমালা,মো. আহসান হাবীব,TK. 650,TK. 390,https://rokomari.com//book/169534/madokdrobbo-niyontron-ayin-o-bidhimala,"",মাদকদ্রব্য নিয়ন্ত্রণ আইন ও বিধিমালা,মো. আহসান হাবীব, , ,Amicus Publications, ,"1st Published,2018",364,Bangladesh,Bangla & English
এমিকাস বিজেএস ও বার কাউন্সিল প্রিলিমিনারি হ্যান্ডবুক,মো. আহসান হাবীব,TK. 600,TK. 420,https://rokomari.com//book/150474/amicus-bjs-o-bar-council-preliminary-handbook,"",এমিকাস বিজেএস ও বার কাউন্সিল প্রিলিমিনারি হ্যান্ডবুক,"মো. আহসান হাবীব,জেসমিন আরা জাহান", , ,এমিকাস পাবলিকেশন্স, ,"1st Published,2017",448,বাংলাদেশ,বাংলা
