Title,Author,Original Price,Discounted Price,URL,Image,Summary,Book_Title,Book_Author,Translator,Editor,Publisher,ISBN,Edition,Number Of Pages,Country,Language
Summary of Moonwalking with Einstein: by Joshua Foer | Includes Analysis,ইনস্টেয়ারিড সামারিয়েজ,TK. 399,"",https://rokomari.com//book/171141/summary-of-moonwalking-with-einstein--by-joshua-foer---includes-analysis,https://ds.rokomari.store/rokomari110/ProductNew20190903/130X186/503f86ae2_171141.jpg,"",Summary of Moonwalking with Einstein: by Joshua Foer | Includes Analysis,Instaread Summaries, , ,Instaread,9781683783558,"1st Edition,2016",28,India,English
