Title,Author,Original Price,Discounted Price,URL,Image,Summary,Book_Title,Book_Author,Translator,Editor,Publisher,ISBN,Edition,Number Of Pages,Country,Language
মানবকণ্ঠ - ঈদ সংখ্যা ২০১৩,মানবকণ্ঠ,TK. 100,"",https://rokomari.com//book/69443/manobkontho---eid-songkha-2013,https://ds.rokomari.store/rokomari110/ProductNew20190903/130X186/7beff61695c4_69443.gif,"",মানবকণ্ঠ - ঈদ সংখ্যা ২০১৩,মানবকণ্ঠ, , ,মানবকণ্ঠ, , , ,বাংলাদেশ,বাংলা
