Title,URL
বাতিঘর প্রকাশনী,https://www.prothoma.com/publisher/%E0%A6%AC%E0%A6%BE%E0%A6%A4%E0%A6%BF%E0%A6%98%E0%A6%B0-%E0%A6%AA%E0%A7%8D%E0%A6%B0%E0%A6%95%E0%A6%BE%E0%A6%B6%E0%A6%A8%E0%A7%80
বিশ্বসাহিত্য কেন্দ্র,https://www.prothoma.com/publisher/%E0%A6%AC%E0%A6%BF%E0%A6%B6%E0%A7%8D%E0%A6%AC%E0%A6%B8%E0%A6%BE%E0%A6%B9%E0%A6%BF%E0%A6%A4%E0%A7%8D%E0%A6%AF-%E0%A6%95%E0%A7%87%E0%A6%A8%E0%A7%8D%E0%A6%A6%E0%A7%8D%E0%A6%B0
মাওলা ব্রাদার্স,https://www.prothoma.com/publisher/%E0%A6%AE%E0%A6%BE%E0%A6%93%E0%A6%B2%E0%A6%BE-%E0%A6%AC%E0%A7%8D%E0%A6%B0%E0%A6%BE%E0%A6%A6%E0%A6%BE%E0%A6%B0%E0%A7%8D%E0%A6%B8
বেঙ্গল পাবলিকেশন্‌স,https://www.prothoma.com/publisher/%E0%A6%AC%E0%A7%87%E0%A6%99%E0%A7%8D%E0%A6%97%E0%A6%B2-%E0%A6%AA%E0%A6%BE%E0%A6%AC%E0%A6%B2%E0%A6%BF%E0%A6%95%E0%A7%87%E0%A6%B6%E0%A6%A8%E0%A7%8D%E2%80%8C%E0%A6%B8
সময় প্রকাশন,https://www.prothoma.com/publisher/%E0%A6%B8%E0%A6%AE%E0%A6%AF%E0%A6%BC-%E0%A6%AA%E0%A7%8D%E0%A6%B0%E0%A6%95%E0%A6%BE%E0%A6%B6%E0%A6%A8
রোদেলা প্রকাশনী,https://www.prothoma.com/publisher/%E0%A6%B0%E0%A7%8B%E0%A6%A6%E0%A7%87%E0%A6%B2%E0%A6%BE-%E0%A6%AA%E0%A7%8D%E0%A6%B0%E0%A6%95%E0%A6%BE%E0%A6%B6%E0%A6%A8%E0%A7%80
সংবেদ,https://www.prothoma.com/publisher/%E0%A6%B8%E0%A6%82%E0%A6%AC%E0%A7%87%E0%A6%A6
হাওলাদার প্রকাশনী,https://www.prothoma.com/publisher/%E0%A6%B9%E0%A6%BE%E0%A6%93%E0%A6%B2%E0%A6%BE%E0%A6%A6%E0%A6%BE%E0%A6%B0-%E0%A6%AA%E0%A7%8D%E0%A6%B0%E0%A6%95%E0%A6%BE%E0%A6%B6%E0%A6%A8%E0%A7%80
বিদ্যাপ্রকাশ,https://www.prothoma.com/publisher/%E0%A6%AC%E0%A6%BF%E0%A6%A6%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%AA%E0%A7%8D%E0%A6%B0%E0%A6%95%E0%A6%BE%E0%A6%B6
Kisloy Prokashon,https://www.prothoma.com/publisher/kisloy-prokashon
বিজ্ঞানচিন্তা,https://www.prothoma.com/publisher/%E0%A6%AC%E0%A6%BF%E0%A6%9C%E0%A7%8D%E0%A6%9E%E0%A6%BE%E0%A6%A8%E0%A6%9A%E0%A6%BF%E0%A6%A8%E0%A7%8D%E0%A6%A4%E0%A6%BE
Bona,https://www.prothoma.com/publisher/bona
Bangiya Sahitya Parisad,https://www.prothoma.com/publisher/bangiya-sahitya-parisad
ABP Pvt Ltd,https://www.prothoma.com/publisher/abp-pvt-ltd
Deep Prakashan,https://www.prothoma.com/publisher/deep-prakashan
Subarnarekha,https://www.prothoma.com/publisher/subarnarekha
দোয়েল (ভারত),https://www.prothoma.com/publisher/%E0%A6%A6%E0%A7%8B%E0%A6%AF%E0%A6%BC%E0%A7%87%E0%A6%B2-%28%E0%A6%AD%E0%A6%BE%E0%A6%B0%E0%A6%A4%29
Alakananda Publishers,https://www.prothoma.com/publisher/alakananda-publishers
Krittibas Prakashana,https://www.prothoma.com/publisher/krittibas-prakashana
Mainstream Publishing Company (Edinburgh) Ltd.,https://www.prothoma.com/publisher/mainstream-publishing-company-%28edinburgh%29-ltd.
Ratnabali,https://www.prothoma.com/publisher/ratnabali
Mindscape,https://www.prothoma.com/publisher/mindscape
Biswa Bangiya Prakashan,https://www.prothoma.com/publisher/biswa-bangiya-prakashan
9Iyriqal,https://www.prothoma.com/publisher/9iyriqal
Nakshatra,https://www.prothoma.com/publisher/nakshatra
আজকাল পাবলিশার্স (ভারত),https://www.prothoma.com/publisher/%E0%A6%86%E0%A6%9C%E0%A6%95%E0%A6%BE%E0%A6%B2-%E0%A6%AA%E0%A6%BE%E0%A6%AC%E0%A6%B2%E0%A6%BF%E0%A6%B6%E0%A6%BE%E0%A6%B0%E0%A7%8D%E0%A6%B8-%28%E0%A6%AD%E0%A6%BE%E0%A6%B0%E0%A6%A4%29
Sujan Prakashani,https://www.prothoma.com/publisher/sujan-prakashani
Karigar,https://www.prothoma.com/publisher/karigar
Boibhashik,https://www.prothoma.com/publisher/boibhashik
Janapadaprayas,https://www.prothoma.com/publisher/janapadaprayas
Prokriti,https://www.prothoma.com/publisher/prokriti
স্বর্ণাক্ষর প্রকাশনী (পি) লিমিটেড,https://www.prothoma.com/publisher/%E0%A6%B8%E0%A7%8D%E0%A6%AC%E0%A6%B0%E0%A7%8D%E0%A6%A3%E0%A6%BE%E0%A6%95%E0%A7%8D%E0%A6%B7%E0%A6%B0-%E0%A6%AA%E0%A7%8D%E0%A6%B0%E0%A6%95%E0%A6%BE%E0%A6%B6%E0%A6%A8%E0%A7%80-%28%E0%A6%AA%E0%A6%BF%29-%E0%A6%B2%E0%A6%BF%E0%A6%AE%E0%A6%BF%E0%A6%9F%E0%A7%87%E0%A6%A1
Lalmati,https://www.prothoma.com/publisher/lalmati
নিউ এজ পাবলিশার্স প্রাইভেট লিমিটেড,https://www.prothoma.com/publisher/%E0%A6%A8%E0%A6%BF%E0%A6%89-%E0%A6%8F%E0%A6%9C-%E0%A6%AA%E0%A6%BE%E0%A6%AC%E0%A6%B2%E0%A6%BF%E0%A6%B6%E0%A6%BE%E0%A6%B0%E0%A7%8D%E0%A6%B8-%E0%A6%AA%E0%A7%8D%E0%A6%B0%E0%A6%BE%E0%A6%87%E0%A6%AD%E0%A7%87%E0%A6%9F-%E0%A6%B2%E0%A6%BF%E0%A6%AE%E0%A6%BF%E0%A6%9F%E0%A7%87%E0%A6%A1
Modern Column,https://www.prothoma.com/publisher/modern-column
সুবর্ণরেখা,https://www.prothoma.com/publisher/%E0%A6%B8%E0%A7%81%E0%A6%AC%E0%A6%B0%E0%A7%8D%E0%A6%A3%E0%A6%B0%E0%A7%87%E0%A6%96%E0%A6%BE
কমলিনী প্রকাশন বিভাগ,https://www.prothoma.com/publisher/%E0%A6%95%E0%A6%AE%E0%A6%B2%E0%A6%BF%E0%A6%A8%E0%A7%80-%E0%A6%AA%E0%A7%8D%E0%A6%B0%E0%A6%95%E0%A6%BE%E0%A6%B6%E0%A6%A8-%E0%A6%AC%E0%A6%BF%E0%A6%AD%E0%A6%BE%E0%A6%97
মৌসুমী প্রকাশনী,https://www.prothoma.com/publisher/%E0%A6%AE%E0%A7%8C%E0%A6%B8%E0%A7%81%E0%A6%AE%E0%A7%80-%E0%A6%AA%E0%A7%8D%E0%A6%B0%E0%A6%95%E0%A6%BE%E0%A6%B6%E0%A6%A8%E0%A7%80
APP Book,https://www.prothoma.com/publisher/app-book
Sri Bharoti Press,https://www.prothoma.com/publisher/sri-bharoti-press
Mitram,https://www.prothoma.com/publisher/mitram
Rupasi Bangla,https://www.prothoma.com/publisher/rupasi-bangla
Nabapatra Prakashan,https://www.prothoma.com/publisher/nabapatra-prakashan
Rupali,https://www.prothoma.com/publisher/rupali
মৃত্তিকা,https://www.prothoma.com/publisher/%E0%A6%AE%E0%A7%83%E0%A6%A4%E0%A7%8D%E0%A6%A4%E0%A6%BF%E0%A6%95%E0%A6%BE
Sahitya Akademi,https://www.prothoma.com/publisher/sahitya-akademi
"Sahityam, India",https://www.prothoma.com/publisher/sahityam-india
Anjali Prokashani,https://www.prothoma.com/publisher/anjali-prokashani
গ্রন্থ তীর্থ,https://www.prothoma.com/publisher/%E0%A6%97%E0%A7%8D%E0%A6%B0%E0%A6%A8%E0%A7%8D%E0%A6%A5-%E0%A6%A4%E0%A7%80%E0%A6%B0%E0%A7%8D%E0%A6%A5
The Cafe Table,https://www.prothoma.com/publisher/the-cafe-table
Chhaya Publication,https://www.prothoma.com/publisher/chhaya-publication
Prima Publication,https://www.prothoma.com/publisher/prima-publication
New Bengal Press Pvt Ltd,https://www.prothoma.com/publisher/new-bengal-press-pvt-ltd
Rajya Charukala Parshad,https://www.prothoma.com/publisher/rajya-charukala-parshad
Ababhas,https://www.prothoma.com/publisher/ababhas
Boipattor,https://www.prothoma.com/publisher/boipattor
"Kriti, India",https://www.prothoma.com/publisher/kriti-india
Korok,https://www.prothoma.com/publisher/korok
Mandakranta,https://www.prothoma.com/publisher/mandakranta
Book World,https://www.prothoma.com/publisher/book-world
Sampan,https://www.prothoma.com/publisher/sampan
Abishkar Prakashani,https://www.prothoma.com/publisher/abishkar-prakashani
Bingsha Shatabdi,https://www.prothoma.com/publisher/bingsha-shatabdi
Narayan Pustakaloy,https://www.prothoma.com/publisher/narayan-pustakaloy
Naya Udyog,https://www.prothoma.com/publisher/naya-udyog
Baulmon Prakashan,https://www.prothoma.com/publisher/baulmon-prakashan
JapanChitra,https://www.prothoma.com/publisher/japanchitra
Bardhaman University,https://www.prothoma.com/publisher/bardhaman-university
"Sanskar, India",https://www.prothoma.com/publisher/sanskar-india
Sasadhar Prakashani,https://www.prothoma.com/publisher/sasadhar-prakashani
Priyashilpa Prakashan,https://www.prothoma.com/publisher/priyashilpa-prakashan
Kallol,https://www.prothoma.com/publisher/kallol
Dey Publications,https://www.prothoma.com/publisher/dey-publications
Barbie,https://www.prothoma.com/publisher/barbie
Sanskrit Pustak Bhandar,https://www.prothoma.com/publisher/sanskrit-pustak-bhandar
Haraf Prakashani,https://www.prothoma.com/publisher/haraf-prakashani
Achin Prokasani,https://www.prothoma.com/publisher/achin-prokasani
Pathak Publishers,https://www.prothoma.com/publisher/pathak-publishers
Ganbichitra Prokashani,https://www.prothoma.com/publisher/ganbichitra-prokashani
Firma KLM Pvt Ltd.,https://www.prothoma.com/publisher/firma-klm-pvt-ltd.
Udayarun,https://www.prothoma.com/publisher/udayarun
Galposarani,https://www.prothoma.com/publisher/galposarani
Nilanjona Publications,https://www.prothoma.com/publisher/nilanjona-publications
Urbi Prakasan,https://www.prothoma.com/publisher/urbi-prakasan
Amritalok Sahitya Parishad,https://www.prothoma.com/publisher/amritalok-sahitya-parishad
Proma,https://www.prothoma.com/publisher/proma
J.N. Chakraborty & Co.,https://www.prothoma.com/publisher/j.n.-chakraborty-&-co.
Manisha,https://www.prothoma.com/publisher/manisha
Chaturtha Dunia,https://www.prothoma.com/publisher/chaturtha-dunia
Prayag Prakasani,https://www.prothoma.com/publisher/prayag-prakasani
Suchetana,https://www.prothoma.com/publisher/suchetana
Sristisukh,https://www.prothoma.com/publisher/sristisukh
Vabishat,https://www.prothoma.com/publisher/vabishat
Nachiketa Prakashan,https://www.prothoma.com/publisher/nachiketa-prakashan
Society for Progressive Argumentation and Cultural Exchange (SPACE),https://www.prothoma.com/publisher/society-for-progressive-argumentation-and-cultural-exchange-%28space%29
Third Millennium Committee,https://www.prothoma.com/publisher/third-millennium-committee
Saginik Books,https://www.prothoma.com/publisher/saginik-books
Jaico Publishing House,https://www.prothoma.com/publisher/jaico-publishing-house
Sahityavihar,https://www.prothoma.com/publisher/sahityavihar
Image Publishing Group Pty Ltd,https://www.prothoma.com/publisher/image-publishing-group-pty-ltd
Bodhisattva,https://www.prothoma.com/publisher/bodhisattva
Juthika Book Stall,https://www.prothoma.com/publisher/juthika-book-stall
রুপা পাবলিকেশন্স (ভারত),https://www.prothoma.com/publisher/%E0%A6%B0%E0%A7%81%E0%A6%AA%E0%A6%BE-%E0%A6%AA%E0%A6%BE%E0%A6%AC%E0%A6%B2%E0%A6%BF%E0%A6%95%E0%A7%87%E0%A6%B6%E0%A6%A8%E0%A7%8D%E0%A6%B8-%28%E0%A6%AD%E0%A6%BE%E0%A6%B0%E0%A6%A4%29
Best Books,https://www.prothoma.com/publisher/best-books
Lark Books,https://www.prothoma.com/publisher/lark-books
Emancipation Publication,https://www.prothoma.com/publisher/emancipation-publication
Oxford University Press,https://www.prothoma.com/publisher/oxford-university-press
Mahua Publishars,https://www.prothoma.com/publisher/mahua-publishars
Kingfisher,https://www.prothoma.com/publisher/kingfisher
Vidyasagar Biswabidalay,https://www.prothoma.com/publisher/vidyasagar-biswabidalay
Loke Seva Shibir,https://www.prothoma.com/publisher/loke-seva-shibir
"National Book Trust, India",https://www.prothoma.com/publisher/national-book-trust-india
The shee book Agency,https://www.prothoma.com/publisher/the-shee-book-agency
Aakar Books,https://www.prothoma.com/publisher/aakar-books
Bikolpo Prokashani,https://www.prothoma.com/publisher/bikolpo-prokashani
Nippan,https://www.prothoma.com/publisher/nippan
Asia Publications,https://www.prothoma.com/publisher/asia-publications
Whitney Library Of Design,https://www.prothoma.com/publisher/whitney-library-of-design
Lok Prakashan,https://www.prothoma.com/publisher/lok-prakashan
Rupa & Co,https://www.prothoma.com/publisher/rupa-&-co
Uddalak Publishing House,https://www.prothoma.com/publisher/uddalak-publishing-house
Cambridge University Press,https://www.prothoma.com/publisher/cambridge-university-pres
Pavlav Institution,https://www.prothoma.com/publisher/pavlav-institution
"John Wiley & Sons, Inc.",https://www.prothoma.com/publisher/john-wiley-&-sons-inc.
SBS Publication,https://www.prothoma.com/publisher/sbs-publication
Routledge Taylor & Francis Group,https://www.prothoma.com/publisher/routledge-taylor-&-francis-group
Kolkata Prokashan,https://www.prothoma.com/publisher/kolkata-prokashan
Random House Publishers India Private Limited,https://www.prothoma.com/publisher/random-house-publishers-india-private-limited
RADIANCE,https://www.prothoma.com/publisher/radiance
"The Asiatic Society, India",https://www.prothoma.com/publisher/the-asiatic-society-india
Tamal Bhattacharya,https://www.prothoma.com/publisher/tamal-bhattacharya
Permanent Black,https://www.prothoma.com/publisher/permanent-black
Joka-Uttaran,https://www.prothoma.com/publisher/joka-uttaran
Women Unlimited (an associate of Kali for Women),https://www.prothoma.com/publisher/women-unlimited-%28an-associate-of-kali-for-women%29
Shaibya Prakashan Bibhag,https://www.prothoma.com/publisher/shaibya-prakashan-bibhag
"University of California Press, Ltd.",https://www.prothoma.com/publisher/university-of-california-press-ltd.
কিশোর আলো,https://www.prothoma.com/publisher/%E0%A6%95%E0%A6%BF%E0%A6%B6%E0%A7%8B%E0%A6%B0-%E0%A6%86%E0%A6%B2%E0%A7%8B
বাণীশিল্প (ভারত),https://www.prothoma.com/publisher/%E0%A6%AC%E0%A6%BE%E0%A6%A3%E0%A7%80%E0%A6%B6%E0%A6%BF%E0%A6%B2%E0%A7%8D%E0%A6%AA-%28%E0%A6%AD%E0%A6%BE%E0%A6%B0%E0%A6%A4%29
Barna Parichay Publisher's Pvt Ltd,https://www.prothoma.com/publisher/barna-parichay-publisher%27s-pvt-ltd
Munshiram Manoharlal Publishers Pvt. Ltd.,https://www.prothoma.com/publisher/munshiram-manoharlal-publishers-pvt.-ltd.
Joita Prokashani,https://www.prothoma.com/publisher/joita-prokashani
Niyogi Books,https://www.prothoma.com/publisher/niyogi-books
Bakshahitta Pvt Limited,https://www.prothoma.com/publisher/bakshahitta-pvt-limited
Jogemaya Prokashani,https://www.prothoma.com/publisher/jogemaya-prokashani
Sarambarkunja,https://www.prothoma.com/publisher/sarambarkunja
Academy Editions,https://www.prothoma.com/publisher/academy-editions
Nabadeep Puratattya Parishad,https://www.prothoma.com/publisher/nabadeep-puratattya-parishad
Universe Publishing,https://www.prothoma.com/publisher/universe-publishing
Kanan Prakashani,https://www.prothoma.com/publisher/kanan-prakashani
Tlm Books,https://www.prothoma.com/publisher/tlm-books
Charulata Prokashon,https://www.prothoma.com/publisher/charulata-prokashon
Laurence King Publishing,https://www.prothoma.com/publisher/laurence-king-publishing
New Central Book Agency Pvt. L,https://www.prothoma.com/publisher/new-central-book-agency-pvt.-l
The Pamphleteer's Press,https://www.prothoma.com/publisher/the-pamphleteer%27s-press
Srayan,https://www.prothoma.com/publisher/srayan
Seagull Books Private Limited (India),https://www.prothoma.com/publisher/seagull-books-private-limited-%28india%29
Sangeet Prokashan,https://www.prothoma.com/publisher/sangeet-prokashan
Sanjay & Company,https://www.prothoma.com/publisher/sanjay-&-company
Lina Books,https://www.prothoma.com/publisher/lina-books
Monohar Publication & Distributors,https://www.prothoma.com/publisher/monohar-publication-&-distributors
Sova,https://www.prothoma.com/publisher/sova
Ediciones Daly S.L.,https://www.prothoma.com/publisher/ediciones-daly-s.l.
Anjali Publisher,https://www.prothoma.com/publisher/anjali-publisher
Wiley-Academy,https://www.prothoma.com/publisher/wiley-academy
Purba,https://www.prothoma.com/publisher/purba
Prometheus Books,https://www.prothoma.com/publisher/prometheus-books
Renu Prokashani,https://www.prothoma.com/publisher/renu-prokashani
Viva Books Private Limited,https://www.prothoma.com/publisher/viva-books-private-limited
Debaloy Library,https://www.prothoma.com/publisher/debaloy-library
Gyan Publishing House,https://www.prothoma.com/publisher/gyan-publishing-house
Aditya Publishers,https://www.prothoma.com/publisher/aditya-publishers
Bombay Natural History Society,https://www.prothoma.com/publisher/bombay-natural-history-society
বেগবতী প্রকাশনী,https://www.prothoma.com/publisher/%E0%A6%AC%E0%A7%87%E0%A6%97%E0%A6%AC%E0%A6%A4%E0%A7%80-%E0%A6%AA%E0%A7%8D%E0%A6%B0%E0%A6%95%E0%A6%BE%E0%A6%B6%E0%A6%A8%E0%A7%80
Carles Broto & Josep Ma Minguet,https://www.prothoma.com/publisher/carles-broto-&-josep-ma-minguet
The University Press Limited(UPL),https://www.prothoma.com/publisher/the-university-press-limited%28upl%29
Chronicle Books,https://www.prothoma.com/publisher/chronicle-books
বাংলাদেশী,https://www.prothoma.com/publisher/%E0%A6%AC%E0%A6%BE%E0%A6%82%E0%A6%B2%E0%A6%BE%E0%A6%A6%E0%A7%87%E0%A6%B6%E0%A7%80
Radical Impression,https://www.prothoma.com/publisher/radical-impression
সাগর পাবলিশার্স,https://www.prothoma.com/publisher/%E0%A6%B8%E0%A6%BE%E0%A6%97%E0%A6%B0-%E0%A6%AA%E0%A6%BE%E0%A6%AC%E0%A6%B2%E0%A6%BF%E0%A6%B6%E0%A6%BE%E0%A6%B0%E0%A7%8D%E0%A6%B8
পশ্চিমবঙ্গ বাংলা একাডেমি,https://www.prothoma.com/publisher/%E0%A6%AA%E0%A6%B6%E0%A7%8D%E0%A6%9A%E0%A6%BF%E0%A6%AE%E0%A6%AC%E0%A6%99%E0%A7%8D%E0%A6%97-%E0%A6%AC%E0%A6%BE%E0%A6%82%E0%A6%B2%E0%A6%BE-%E0%A6%8F%E0%A6%95%E0%A6%BE%E0%A6%A1%E0%A7%87%E0%A6%AE%E0%A6%BF
ঢাকা কমিক্স,https://www.prothoma.com/publisher/%E0%A6%A2%E0%A6%BE%E0%A6%95%E0%A6%BE-%E0%A6%95%E0%A6%AE%E0%A6%BF%E0%A6%95%E0%A7%8D%E0%A6%B8
Hachette Book Publishing India Pvt Ltd,https://www.prothoma.com/publisher/hachette-book-publishing-india-pvt-ltd
আকাশ,https://www.prothoma.com/publisher/%E0%A6%86%E0%A6%95%E0%A6%BE%E0%A6%B6
HarperCollins Publishers India,https://www.prothoma.com/publisher/harpercollins-publishers-india
মহাকাল,https://www.prothoma.com/publisher/%E0%A6%AE%E0%A6%B9%E0%A6%BE%E0%A6%95%E0%A6%BE%E0%A6%B2
Blackwell Publishers,https://www.prothoma.com/publisher/blackwell-publishers
