Title,Author,Original Price,Discounted Price,URL
গত দিনের যত কথা,কল্যাণী দত্ত,৩৩২.০০ টাকা,৩১৫.৪০ টাকা,https://www.prothoma.com/product/9834/%E0%A6%97%E0%A6%A4-%E0%A6%A6%E0%A6%BF%E0%A6%A8%E0%A7%87%E0%A6%B0-%E0%A6%AF%E0%A6%A4-%E0%A6%95%E0%A6%A5%E0%A6%BE
সংগীতসূর্য উস্তাদ আমীর খাঁ - তেজপাল সিং,তেজপাল সিং,৬৬৫.০০ টাকা,৬৩১.৭৫ টাকা,https://www.prothoma.com/product/8548/%E0%A6%B8%E0%A6%82%E0%A6%97%E0%A7%80%E0%A6%A4%E0%A6%B8%E0%A7%82%E0%A6%B0%E0%A7%8D%E0%A6%AF-%E0%A6%89%E0%A6%B8%E0%A7%8D%E0%A6%A4%E0%A6%BE%E0%A6%A6-%E0%A6%86%E0%A6%AE%E0%A7%80%E0%A6%B0-%E0%A6%96%E0%A6%BE%E0%A6%81---%E0%A6%A4%E0%A7%87%E0%A6%9C%E0%A6%AA%E0%A6%BE%E0%A6%B2-%E0%A6%B8%E0%A6%BF%E0%A6%82
প্রসঙ্গ : বাংলা গান,Rajyeshwar Mitra,৬৬৫.০০ টাকা,৬৩১.৭৫ টাকা,https://www.prothoma.com/product/8465/%E0%A6%AA%E0%A7%8D%E0%A6%B0%E0%A6%B8%E0%A6%99%E0%A7%8D%E0%A6%97-:-%E0%A6%AC%E0%A6%BE%E0%A6%82%E0%A6%B2%E0%A6%BE-%E0%A6%97%E0%A6%BE%E0%A6%A8
মায়া ঘোষ : মঞ্চই জীবন,রুশতী সেন,২৪৭.০০ টাকা,২৩৪.৬৫ টাকা,https://www.prothoma.com/product/7511/%E0%A6%AE%E0%A6%BE%E0%A6%AF%E0%A6%BC%E0%A6%BE-%E0%A6%98%E0%A7%8B%E0%A6%B7-:-%E0%A6%AE%E0%A6%9E%E0%A7%8D%E0%A6%9A%E0%A6%87-%E0%A6%9C%E0%A7%80%E0%A6%AC%E0%A6%A8
অনেক মুখ অনেক মুহূর্ত,মৃণাল সেন,৩৩২.০০ টাকা,৩১৫.৪০ টাকা,https://www.prothoma.com/product/6274/%E0%A6%85%E0%A6%A8%E0%A7%87%E0%A6%95-%E0%A6%AE%E0%A7%81%E0%A6%96-%E0%A6%85%E0%A6%A8%E0%A7%87%E0%A6%95-%E0%A6%AE%E0%A7%81%E0%A6%B9%E0%A7%82%E0%A6%B0%E0%A7%8D%E0%A6%A4-1
Ranjabati : A Dancer and Her World,Aishika Chakraborty,৭৬০.০০ টাকা,৭২২.০০ টাকা,https://www.prothoma.com/product/5274/ranjabati-:-a-dancer-and-her-world
সমবায়ী শিল্পের গরজে,Alokeranjan Dasgupta,১৯০.০০ টাকা,১৮০.৫০ টাকা,https://www.prothoma.com/product/4574/%E0%A6%B8%E0%A6%AE%E0%A6%AC%E0%A6%BE%E0%A6%AF%E0%A6%BC%E0%A7%80-%E0%A6%B6%E0%A6%BF%E0%A6%B2%E0%A7%8D%E0%A6%AA%E0%A7%87%E0%A6%B0-%E0%A6%97%E0%A6%B0%E0%A6%9C%E0%A7%87
