Title,Author,Original Price,Discounted Price,URL
THE PILGRIMAGE,পাওলো কোয়েলহো,৬৬৫.০০ টাকা,৬৩১.৭৫ টাকা,https://www.prothoma.com/product/10337/the-pilgrimage
THE FIFTH MOUNTAIN,পাওলো কোয়েলহো,৬৬৫.০০ টাকা,৬৩১.৭৫ টাকা,https://www.prothoma.com/product/10336/the-fifth-mountain
Collins Easy Learning English Study Dictionary with Thesaurus,লেখক,৬৯০.০০ টাকা,৬৫৫.৫০ টাকা,https://www.prothoma.com/product/8213/collins-easy-learning-english-study-dictionary-with-thesaurus
The Long Revolution,Dinesh C Sharma,"১,১৩০.০০ টাকা","১,০৭৩.৫০ টাকা",https://www.prothoma.com/product/7914/the-long-revolution
Viva Collins Easy Learning English Dictionary,William Collins,৩৯০.০০ টাকা,৩৭০.৫০ টাকা,https://www.prothoma.com/product/7737/viva-collins-easy-learning-english-dictionary
The Winner Stands Alone,পাওলো কোয়েলহো,৬৬৫.০০ টাকা,৬৩১.৭৫ টাকা,https://www.prothoma.com/product/7127/the-winner-stands-alone-1
Brida,পাওলো কোয়েলহো,৬৬৫.০০ টাকা,৬৩১.৭৫ টাকা,https://www.prothoma.com/product/7109/brida
Golden Lion,Wilbur Smith,৭৫৮.০০ টাকা,৭২০.১০ টাকা,https://www.prothoma.com/product/6612/golden-lion
The Illustrated Light on Yoga,B.K.S. Iyengar,৬১৮.০০ টাকা,৫৮৭.১০ টাকা,https://www.prothoma.com/product/6290/the-illustrated-light-on-yoga
Jorasanko,Aruna Chakravarti,৬৬৫.০০ টাকা,৬৩১.৭৫ টাকা,https://www.prothoma.com/product/6063/jorasanko
Daughters of Jorasanko,সকল বই ,৭৫৮.০০ টাকা,৭২০.১০ টাকা,https://www.prothoma.com/product/6007/daughters-of-jorasanko
Collins Internet-Linked Dictionary of Biology,William Gardner Hale,৯৫০.০০ টাকা,৯০২.৫০ টাকা,https://www.prothoma.com/product/5630/collins-internet-linked-dictionary-of-biology
The Hindu View of Life,Home,৩৭৮.০০ টাকা,৩৫৯.১০ টাকা,https://www.prothoma.com/product/5234/the-hindu-view-of-life
Dusty Warriors,রিচার্ড হলমেস,"১,০২০.০০ টাকা",৯৬৯.০০ টাকা,https://www.prothoma.com/product/4901/dusty-warriors
The Zahir,Home,৬৬৫.০০ টাকা,৬৩১.৭৫ টাকা,https://www.prothoma.com/product/4864/the-zahir
Treat Your Child the Natural Way,Amanda Cochrane,৬৬৫.০০ টাকা,৬৩১.৭৫ টাকা,https://www.prothoma.com/product/4449/treat-your-child-the-natural-way
Light on the Yoga Sutras of Patanjali,বি কে এস ইয়ংগার,৫৬৮.০০ টাকা,৫৩৯.৬০ টাকা,https://www.prothoma.com/product/4000/light-on-the-yoga-sutras-of-patanjali
