Title,Author,Original Price,Discounted Price,URL
শেয়ার বাজারের রীতিনীতি,Amal Krishna De,৩৫২.০০ টাকা,৩৩৪.৪০ টাকা,https://www.prothoma.com/product/9502/%E0%A6%B6%E0%A7%87%E0%A6%AF%E0%A6%BC%E0%A6%BE%E0%A6%B0-%E0%A6%AC%E0%A6%BE%E0%A6%9C%E0%A6%BE%E0%A6%B0%E0%A7%87%E0%A6%B0-%E0%A6%B0%E0%A7%80%E0%A6%A4%E0%A6%BF%E0%A6%A8%E0%A7%80%E0%A6%A4%E0%A6%BF
