Title,Author,Original Price,Discounted Price,URL,Image,Summary,Book_Title,Book_Author,Translator,Editor,Publisher,ISBN,Edition,Number Of Pages,Country,Language
প্রজেক্ট প্রজেক্টাইল,মোহাম্মদ সাইফূল ইসলাম,TK. 230,TK. 196,https://rokomari.com//book/165409/project-projectile,https://ds.rokomari.store/rokomari110/ProductNew20190903/130X186/89a74ddfe_165409.jpg,"এত বড়বড় বিজ্ঞানীদের মাঝে তার মত একজন নগণ্য বাঁশিওয়ালা কেন? সে কি দুনিয়ার সেরা বংশীবাদক? যদি হয়ও তবু তার কাজ কী এই অভিযানে? প্রবাল জানে তাকে নিয়ে এমন প্রশ্ন সহযাত্রীদের অনেকের মনেই আনাগােনা করে, তাদের বাঁকা দৃষ্টি দেখলেই সে তা বুঝতে পারে। গণিতবিদ টয়লার ঠোট বাঁকিয়ে মুচকি হেসে বলেন, “ক্যাপ্টেন, আপনার হিসাবে কিছুটা গরমিল আছে, শেষ জাম্পে আমরা ঠিক তিন ঘণ্টা দশমিক শূন্য এক পাঁচ সেকেন্ড থাকব”। ক্যাপ্টেন কিছু একটা বলতে যাচ্ছিলেন, তার মুখের কথা কেড়ে নিয়ে হঠাৎ প্রবাল বলে, “ক্যাপ্টেন, আমার একটা প্রশ্ন ছিল।” প্রবালের দিকে প্রশ্রয়ের দৃষ্টিতে তাকিয়ে মৃদু মাথা নাড়েন ক্যাপ্টেন। “আমি আসলে জানতে 'চাচ্ছিলাম যে পৃথিবীতে থাকতেই আমরা কেন ব্ল্যাংক-জাস্প দেইনি? কেন শুধু শুধু গত একমাসে বিপুল বেগে ধেয়ে সৌরজগতের বাইরে আসলাম? আর প্রাইমারি ও আল্টিমেট জাম্পের কী প্রয়ােজন? প্রথমেই কেন আল্টিমেট জাম্পে যাচ্ছি না?” পিনপতন নিস্তব্ধতা নেমে আসে ঘরে, সবার মুখ ' কেমন যেন থমথমে হয়ে যায়; গণিতবিদ টয়লারের মুখ একেবারে পাংশু বর্ণ ধারণ করে মুহুর্তেই, পদার্থ বিজ্ঞানী ভাদিমিরের চোয়াল ঝুলে পড়ে; গুমােট এই নীরবতার মধ্যে হঠাৎ “ওহ, ঈশ্বর আমাদের রক্ষা করুন, নিশ্চয় উনি সবার সহায়!” বলে চেঁচিয়ে বুকে ক্রুশ একে বাইবেলটা একবার কপালে ছুঁয়ে বুকের উপর দুহাতে চেপে ধরেন ফাদার।",প্রজেক্ট প্রজেক্টাইল,মোহাম্মদ সাইফূল ইসলাম, , ,উপন্যাস প্রকাশন,9789843445698,"1st Published,2018",112,বাংলাদেশ,বাংলা
