title,author,original_price,discounted_price,url,image,summary,title_in_specification,author_in_specification,translator_in_specification,editor_in_specification,publisher_in_specification,isbn_in_specification,edition_in_specification,number_of_pages_in_specification,country_in_specification,language_in_specification
তোমার নামে সন্ধ্যা নামে,সাদাত হোসাইন,500.00,400.00,https://www.prothoma.com/product/11383/%E0%A6%A4%E0%A7%8B%E0%A6%AE%E0%A6%BE%E0%A6%B0-%E0%A6%A8%E0%A6%BE%E0%A6%AE%E0%A7%87-%E0%A6%B8%E0%A6%A8%E0%A7%8D%E0%A6%A7%E0%A7%8D%E0%A6%AF%E0%A6%BE-%E0%A6%A8%E0%A6%BE%E0%A6%AE%E0%A7%87,https://image.prothoma.com/productThumbs/2021/04/607e7070e85dd_1618899056.jpg, , , , , , , , , , , 
নির্বাচিত ১০০ কবিতা,মহাদেব সাহা,170.00,136.00,https://www.prothoma.com/product/11274/%E0%A6%A8%E0%A6%BF%E0%A6%B0%E0%A7%8D%E0%A6%AC%E0%A6%BE%E0%A6%9A%E0%A6%BF%E0%A6%A4-%E0%A7%A7%E0%A7%A6%E0%A7%A6-%E0%A6%95%E0%A6%AC%E0%A6%BF%E0%A6%A4%E0%A6%BE,https://image.prothoma.com/placeholderImages/book-placeholder.jpg, , , , , , , , , , , 
নভেরা: বিভূঁইয়ে স্বভূমে,আনা ইসলাম,"1,500.00","1,200.00",https://www.prothoma.com/product/9759/%E0%A6%A8%E0%A6%AD%E0%A7%87%E0%A6%B0%E0%A6%BE-%E0%A6%AC%E0%A6%BF%E0%A6%AD%E0%A7%82%E0%A6%81%E0%A6%87%E0%A6%AF%E0%A6%BC%E0%A7%87-%E0%A6%B8%E0%A7%8D%E0%A6%AC%E0%A6%AD%E0%A7%82%E0%A6%AE%E0%A7%87,https://image.prothoma.com/productThumbs/2021/02/60225489b2754_1612862601.jpg, , , , , , , , , , , 
কয়লাতলা ও অন্যান্য গল্প,সৈয়দ মনজুরুল ইসলাম,380.00,304.00,https://www.prothoma.com/product/9259/%E0%A6%95%E0%A6%AF%E0%A6%BC%E0%A6%B2%E0%A6%BE%E0%A6%A4%E0%A6%B2%E0%A6%BE-%E0%A6%93-%E0%A6%85%E0%A6%A8%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%A8%E0%A7%8D%E0%A6%AF-%E0%A6%97%E0%A6%B2%E0%A7%8D%E0%A6%AA,https://image.prothoma.com/productThumbs/2021/02/602253bfd6f53_1612862399.jpg, , , , , , , , , , , 
মেঘেদের দিন,সাদাত হোসাইন,225.00,180.00,https://www.prothoma.com/product/8789/%E0%A6%AE%E0%A7%87%E0%A6%98%E0%A7%87%E0%A6%A6%E0%A7%87%E0%A6%B0-%E0%A6%A6%E0%A6%BF%E0%A6%A8,https://image.prothoma.com/productThumbs/2021/02/6022516da9e4c_1612861805.jpg, , , , , , , , , , , 
বাংলা টেলিভিশনের ৫০ বছর,ফরিদুর রেজা সাগর,"1,000.00",800.00,https://www.prothoma.com/product/8684/%E0%A6%AC%E0%A6%BE%E0%A6%82%E0%A6%B2%E0%A6%BE-%E0%A6%9F%E0%A7%87%E0%A6%B2%E0%A6%BF%E0%A6%AD%E0%A6%BF%E0%A6%B6%E0%A6%A8%E0%A7%87%E0%A6%B0-%E0%A7%AB%E0%A7%A6-%E0%A6%AC%E0%A6%9B%E0%A6%B0,https://image.prothoma.com/productThumbs/2021/02/60225137654b9_1612861751.jpg, , , , , , , , , , , 
নির্বাচিত ১০০ কবিতা - কামাল চৌধুরী,কামাল চৌধুরী,300.00,240.00,https://www.prothoma.com/product/8653/%E0%A6%A8%E0%A6%BF%E0%A6%B0%E0%A7%8D%E0%A6%AC%E0%A6%BE%E0%A6%9A%E0%A6%BF%E0%A6%A4-%E0%A7%A7%E0%A7%A6%E0%A7%A6-%E0%A6%95%E0%A6%AC%E0%A6%BF%E0%A6%A4%E0%A6%BE---%E0%A6%95%E0%A6%BE%E0%A6%AE%E0%A6%BE%E0%A6%B2-%E0%A6%9A%E0%A7%8C%E0%A6%A7%E0%A7%81%E0%A6%B0%E0%A7%80,https://image.prothoma.com/productThumbs/2021/02/60225127b0f5a_1612861735.jpg, , , , , , , , , , , 
মুনীর চৌধুরী - আনিসুজ্জামান,আনিসুজ্জামান,150.00,120.00,https://www.prothoma.com/product/8635/%E0%A6%AE%E0%A7%81%E0%A6%A8%E0%A7%80%E0%A6%B0-%E0%A6%9A%E0%A7%8C%E0%A6%A7%E0%A7%81%E0%A6%B0%E0%A7%80---%E0%A6%86%E0%A6%A8%E0%A6%BF%E0%A6%B8%E0%A7%81%E0%A6%9C%E0%A7%8D%E0%A6%9C%E0%A6%BE%E0%A6%AE%E0%A6%BE%E0%A6%A8,https://image.prothoma.com/productThumbs/2021/02/6022511f0fb60_1612861727.jpg, , , , , , , , , , , 
নির্বাচিত ১০০ কবিতা - মহাদেব সাহা,মহাদেব সাহা,170.00,136.00,https://www.prothoma.com/product/8582/%E0%A6%A8%E0%A6%BF%E0%A6%B0%E0%A7%8D%E0%A6%AC%E0%A6%BE%E0%A6%9A%E0%A6%BF%E0%A6%A4-%E0%A7%A7%E0%A7%A6%E0%A7%A6-%E0%A6%95%E0%A6%AC%E0%A6%BF%E0%A6%A4%E0%A6%BE---%E0%A6%AE%E0%A6%B9%E0%A6%BE%E0%A6%A6%E0%A7%87%E0%A6%AC-%E0%A6%B8%E0%A6%BE%E0%A6%B9%E0%A6%BE,https://image.prothoma.com/productThumbs/2021/02/6022510101676_1612861697.jpg, , , , , , , , , , , 
নিউইয়র্কে হুমায়ূন আহমেদের চিকিৎসা ও অন্যান্য প্রসঙ্গ,পূরবী বসু,170.00,136.00,https://www.prothoma.com/product/8417/%E0%A6%A8%E0%A6%BF%E0%A6%89%E0%A6%87%E0%A6%AF%E0%A6%BC%E0%A6%B0%E0%A7%8D%E0%A6%95%E0%A7%87-%E0%A6%B9%E0%A7%81%E0%A6%AE%E0%A6%BE%E0%A6%AF%E0%A6%BC%E0%A7%82%E0%A6%A8-%E0%A6%86%E0%A6%B9%E0%A6%AE%E0%A7%87%E0%A6%A6%E0%A7%87%E0%A6%B0-%E0%A6%9A%E0%A6%BF%E0%A6%95%E0%A6%BF%E0%A7%8E%E0%A6%B8%E0%A6%BE-%E0%A6%93-%E0%A6%85%E0%A6%A8%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%A8%E0%A7%8D%E0%A6%AF-%E0%A6%AA%E0%A7%8D%E0%A6%B0%E0%A6%B8%E0%A6%99%E0%A7%8D%E0%A6%97,https://image.prothoma.com/productThumbs/2021/02/602250d6edb25_1612861654.jpg, , , , , , , , , , , 
হুমায়ূন আহমেদের রুমালি,শাহজাহান চৌধুরী,270.00,216.00,https://www.prothoma.com/product/8240/%E0%A6%B9%E0%A7%81%E0%A6%AE%E0%A6%BE%E0%A6%AF%E0%A6%BC%E0%A7%82%E0%A6%A8-%E0%A6%86%E0%A6%B9%E0%A6%AE%E0%A7%87%E0%A6%A6%E0%A7%87%E0%A6%B0-%E0%A6%B0%E0%A7%81%E0%A6%AE%E0%A6%BE%E0%A6%B2%E0%A6%BF,https://image.prothoma.com/productThumbs/2021/02/60225037662d2_1612861495.jpg, , , , , , , , , , , 
সুশাসনের সন্ধানে,আতিউর রহমান,325.00,260.00,https://www.prothoma.com/product/8216/%E0%A6%B8%E0%A7%81%E0%A6%B6%E0%A6%BE%E0%A6%B8%E0%A6%A8%E0%A7%87%E0%A6%B0-%E0%A6%B8%E0%A6%A8%E0%A7%8D%E0%A6%A7%E0%A6%BE%E0%A6%A8%E0%A7%87,https://image.prothoma.com/productThumbs/2021/02/6022502b88757_1612861483.jpg, , , , , , , , , , , 
বাদশাহ নামদার,হুমায়ূন আহমেদ,400.00,320.00,https://www.prothoma.com/product/7575/%E0%A6%AC%E0%A6%BE%E0%A6%A6%E0%A6%B6%E0%A6%BE%E0%A6%B9-%E0%A6%A8%E0%A6%BE%E0%A6%AE%E0%A6%A6%E0%A6%BE%E0%A6%B0,https://image.prothoma.com/productThumbs/2021/02/60224ee5381ef_1612861157.jpg, , , , , , , , , , , 
দেখা না দেখা,হুমায়ূন আহমেদ,200.00,160.00,https://www.prothoma.com/product/7577/%E0%A6%A6%E0%A7%87%E0%A6%96%E0%A6%BE-%E0%A6%A8%E0%A6%BE-%E0%A6%A6%E0%A7%87%E0%A6%96%E0%A6%BE,https://image.prothoma.com/productThumbs/2021/02/60224ee5ac1a4_1612861157.jpg, , , , , , , , , , , 
পায়ের তলায় খড়ম,হুমায়ূন আহমেদ,350.00,280.00,https://www.prothoma.com/product/7571/%E0%A6%AA%E0%A6%BE%E0%A6%AF%E0%A6%BC%E0%A7%87%E0%A6%B0-%E0%A6%A4%E0%A6%B2%E0%A6%BE%E0%A6%AF%E0%A6%BC-%E0%A6%96%E0%A6%A1%E0%A6%BC%E0%A6%AE,https://image.prothoma.com/productThumbs/2021/02/60224ee4491e2_1612861156.jpg, , , , , , , , , , , 
মাতাল হাওয়া,হুমায়ূন আহমেদ,450.00,360.00,https://www.prothoma.com/product/7573/%E0%A6%AE%E0%A6%BE%E0%A6%A4%E0%A6%BE%E0%A6%B2-%E0%A6%B9%E0%A6%BE%E0%A6%93%E0%A6%AF%E0%A6%BC%E0%A6%BE,https://image.prothoma.com/productThumbs/2021/02/60224ee4b1e42_1612861156.jpg, , , , , , , , , , , 
৭০ দশকের নির্বাচিত পাঁচটি উপন্যাস,হুমায়ূন আহমেদ,500.00,400.00,https://www.prothoma.com/product/7408/%E0%A7%AD%E0%A7%A6-%E0%A6%A6%E0%A6%B6%E0%A6%95%E0%A7%87%E0%A6%B0-%E0%A6%A8%E0%A6%BF%E0%A6%B0%E0%A7%8D%E0%A6%AC%E0%A6%BE%E0%A6%9A%E0%A6%BF%E0%A6%A4-%E0%A6%AA%E0%A6%BE%E0%A6%81%E0%A6%9A%E0%A6%9F%E0%A6%BF-%E0%A6%89%E0%A6%AA%E0%A6%A8%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%B8,https://image.prothoma.com/productThumbs/2021/02/60224ea2148b6_1612861090.jpg, , , , , , , , , , , 
