title,author,original_price,discounted_price,url,image,summary,title_in_specification,author_in_specification,translator_in_specification,editor_in_specification,publisher_in_specification,isbn_in_specification,edition_in_specification,number_of_pages_in_specification,country_in_specification,language_in_specification
ইকিগাই,ইউসুফ মুন্না,267.00,213.60,https://www.prothoma.com/product/10455/%E0%A6%87%E0%A6%95%E0%A6%BF%E0%A6%97%E0%A6%BE%E0%A6%87,https://image.prothoma.com/productThumbs/2021/03/605462cee8126_1616143054.jpg, , , , , , , , , , , 
সোনালি কাবিন,আল মাহমুদ,200.00,160.00,https://www.prothoma.com/product/10454/%E0%A6%B8%E0%A7%8B%E0%A6%A8%E0%A6%BE%E0%A6%B2%E0%A6%BF-%E0%A6%95%E0%A6%BE%E0%A6%AC%E0%A6%BF%E0%A6%A8,https://image.prothoma.com/productThumbs/2021/03/6054624259368_1616142914.jpg, , , , , , , , , , , 
স্কুল মানে আড্ডাখানা,অনুপম দেবাশীষ রায়,160.00,128.00,https://www.prothoma.com/product/10453/%E0%A6%B8%E0%A7%8D%E0%A6%95%E0%A7%81%E0%A6%B2-%E0%A6%AE%E0%A6%BE%E0%A6%A8%E0%A7%87-%E0%A6%86%E0%A6%A1%E0%A7%8D%E0%A6%A1%E0%A6%BE%E0%A6%96%E0%A6%BE%E0%A6%A8%E0%A6%BE,https://image.prothoma.com/productThumbs/2021/03/605461e3c8408_1616142819.jpg, , , , , , , , , , , 
সাইরাস,আহমেদ দীন রুমি,340.00,272.00,https://www.prothoma.com/product/10452/%E0%A6%B8%E0%A6%BE%E0%A6%87%E0%A6%B0%E0%A6%BE%E0%A6%B8,https://image.prothoma.com/productThumbs/2021/03/6054615c7c28c_1616142684.jpg, , , , , , , , , , , 
সাদা খাম,সাফিনাজ সুলতানা,220.00,176.00,https://www.prothoma.com/product/10450/%E0%A6%B8%E0%A6%BE%E0%A6%A6%E0%A6%BE-%E0%A6%96%E0%A6%BE%E0%A6%AE,https://image.prothoma.com/productThumbs/2021/03/605460804caa4_1616142464.jpg, , , , , , , , , , , 
প্রচল ভাঙার ঢেউ,জাহাঙ্গীর সুর,300.00,240.00,https://www.prothoma.com/product/10449/%E0%A6%AA%E0%A7%8D%E0%A6%B0%E0%A6%9A%E0%A6%B2-%E0%A6%AD%E0%A6%BE%E0%A6%99%E0%A6%BE%E0%A6%B0-%E0%A6%A2%E0%A7%87%E0%A6%89,https://image.prothoma.com/productThumbs/2021/03/60545ff7374b0_1616142327.jpg, , , , , , , , , , , 
নোমান ২,"ঐশিক জাওয়াদ, অন্তিক মাহমুদ",240.00,192.00,https://www.prothoma.com/product/10447/%E0%A6%A8%E0%A7%8B%E0%A6%AE%E0%A6%BE%E0%A6%A8-%E0%A7%A8,https://image.prothoma.com/productThumbs/2021/03/60545f5d4ec5b_1616142173.jpg, , , , , , , , , , , 
হাতেকলমে ‘বাংলা’ ন্যাচারাল ল্যাঙ্গুয়েজ প্রসেসিং,রকিবুল হাসান,360.00,288.00,https://www.prothoma.com/product/10445/%E0%A6%B9%E0%A6%BE%E0%A6%A4%E0%A7%87%E0%A6%95%E0%A6%B2%E0%A6%AE%E0%A7%87-%E2%80%98%E0%A6%AC%E0%A6%BE%E0%A6%82%E0%A6%B2%E0%A6%BE%E2%80%99-%E0%A6%A8%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%9A%E0%A6%BE%E0%A6%B0%E0%A6%BE%E0%A6%B2-%E0%A6%B2%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%99%E0%A7%8D%E0%A6%97%E0%A7%81%E0%A6%AF%E0%A6%BC%E0%A7%87%E0%A6%9C-%E0%A6%AA%E0%A7%8D%E0%A6%B0%E0%A6%B8%E0%A7%87%E0%A6%B8%E0%A6%BF%E0%A6%82,https://image.prothoma.com/productThumbs/2021/03/60545e9ee9992_1616141982.jpg, , , , , , , , , , , 
সৃষ্টির উল্লাসে রোবটিকস ২,মিশাল ইসলাম,340.00,272.00,https://www.prothoma.com/product/10444/%E0%A6%B8%E0%A7%83%E0%A6%B7%E0%A7%8D%E0%A6%9F%E0%A6%BF%E0%A6%B0-%E0%A6%89%E0%A6%B2%E0%A7%8D%E0%A6%B2%E0%A6%BE%E0%A6%B8%E0%A7%87-%E0%A6%B0%E0%A7%8B%E0%A6%AC%E0%A6%9F%E0%A6%BF%E0%A6%95%E0%A6%B8-%E0%A7%A8,https://image.prothoma.com/productThumbs/2021/03/60545e16ecb9a_1616141846.jpg, , , , , , , , , , , 
সৃষ্টির উল্লাসে রোবটিকস ১,মিশাল ইসলাম,420.00,336.00,https://www.prothoma.com/product/10442/%E0%A6%B8%E0%A7%83%E0%A6%B7%E0%A7%8D%E0%A6%9F%E0%A6%BF%E0%A6%B0-%E0%A6%89%E0%A6%B2%E0%A7%8D%E0%A6%B2%E0%A6%BE%E0%A6%B8%E0%A7%87-%E0%A6%B0%E0%A7%8B%E0%A6%AC%E0%A6%9F%E0%A6%BF%E0%A6%95%E0%A6%B8-%E0%A7%A7,https://image.prothoma.com/productThumbs/2021/03/60545d6e79181_1616141678.jpg, , , , , , , , , , , 
প্রযত্নে- হন্তা,মাহফুজ সিদ্দিকী হিমালয়,340.00,272.00,https://www.prothoma.com/product/10439/%E0%A6%AA%E0%A7%8D%E0%A6%B0%E0%A6%AF%E0%A6%A4%E0%A7%8D%E0%A6%A8%E0%A7%87--%E0%A6%B9%E0%A6%A8%E0%A7%8D%E0%A6%A4%E0%A6%BE,https://image.prothoma.com/productThumbs/2021/03/60545ca9d33af_1616141481.jpg, , , , , , , , , , , 
বীক্ষণ প্রান্ত,মাহফুজ সিদ্দিকী হিমালয়,300.00,240.00,https://www.prothoma.com/product/10431/%E0%A6%AC%E0%A7%80%E0%A6%95%E0%A7%8D%E0%A6%B7%E0%A6%A3-%E0%A6%AA%E0%A7%8D%E0%A6%B0%E0%A6%BE%E0%A6%A8%E0%A7%8D%E0%A6%A4,https://image.prothoma.com/productThumbs/2021/03/60544d60e757a_1616137568.jpg, , , , , , , , , , , 
পূর্ব বাংলার ফটোগ্রাফি,নাসির আলী মামুন,240.00,192.00,https://www.prothoma.com/product/10429/%E0%A6%AA%E0%A7%82%E0%A6%B0%E0%A7%8D%E0%A6%AC-%E0%A6%AC%E0%A6%BE%E0%A6%82%E0%A6%B2%E0%A6%BE%E0%A6%B0-%E0%A6%AB%E0%A6%9F%E0%A7%8B%E0%A6%97%E0%A7%8D%E0%A6%B0%E0%A6%BE%E0%A6%AB%E0%A6%BF,https://image.prothoma.com/productThumbs/2021/03/60544cbd9c5de_1616137405.jpg, , , , , , , , , , , 
ঘর নাই,নাসির আলী মামুন,360.00,288.00,https://www.prothoma.com/product/10427/%E0%A6%98%E0%A6%B0-%E0%A6%A8%E0%A6%BE%E0%A6%87,https://image.prothoma.com/productThumbs/2021/03/60544c371d080_1616137271.jpg, , , , , , , , , , , 
বিদ্যালয়ের উন্নয়নে ক‍‍র্মসহায়ক গবেষণা,"রাবেয়া খাতুন, মুহাম্মদ সালাহউদ্দিন",340.00,272.00,https://www.prothoma.com/product/10425/%E0%A6%AC%E0%A6%BF%E0%A6%A6%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%B2%E0%A6%AF%E0%A6%BC%E0%A7%87%E0%A6%B0-%E0%A6%89%E0%A6%A8%E0%A7%8D%E0%A6%A8%E0%A6%AF%E0%A6%BC%E0%A6%A8%E0%A7%87-%E0%A6%95%E2%80%8D%E2%80%8D%E0%A6%B0%E0%A7%8D%E0%A6%AE%E0%A6%B8%E0%A6%B9%E0%A6%BE%E0%A6%AF%E0%A6%BC%E0%A6%95-%E0%A6%97%E0%A6%AC%E0%A7%87%E0%A6%B7%E0%A6%A3%E0%A6%BE,https://image.prothoma.com/productThumbs/2021/03/60544ba90b7dc_1616137129.jpg, , , , , , , , , , , 
মোকসেদুল বাংলা,আলমগীর নিষাদ,100.00,80.00,https://www.prothoma.com/product/10422/%E0%A6%AE%E0%A7%8B%E0%A6%95%E0%A6%B8%E0%A7%87%E0%A6%A6%E0%A7%81%E0%A6%B2-%E0%A6%AC%E0%A6%BE%E0%A6%82%E0%A6%B2%E0%A6%BE,https://image.prothoma.com/productThumbs/2021/03/60544add51e87_1616136925.jpg, , , , , , , , , , , 
চক্রবিধি,আসিব রায়হান,300.00,240.00,https://www.prothoma.com/product/10420/%E0%A6%9A%E0%A6%95%E0%A7%8D%E0%A6%B0%E0%A6%AC%E0%A6%BF%E0%A6%A7%E0%A6%BF,https://image.prothoma.com/productThumbs/2021/03/60544a39a9578_1616136761.jpg, , , , , , , , , , , 
আমারে দেব না ভুলিতে,আশীফ এন্তাজ রবি,600.00,480.00,https://www.prothoma.com/product/10417/%E0%A6%86%E0%A6%AE%E0%A6%BE%E0%A6%B0%E0%A7%87-%E0%A6%A6%E0%A7%87%E0%A6%AC-%E0%A6%A8%E0%A6%BE-%E0%A6%AD%E0%A7%81%E0%A6%B2%E0%A6%BF%E0%A6%A4%E0%A7%87,https://image.prothoma.com/productThumbs/2021/03/605448e33683e_1616136419.jpg, , , , , , , , , , , 
আমেরিকায় উচ্চশিক্ষা,রাগিব হাসান,300.00,240.00,https://www.prothoma.com/product/10416/%E0%A6%86%E0%A6%AE%E0%A7%87%E0%A6%B0%E0%A6%BF%E0%A6%95%E0%A6%BE%E0%A6%AF%E0%A6%BC-%E0%A6%89%E0%A6%9A%E0%A7%8D%E0%A6%9A%E0%A6%B6%E0%A6%BF%E0%A6%95%E0%A7%8D%E0%A6%B7%E0%A6%BE,https://image.prothoma.com/productThumbs/2021/03/6054485b3ae47_1616136283.jpg, , , , , , , , , , , 
যুক্তিফাঁদে ফড়িং,চমক হাসান,200.00,160.00,https://www.prothoma.com/product/10415/%E0%A6%AF%E0%A7%81%E0%A6%95%E0%A7%8D%E0%A6%A4%E0%A6%BF%E0%A6%AB%E0%A6%BE%E0%A6%81%E0%A6%A6%E0%A7%87-%E0%A6%AB%E0%A6%A1%E0%A6%BC%E0%A6%BF%E0%A6%82,https://image.prothoma.com/productThumbs/2021/03/605445281ed69_1616135464.jpg, , , , , , , , , , , 
ক্যারিয়ার ইন আইটি,তিতাস সরকার,340.00,272.00,https://www.prothoma.com/product/10413/%E0%A6%95%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%B0%E0%A6%BF%E0%A6%AF%E0%A6%BC%E0%A6%BE%E0%A6%B0-%E0%A6%87%E0%A6%A8-%E0%A6%86%E0%A6%87%E0%A6%9F%E0%A6%BF,https://image.prothoma.com/productThumbs/2021/03/60544458e7e47_1616135256.jpg, , , , , , , , , , , 
পিথাগোরাসের পাঠশালা,মোহাম্মদ কায়েস,240.00,192.00,https://www.prothoma.com/product/10411/%E0%A6%AA%E0%A6%BF%E0%A6%A5%E0%A6%BE%E0%A6%97%E0%A7%8B%E0%A6%B0%E0%A6%BE%E0%A6%B8%E0%A7%87%E0%A6%B0-%E0%A6%AA%E0%A6%BE%E0%A6%A0%E0%A6%B6%E0%A6%BE%E0%A6%B2%E0%A6%BE,https://image.prothoma.com/productThumbs/2021/03/605443aa1a756_1616135082.jpg, , , , , , , , , , , 
মহাবিশ্বের মহাযাত্রা,"শাহরিয়ার হোসেন, সাফায়াত হোসেন",460.00,368.00,https://www.prothoma.com/product/10409/%E0%A6%AE%E0%A6%B9%E0%A6%BE%E0%A6%AC%E0%A6%BF%E0%A6%B6%E0%A7%8D%E0%A6%AC%E0%A7%87%E0%A6%B0-%E0%A6%AE%E0%A6%B9%E0%A6%BE%E0%A6%AF%E0%A6%BE%E0%A6%A4%E0%A7%8D%E0%A6%B0%E0%A6%BE,https://image.prothoma.com/productThumbs/2021/03/605442e6d2814_1616134886.jpg, , , , , , , , , , , 
কল্পে গল্পে করোনাবিদ্যা,সঞ্জয় মুখার্জী,200.00,160.00,https://www.prothoma.com/product/10407/%E0%A6%95%E0%A6%B2%E0%A7%8D%E0%A6%AA%E0%A7%87-%E0%A6%97%E0%A6%B2%E0%A7%8D%E0%A6%AA%E0%A7%87-%E0%A6%95%E0%A6%B0%E0%A7%8B%E0%A6%A8%E0%A6%BE%E0%A6%AC%E0%A6%BF%E0%A6%A6%E0%A7%8D%E0%A6%AF%E0%A6%BE,https://image.prothoma.com/productThumbs/2021/03/605441ad19fe9_1616134573.jpg, , , , , , , , , , , 
রঙপ্যাথি,মাহফুজ সিদ্দিকী হিমালয়,400.00,320.00,https://www.prothoma.com/product/10406/%E0%A6%B0%E0%A6%99%E0%A6%AA%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%A5%E0%A6%BF,https://image.prothoma.com/productThumbs/2021/03/605440f998239_1616134393.jpg, , , , , , , , , , , 
জনসংস্কৃতি ও মধ্যবিত্ত,মানস চৌধুরী,340.00,272.00,https://www.prothoma.com/product/10404/%E0%A6%9C%E0%A6%A8%E0%A6%B8%E0%A6%82%E0%A6%B8%E0%A7%8D%E0%A6%95%E0%A7%83%E0%A6%A4%E0%A6%BF-%E0%A6%93-%E0%A6%AE%E0%A6%A7%E0%A7%8D%E0%A6%AF%E0%A6%AC%E0%A6%BF%E0%A6%A4%E0%A7%8D%E0%A6%A4,https://image.prothoma.com/productThumbs/2021/03/6054402554797_1616134181.jpg, , , , , , , , , , , 
আমি কি নারীবাদী,ফাতেমা সুলতানা শুভ্রা,460.00,368.00,https://www.prothoma.com/product/10402/%E0%A6%86%E0%A6%AE%E0%A6%BF-%E0%A6%95%E0%A6%BF-%E0%A6%A8%E0%A6%BE%E0%A6%B0%E0%A7%80%E0%A6%AC%E0%A6%BE%E0%A6%A6%E0%A7%80,https://image.prothoma.com/productThumbs/2021/03/60543f2211b98_1616133922.jpg, , , , , , , , , , , 
লুঙ্গি কাহিনি,অরূপ রাহী,200.00,160.00,https://www.prothoma.com/product/10401/%E0%A6%B2%E0%A7%81%E0%A6%99%E0%A7%8D%E0%A6%97%E0%A6%BF-%E0%A6%95%E0%A6%BE%E0%A6%B9%E0%A6%BF%E0%A6%A8%E0%A6%BF,https://image.prothoma.com/productThumbs/2021/03/60543de14d12b_1616133601.jpg, , , , , , , , , , , 
নিউ মিডিয়া ও ফোকলোর,মেহেদী উল্লাহ,380.00,304.00,https://www.prothoma.com/product/10400/%E0%A6%A8%E0%A6%BF%E0%A6%89-%E0%A6%AE%E0%A6%BF%E0%A6%A1%E0%A6%BF%E0%A6%AF%E0%A6%BC%E0%A6%BE-%E0%A6%93-%E0%A6%AB%E0%A7%8B%E0%A6%95%E0%A6%B2%E0%A7%8B%E0%A6%B0,https://image.prothoma.com/productThumbs/2021/03/60543cca86a44_1616133322.jpg, , , , , , , , , , , 
আমাদের সঙ্গীত,"তৌকির হোসেন, তুহিন খান",460.00,368.00,https://www.prothoma.com/product/10399/%E0%A6%86%E0%A6%AE%E0%A6%BE%E0%A6%A6%E0%A7%87%E0%A6%B0-%E0%A6%B8%E0%A6%99%E0%A7%8D%E0%A6%97%E0%A7%80%E0%A6%A4,https://image.prothoma.com/productThumbs/2021/03/60543bee297c1_1616133102.jpg, , , , , , , , , , , 
নন-মার্কেটারদের জন্য মার্কেটিং,প্রলয় হাসান,360.00,288.00,https://www.prothoma.com/product/10398/%E0%A6%A8%E0%A6%A8-%E0%A6%AE%E0%A6%BE%E0%A6%B0%E0%A7%8D%E0%A6%95%E0%A7%87%E0%A6%9F%E0%A6%BE%E0%A6%B0%E0%A6%A6%E0%A7%87%E0%A6%B0-%E0%A6%9C%E0%A6%A8%E0%A7%8D%E0%A6%AF-%E0%A6%AE%E0%A6%BE%E0%A6%B0%E0%A7%8D%E0%A6%95%E0%A7%87%E0%A6%9F%E0%A6%BF%E0%A6%82,https://image.prothoma.com/productThumbs/2021/03/605439700f3b1_1616132464.jpg, , , , , , , , , , , 
বিলিয়ন ডলার স্টার্টআপ,মুনির হাসান,300.00,240.00,https://www.prothoma.com/product/10397/%E0%A6%AC%E0%A6%BF%E0%A6%B2%E0%A6%BF%E0%A6%AF%E0%A6%BC%E0%A6%A8-%E0%A6%A1%E0%A6%B2%E0%A6%BE%E0%A6%B0-%E0%A6%B8%E0%A7%8D%E0%A6%9F%E0%A6%BE%E0%A6%B0%E0%A7%8D%E0%A6%9F%E0%A6%86%E0%A6%AA,https://image.prothoma.com/productThumbs/2021/03/60543865a5a7e_1616132197.jpg, , , , , , , , , , , 
গণিতের স্বপ্নযাত্রা: গণিত অলিম্পিয়াডের প্রথম ধাপ,আহমেদ জাওয়াদ চৌধুরী,450.00,360.00,https://www.prothoma.com/product/10187/%E0%A6%97%E0%A6%A3%E0%A6%BF%E0%A6%A4%E0%A7%87%E0%A6%B0-%E0%A6%B8%E0%A7%8D%E0%A6%AC%E0%A6%AA%E0%A7%8D%E0%A6%A8%E0%A6%AF%E0%A6%BE%E0%A6%A4%E0%A7%8D%E0%A6%B0%E0%A6%BE:-%E0%A6%97%E0%A6%A3%E0%A6%BF%E0%A6%A4-%E0%A6%85%E0%A6%B2%E0%A6%BF%E0%A6%AE%E0%A7%8D%E0%A6%AA%E0%A6%BF%E0%A6%AF%E0%A6%BC%E0%A6%BE%E0%A6%A1%E0%A7%87%E0%A6%B0-%E0%A6%AA%E0%A7%8D%E0%A6%B0%E0%A6%A5%E0%A6%AE-%E0%A6%A7%E0%A6%BE%E0%A6%AA,https://image.prothoma.com/productThumbs/2021/02/60225759331ba_1612863321.jpg, , , , , , , , , , , 
গণিতের স্বপ্নযাত্রা: আর্ট অব প্রবলেম সলভিং,আহমেদ জাওয়াদ চৌধুরী,395.00,316.00,https://www.prothoma.com/product/10185/%E0%A6%97%E0%A6%A3%E0%A6%BF%E0%A6%A4%E0%A7%87%E0%A6%B0-%E0%A6%B8%E0%A7%8D%E0%A6%AC%E0%A6%AA%E0%A7%8D%E0%A6%A8%E0%A6%AF%E0%A6%BE%E0%A6%A4%E0%A7%8D%E0%A6%B0%E0%A6%BE:-%E0%A6%86%E0%A6%B0%E0%A7%8D%E0%A6%9F-%E0%A6%85%E0%A6%AC-%E0%A6%AA%E0%A7%8D%E0%A6%B0%E0%A6%AC%E0%A6%B2%E0%A7%87%E0%A6%AE-%E0%A6%B8%E0%A6%B2%E0%A6%AD%E0%A6%BF%E0%A6%82,https://image.prothoma.com/productThumbs/2021/02/602257582602a_1612863320.jpg, , , , , , , , , , , 
গল্পে-জল্পে জেনেটিক্স -দ্বিতীয় খন্ড,চমক হাসান,340.00,272.00,https://www.prothoma.com/product/10186/%E0%A6%97%E0%A6%B2%E0%A7%8D%E0%A6%AA%E0%A7%87-%E0%A6%9C%E0%A6%B2%E0%A7%8D%E0%A6%AA%E0%A7%87-%E0%A6%9C%E0%A7%87%E0%A6%A8%E0%A7%87%E0%A6%9F%E0%A6%BF%E0%A6%95%E0%A7%8D%E0%A6%B8--%E0%A6%A6%E0%A7%8D%E0%A6%AC%E0%A6%BF%E0%A6%A4%E0%A7%80%E0%A6%AF%E0%A6%BC-%E0%A6%96%E0%A6%A8%E0%A7%8D%E0%A6%A1,https://image.prothoma.com/productThumbs/2021/02/602257589ec75_1612863320.jpg, , , , , , , , , , , 
মদিনা,পারভেজ আলম,0.00,"",https://www.prothoma.com/product/10183/%E0%A6%AE%E0%A6%A6%E0%A6%BF%E0%A6%A8%E0%A6%BE,https://image.prothoma.com/productThumbs/2021/02/6022575705878_1612863319.jpg, , , , , , , , , , , 
হাঁটতে থাকা মানুষের গান,জাকির তালুকদার,340.00,272.00,https://www.prothoma.com/product/10184/%E0%A6%B9%E0%A6%BE%E0%A6%81%E0%A6%9F%E0%A6%A4%E0%A7%87-%E0%A6%A5%E0%A6%BE%E0%A6%95%E0%A6%BE-%E0%A6%AE%E0%A6%BE%E0%A6%A8%E0%A7%81%E0%A6%B7%E0%A7%87%E0%A6%B0-%E0%A6%97%E0%A6%BE%E0%A6%A8-1,https://image.prothoma.com/productThumbs/2021/02/6022575785a1c_1612863319.jpg, , , , , , , , , , , 
গল্পে-জল্পে জেনেটিক্স -প্রথম খন্ড,চমক হাসান,300.00,240.00,https://www.prothoma.com/product/10181/%E0%A6%97%E0%A6%B2%E0%A7%8D%E0%A6%AA%E0%A7%87-%E0%A6%9C%E0%A6%B2%E0%A7%8D%E0%A6%AA%E0%A7%87-%E0%A6%9C%E0%A7%87%E0%A6%A8%E0%A7%87%E0%A6%9F%E0%A6%BF%E0%A6%95%E0%A7%8D%E0%A6%B8--%E0%A6%AA%E0%A7%8D%E0%A6%B0%E0%A6%A5%E0%A6%AE-%E0%A6%96%E0%A6%A8%E0%A7%8D%E0%A6%A1,https://image.prothoma.com/productThumbs/2021/02/602257561278f_1612863318.jpg, , , , , , , , , , , 
নিমিখ পানে ২,চমক হাসান,400.00,320.00,https://www.prothoma.com/product/10182/%E0%A6%A8%E0%A6%BF%E0%A6%AE%E0%A6%BF%E0%A6%96-%E0%A6%AA%E0%A6%BE%E0%A6%A8%E0%A7%87-%E0%A7%A8,https://image.prothoma.com/productThumbs/2021/02/602257568b0f6_1612863318.jpg, , , , , , , , , , , 
নিষিদ্ধ বাতাস,ফৌজিয়া নাছরিন,200.00,160.00,https://www.prothoma.com/product/10180/%E0%A6%A8%E0%A6%BF%E0%A6%B7%E0%A6%BF%E0%A6%A6%E0%A7%8D%E0%A6%A7-%E0%A6%AC%E0%A6%BE%E0%A6%A4%E0%A6%BE%E0%A6%B8-1,https://image.prothoma.com/productThumbs/2021/02/602257554c283_1612863317.jpg, , , , , , , , , , , 
প্রমান করো যে,মুরসালিন হাবিব,380.00,304.00,https://www.prothoma.com/product/10178/%E0%A6%AA%E0%A7%8D%E0%A6%B0%E0%A6%AE%E0%A6%BE%E0%A6%A8-%E0%A6%95%E0%A6%B0%E0%A7%8B-%E0%A6%AF%E0%A7%87,https://image.prothoma.com/productThumbs/2021/02/60225754341ed_1612863316.jpg, , , , , , , , , , , 
ফিজিক্স অলিম্পিয়াড: এক্সপেরিমেন্টের জগতে প্রবেশ,শেখ শাফায়াত,540.00,432.00,https://www.prothoma.com/product/10179/%E0%A6%AB%E0%A6%BF%E0%A6%9C%E0%A6%BF%E0%A6%95%E0%A7%8D%E0%A6%B8-%E0%A6%85%E0%A6%B2%E0%A6%BF%E0%A6%AE%E0%A7%8D%E0%A6%AA%E0%A6%BF%E0%A6%AF%E0%A6%BC%E0%A6%BE%E0%A6%A1:-%E0%A6%8F%E0%A6%95%E0%A7%8D%E0%A6%B8%E0%A6%AA%E0%A7%87%E0%A6%B0%E0%A6%BF%E0%A6%AE%E0%A7%87%E0%A6%A8%E0%A7%8D%E0%A6%9F%E0%A7%87%E0%A6%B0-%E0%A6%9C%E0%A6%97%E0%A6%A4%E0%A7%87-%E0%A6%AA%E0%A7%8D%E0%A6%B0%E0%A6%AC%E0%A7%87%E0%A6%B6,https://image.prothoma.com/productThumbs/2021/02/60225754be277_1612863316.jpg, , , , , , , , , , , 
