title,author,original_price,discounted_price,url,image,summary,title_in_specification,author_in_specification,translator_in_specification,editor_in_specification,publisher_in_specification,isbn_in_specification,edition_in_specification,number_of_pages_in_specification,country_in_specification,language_in_specification
তিন খাবারের সমন্বয়,মো: ফিরোজ জামান,300.00,240.00,https://www.prothoma.com/product/9518/%E0%A6%A4%E0%A6%BF%E0%A6%A8-%E0%A6%96%E0%A6%BE%E0%A6%AC%E0%A6%BE%E0%A6%B0%E0%A7%87%E0%A6%B0-%E0%A6%B8%E0%A6%AE%E0%A6%A8%E0%A7%8D%E0%A6%AC%E0%A6%AF%E0%A6%BC,https://image.prothoma.com/productThumbs/2021/02/6022542fe4c1b_1612862511.jpg, , , , , , , , , , , 
ফান্ডামেন্টাল অব ই-কমার্স,প্রি অর্ডার,330.00,264.00,https://www.prothoma.com/product/9514/%E0%A6%AB%E0%A6%BE%E0%A6%A8%E0%A7%8D%E0%A6%A1%E0%A6%BE%E0%A6%AE%E0%A7%87%E0%A6%A8%E0%A7%8D%E0%A6%9F%E0%A6%BE%E0%A6%B2-%E0%A6%85%E0%A6%AC-%E0%A6%87-%E0%A6%95%E0%A6%AE%E0%A6%BE%E0%A6%B0%E0%A7%8D%E0%A6%B8,https://image.prothoma.com/productThumbs/2021/02/6022542ef2288_1612862510.jpg, , , , , , , , , , , 
রাজনৈতিক ও সামাজিক উপন্যাস,রিজিয়া রহমান,700.00,560.00,https://www.prothoma.com/product/9516/%E0%A6%B0%E0%A6%BE%E0%A6%9C%E0%A6%A8%E0%A7%88%E0%A6%A4%E0%A6%BF%E0%A6%95-%E0%A6%93-%E0%A6%B8%E0%A6%BE%E0%A6%AE%E0%A6%BE%E0%A6%9C%E0%A6%BF%E0%A6%95-%E0%A6%89%E0%A6%AA%E0%A6%A8%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%B8,https://image.prothoma.com/productThumbs/2021/02/6022542f7430f_1612862511.jpg, , , , , , , , , , , 
আমার রবীন্দ্রযাপন,হাসান আজিজুল হক,275.00,220.00,https://www.prothoma.com/product/9512/%E0%A6%86%E0%A6%AE%E0%A6%BE%E0%A6%B0-%E0%A6%B0%E0%A6%AC%E0%A7%80%E0%A6%A8%E0%A7%8D%E0%A6%A6%E0%A7%8D%E0%A6%B0%E0%A6%AF%E0%A6%BE%E0%A6%AA%E0%A6%A8,https://image.prothoma.com/productThumbs/2021/02/6022542e83739_1612862510.jpg, , , , , , , , , , , 
ভালোবাসার পদাবলি,সৈয়দ শামসুল হক,350.00,280.00,https://www.prothoma.com/product/9314/%E0%A6%AD%E0%A6%BE%E0%A6%B2%E0%A7%8B%E0%A6%AC%E0%A6%BE%E0%A6%B8%E0%A6%BE%E0%A6%B0-%E0%A6%AA%E0%A6%A6%E0%A6%BE%E0%A6%AC%E0%A6%B2%E0%A6%BF-1,https://image.prothoma.com/productThumbs/2021/02/602253e312cb9_1612862435.jpg, , , , , , , , , , , 
কেরানিও দৌড়ে ছিলো,সৈয়দ শামসুল হক,325.00,260.00,https://www.prothoma.com/product/9316/%E0%A6%95%E0%A7%87%E0%A6%B0%E0%A6%BE%E0%A6%A8%E0%A6%BF%E0%A6%93-%E0%A6%A6%E0%A7%8C%E0%A6%A1%E0%A6%BC%E0%A7%87-%E0%A6%9B%E0%A6%BF%E0%A6%B2%E0%A7%8B,https://image.prothoma.com/productThumbs/2021/02/602253e39fb9d_1612862435.jpg, , , , , , , , , , , 
ভাষা মুক্তিযুদ্ধ সাহিত্য সংস্কৃতি,সেলিনা হোসেন,400.00,320.00,https://www.prothoma.com/product/9310/%E0%A6%AD%E0%A6%BE%E0%A6%B7%E0%A6%BE-%E0%A6%AE%E0%A7%81%E0%A6%95%E0%A7%8D%E0%A6%A4%E0%A6%BF%E0%A6%AF%E0%A7%81%E0%A6%A6%E0%A7%8D%E0%A6%A7-%E0%A6%B8%E0%A6%BE%E0%A6%B9%E0%A6%BF%E0%A6%A4%E0%A7%8D%E0%A6%AF-%E0%A6%B8%E0%A6%82%E0%A6%B8%E0%A7%8D%E0%A6%95%E0%A7%83%E0%A6%A4%E0%A6%BF,https://image.prothoma.com/productThumbs/2021/02/602253e21a03d_1612862434.jpg, , , , , , , , , , , 
Haunting Rays : Tagore Miscellany,মিহির কান্তি চৌধুরী,"1,059.00",847.20,https://www.prothoma.com/product/9312/haunting-rays-:-tagore-miscellany-1,https://image.prothoma.com/productThumbs/2021/02/602253e29b5cb_1612862434.jpg, , , , , , , , , , , 
শ্রেষ্ঠ উপন্যাস ২ - রিজিয়া রহমান,রিজিয়া রহমান,650.00,520.00,https://www.prothoma.com/product/9306/%E0%A6%B6%E0%A7%8D%E0%A6%B0%E0%A7%87%E0%A6%B7%E0%A7%8D%E0%A6%A0-%E0%A6%89%E0%A6%AA%E0%A6%A8%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%B8-%E0%A7%A8---%E0%A6%B0%E0%A6%BF%E0%A6%9C%E0%A6%BF%E0%A6%AF%E0%A6%BC%E0%A6%BE-%E0%A6%B0%E0%A6%B9%E0%A6%AE%E0%A6%BE%E0%A6%A8,https://image.prothoma.com/productThumbs/2021/02/602253e12633a_1612862433.jpg, , , , , , , , , , , 
এই পুরাতন আখরগুলি,হাসান আজিজুল হক,300.00,240.00,https://www.prothoma.com/product/9308/%E0%A6%8F%E0%A6%87-%E0%A6%AA%E0%A7%81%E0%A6%B0%E0%A6%BE%E0%A6%A4%E0%A6%A8-%E0%A6%86%E0%A6%96%E0%A6%B0%E0%A6%97%E0%A7%81%E0%A6%B2%E0%A6%BF,https://image.prothoma.com/productThumbs/2021/02/602253e19ab81_1612862433.jpg, , , , , , , , , , , 
"ধর্ম, ধর্মতন্ত্র ও ব্রাহ্মন্যবাদ",বিনয় মিত্র,500.00,400.00,https://www.prothoma.com/product/9299/%E0%A6%A7%E0%A6%B0%E0%A7%8D%E0%A6%AE-%E0%A6%A7%E0%A6%B0%E0%A7%8D%E0%A6%AE%E0%A6%A4%E0%A6%A8%E0%A7%8D%E0%A6%A4%E0%A7%8D%E0%A6%B0-%E0%A6%93-%E0%A6%AC%E0%A7%8D%E0%A6%B0%E0%A6%BE%E0%A6%B9%E0%A7%8D%E0%A6%AE%E0%A6%A8%E0%A7%8D%E0%A6%AF%E0%A6%AC%E0%A6%BE%E0%A6%A6,https://image.prothoma.com/productThumbs/2021/02/602253cad01db_1612862410.jpg, , , , , , , , , , , 
শ্রেষ্ঠ উপন্যাস ১ - রিজিয়া রহমান,রিজিয়া রহমান,650.00,520.00,https://www.prothoma.com/product/9300/%E0%A6%B6%E0%A7%8D%E0%A6%B0%E0%A7%87%E0%A6%B7%E0%A7%8D%E0%A6%A0-%E0%A6%89%E0%A6%AA%E0%A6%A8%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%B8-%E0%A7%A7---%E0%A6%B0%E0%A6%BF%E0%A6%9C%E0%A6%BF%E0%A6%AF%E0%A6%BC%E0%A6%BE-%E0%A6%B0%E0%A6%B9%E0%A6%AE%E0%A6%BE%E0%A6%A8,https://image.prothoma.com/productThumbs/2021/02/602253cb73aa1_1612862411.jpg, , , , , , , , , , , 
বং থেকে বাংলা,রিজিয়া রহমান,400.00,320.00,https://www.prothoma.com/product/9297/%E0%A6%AC%E0%A6%82-%E0%A6%A5%E0%A7%87%E0%A6%95%E0%A7%87-%E0%A6%AC%E0%A6%BE%E0%A6%82%E0%A6%B2%E0%A6%BE,https://image.prothoma.com/productThumbs/2021/02/602253ca197e2_1612862410.jpg, , , , , , , , , , , 
হোটেল ও রেস্টুরেন্ট ব্যবসা,নূর মনি,450.00,360.00,https://www.prothoma.com/product/9293/%E0%A6%B9%E0%A7%8B%E0%A6%9F%E0%A7%87%E0%A6%B2-%E0%A6%93-%E0%A6%B0%E0%A7%87%E0%A6%B8%E0%A7%8D%E0%A6%9F%E0%A7%81%E0%A6%B0%E0%A7%87%E0%A6%A8%E0%A7%8D%E0%A6%9F-%E0%A6%AC%E0%A7%8D%E0%A6%AF%E0%A6%AC%E0%A6%B8%E0%A6%BE,https://image.prothoma.com/productThumbs/2021/02/602253c924428_1612862409.jpg, , , , , , , , , , , 
