title,author,original_price,discounted_price,url,image,summary,title_in_specification,author_in_specification,translator_in_specification,editor_in_specification,publisher_in_specification,isbn_in_specification,edition_in_specification,number_of_pages_in_specification,country_in_specification,language_in_specification
দেখিতে গিয়াছি চক্ষু মেলিয়া,কৌশিক জামান,350.00,280.00,https://www.prothoma.com/product/11322/%E0%A6%A6%E0%A7%87%E0%A6%96%E0%A6%BF%E0%A6%A4%E0%A7%87-%E0%A6%97%E0%A6%BF%E0%A6%AF%E0%A6%BC%E0%A6%BE%E0%A6%9B%E0%A6%BF-%E0%A6%9A%E0%A6%95%E0%A7%8D%E0%A6%B7%E0%A7%81-%E0%A6%AE%E0%A7%87%E0%A6%B2%E0%A6%BF%E0%A6%AF%E0%A6%BC%E0%A6%BE,https://image.prothoma.com/productThumbs/2021/04/607bc25f5b9a7_1618723423.jpg, , , , , , , , , , , 
দি আর্চার,পাওলো কোয়েলহো,350.00,280.00,https://www.prothoma.com/product/11321/%E0%A6%A6%E0%A6%BF-%E0%A6%86%E0%A6%B0%E0%A7%8D%E0%A6%9A%E0%A6%BE%E0%A6%B0,https://image.prothoma.com/productThumbs/2021/04/607bc18305881_1618723203.jpg, , , , , , , , , , , 
বাংলাদেশের স্বাধীনতা সংগ্রামের সাংস্কৃতিক পটভূমি,গোলাম মুরশিদ,270.00,216.00,https://www.prothoma.com/product/11250/%E0%A6%AC%E0%A6%BE%E0%A6%82%E0%A6%B2%E0%A6%BE%E0%A6%A6%E0%A7%87%E0%A6%B6%E0%A7%87%E0%A6%B0-%E0%A6%B8%E0%A7%8D%E0%A6%AC%E0%A6%BE%E0%A6%A7%E0%A7%80%E0%A6%A8%E0%A6%A4%E0%A6%BE-%E0%A6%B8%E0%A6%82%E0%A6%97%E0%A7%8D%E0%A6%B0%E0%A6%BE%E0%A6%AE%E0%A7%87%E0%A6%B0-%E0%A6%B8%E0%A6%BE%E0%A6%82%E0%A6%B8%E0%A7%8D%E0%A6%95%E0%A7%83%E0%A6%A4%E0%A6%BF%E0%A6%95-%E0%A6%AA%E0%A6%9F%E0%A6%AD%E0%A7%82%E0%A6%AE%E0%A6%BF,https://image.prothoma.com/placeholderImages/book-placeholder.jpg, , , , , , , , , , , 
বিজ্ঞানমনস্ক রবীন্দ্রনাথ,তপন চক্রবর্তী,250.00,200.00,https://www.prothoma.com/product/9263/%E0%A6%AC%E0%A6%BF%E0%A6%9C%E0%A7%8D%E0%A6%9E%E0%A6%BE%E0%A6%A8%E0%A6%AE%E0%A6%A8%E0%A6%B8%E0%A7%8D%E0%A6%95-%E0%A6%B0%E0%A6%AC%E0%A7%80%E0%A6%A8%E0%A7%8D%E0%A6%A6%E0%A7%8D%E0%A6%B0%E0%A6%A8%E0%A6%BE%E0%A6%A5,https://image.prothoma.com/productThumbs/2021/02/602253c0cd86e_1612862400.jpg, , , , , , , , , , , 
সেরা সাত হিমু - হুমাযূন আহমেদ,হুমায়ূন আহমেদ,650.00,520.00,https://www.prothoma.com/product/8854/%E0%A6%B8%E0%A7%87%E0%A6%B0%E0%A6%BE-%E0%A6%B8%E0%A6%BE%E0%A6%A4-%E0%A6%B9%E0%A6%BF%E0%A6%AE%E0%A7%81---%E0%A6%B9%E0%A7%81%E0%A6%AE%E0%A6%BE%E0%A6%AF%E0%A7%82%E0%A6%A8-%E0%A6%86%E0%A6%B9%E0%A6%AE%E0%A7%87%E0%A6%A6,https://image.prothoma.com/productThumbs/2021/02/6022517e7b722_1612861822.jpg, , , , , , , , , , , 
চিত্রকলা বিজ্ঞান ও প্রযুক্তি,সৈয়দ লুৎফুল হক,225.00,180.00,https://www.prothoma.com/product/8415/%E0%A6%9A%E0%A6%BF%E0%A6%A4%E0%A7%8D%E0%A6%B0%E0%A6%95%E0%A6%B2%E0%A6%BE-%E0%A6%AC%E0%A6%BF%E0%A6%9C%E0%A7%8D%E0%A6%9E%E0%A6%BE%E0%A6%A8-%E0%A6%93-%E0%A6%AA%E0%A7%8D%E0%A6%B0%E0%A6%AF%E0%A7%81%E0%A6%95%E0%A7%8D%E0%A6%A4%E0%A6%BF,https://image.prothoma.com/productThumbs/2021/02/602250d6678d5_1612861654.jpg, , , , , , , , , , , 
এর জন্যে মানুষ কাঁদে,শেখ আবদুল হাকিম,150.00,120.00,https://www.prothoma.com/product/8022/%E0%A6%8F%E0%A6%B0-%E0%A6%9C%E0%A6%A8%E0%A7%8D%E0%A6%AF%E0%A7%87-%E0%A6%AE%E0%A6%BE%E0%A6%A8%E0%A7%81%E0%A6%B7-%E0%A6%95%E0%A6%BE%E0%A6%81%E0%A6%A6%E0%A7%87,https://image.prothoma.com/productThumbs/2021/02/60224ff0594e6_1612861424.jpg, , , , , , , , , , , 
কোম্পানি আমলে ঢাকা,Home,250.00,200.00,https://www.prothoma.com/product/7457/%E0%A6%95%E0%A7%8B%E0%A6%AE%E0%A7%8D%E0%A6%AA%E0%A6%BE%E0%A6%A8%E0%A6%BF-%E0%A6%86%E0%A6%AE%E0%A6%B2%E0%A7%87-%E0%A6%A2%E0%A6%BE%E0%A6%95%E0%A6%BE,https://image.prothoma.com/productThumbs/2021/02/60224eaddbb9b_1612861101.jpg, , , , , , , , , , , 
মাছ রান্না,রিমা জুলফিকার,600.00,480.00,https://www.prothoma.com/product/7455/%E0%A6%AE%E0%A6%BE%E0%A6%9B-%E0%A6%B0%E0%A6%BE%E0%A6%A8%E0%A7%8D%E0%A6%A8%E0%A6%BE,https://image.prothoma.com/productThumbs/2021/02/60224ead5e95a_1612861101.jpg, , , , , , , , , , , 
রাসসুন্দরী থেকে রোকেয়া,গোলাম মুরশিদ,350.00,280.00,https://www.prothoma.com/product/7447/%E0%A6%B0%E0%A6%BE%E0%A6%B8%E0%A6%B8%E0%A7%81%E0%A6%A8%E0%A7%8D%E0%A6%A6%E0%A6%B0%E0%A7%80-%E0%A6%A5%E0%A7%87%E0%A6%95%E0%A7%87-%E0%A6%B0%E0%A7%8B%E0%A6%95%E0%A7%87%E0%A6%AF%E0%A6%BC%E0%A6%BE,https://image.prothoma.com/productThumbs/2021/02/60224eab655a9_1612861099.jpg, , , , , , , , , , , 
