title,author,original_price,discounted_price,url,image,summary,title_in_specification,author_in_specification,translator_in_specification,editor_in_specification,publisher_in_specification,isbn_in_specification,edition_in_specification,number_of_pages_in_specification,country_in_specification,language_in_specification
তূণীরে তিনটি তির,বিনতা রায়চৌধুরী,380.00,260.00,https://www.prothoma.com/product/11650/%E0%A6%A4%E0%A7%82%E0%A6%A3%E0%A7%80%E0%A6%B0%E0%A7%87-%E0%A6%A4%E0%A6%BF%E0%A6%A8%E0%A6%9F%E0%A6%BF-%E0%A6%A4%E0%A6%BF%E0%A6%B0,https://image.prothoma.com/productThumbs/2021/05/609525c18034b_1620387265.jpg, , , , , , , , , , , 
অন্তরাল,কৃষ্ণেন্দু মুখোপাধ্যায়,225.00,154.00,https://www.prothoma.com/product/11640/%E0%A6%85%E0%A6%A8%E0%A7%8D%E0%A6%A4%E0%A6%B0%E0%A6%BE%E0%A6%B2,https://image.prothoma.com/productThumbs/2021/05/6095102741dbb_1620381735.jpg, , , , , , , , , , , 
কবিতা সংগ্রহ - সুনীল বসু,সুনীল বসু,475.00,325.00,https://www.prothoma.com/product/11632/%E0%A6%95%E0%A6%AC%E0%A6%BF%E0%A6%A4%E0%A6%BE-%E0%A6%B8%E0%A6%82%E0%A6%97%E0%A7%8D%E0%A6%B0%E0%A6%B9---%E0%A6%B8%E0%A7%81%E0%A6%A8%E0%A7%80%E0%A6%B2-%E0%A6%AC%E0%A6%B8%E0%A7%81,https://image.prothoma.com/productThumbs/2021/05/6095098edbb29_1620380046.jpg, , , , , , , , , , , 
পঞ্চপান্ডব ও যাজ্ঞসেনী,নন্দিতা বাগচী,380.00,260.00,https://www.prothoma.com/product/11626/%E0%A6%AA%E0%A6%9E%E0%A7%8D%E0%A6%9A%E0%A6%AA%E0%A6%BE%E0%A6%A8%E0%A7%8D%E0%A6%A1%E0%A6%AC-%E0%A6%93-%E0%A6%AF%E0%A6%BE%E0%A6%9C%E0%A7%8D%E0%A6%9E%E0%A6%B8%E0%A7%87%E0%A6%A8%E0%A7%80,https://image.prothoma.com/productThumbs/2021/05/609505179e683_1620378903.jpg, , , , , , , , , , , 
নন্দকান্ত নন্দাঘুন্টি,গৌরকিশোর ঘোষ,380.00,260.00,https://www.prothoma.com/product/11622/%E0%A6%A8%E0%A6%A8%E0%A7%8D%E0%A6%A6%E0%A6%95%E0%A6%BE%E0%A6%A8%E0%A7%8D%E0%A6%A4-%E0%A6%A8%E0%A6%A8%E0%A7%8D%E0%A6%A6%E0%A6%BE%E0%A6%98%E0%A7%81%E0%A6%A8%E0%A7%8D%E0%A6%9F%E0%A6%BF,https://image.prothoma.com/productThumbs/2021/05/60950015b8409_1620377621.jpg, , , , , , , , , , , 
অগ্রজ বিজ্ঞানী,সমরজিৎ কর,238.00,140.00,https://www.prothoma.com/product/11620/%E0%A6%85%E0%A6%97%E0%A7%8D%E0%A6%B0%E0%A6%9C-%E0%A6%AC%E0%A6%BF%E0%A6%9C%E0%A7%8D%E0%A6%9E%E0%A6%BE%E0%A6%A8%E0%A7%80,https://image.prothoma.com/productThumbs/2021/05/6094fb7c8e6f6_1620376444.jpg, , , , , , , , , , , 
অগ্রপথিকেরা,সৌমিত্র চট্টোপাধ্যায়,475.00,451.25,https://www.prothoma.com/product/9069/%E0%A6%85%E0%A6%97%E0%A7%8D%E0%A6%B0%E0%A6%AA%E0%A6%A5%E0%A6%BF%E0%A6%95%E0%A7%87%E0%A6%B0%E0%A6%BE,https://image.prothoma.com/productThumbs/2021/02/602252fa07eb0_1612862202.jpg, , , , , , , , , , , 
পূর্ণ অপূর্ণ,বিমল কর,475.00,451.25,https://www.prothoma.com/product/9006/%E0%A6%AA%E0%A7%82%E0%A6%B0%E0%A7%8D%E0%A6%A3-%E0%A6%85%E0%A6%AA%E0%A7%82%E0%A6%B0%E0%A7%8D%E0%A6%A3,https://image.prothoma.com/productThumbs/2021/02/602252e84e5f9_1612862184.jpg, , , , , , , , , , , 
রচনাসমগ্র ২ - শম্ভু মিত্র,শম্ভু মিত্র,"1,140.00","1,083.00",https://www.prothoma.com/product/8877/%E0%A6%B0%E0%A6%9A%E0%A6%A8%E0%A6%BE%E0%A6%B8%E0%A6%AE%E0%A6%97%E0%A7%8D%E0%A6%B0-%E0%A7%A8---%E0%A6%B6%E0%A6%AE%E0%A7%8D%E0%A6%AD%E0%A7%81-%E0%A6%AE%E0%A6%BF%E0%A6%A4%E0%A7%8D%E0%A6%B0,https://image.prothoma.com/productThumbs/2021/03/605337d2be82b_1616066514.jpg, , , , , , , , , , , 
স্মৃতির আঁকিবুকি,Sanat Kar,475.00,451.25,https://www.prothoma.com/product/8669/%E0%A6%B8%E0%A7%8D%E0%A6%AE%E0%A7%83%E0%A6%A4%E0%A6%BF%E0%A6%B0-%E0%A6%86%E0%A6%81%E0%A6%95%E0%A6%BF%E0%A6%AC%E0%A7%81%E0%A6%95%E0%A6%BF,https://image.prothoma.com/productThumbs/2021/03/60533f15bdb33_1616068373.jpg, , , , , , , , , , , 
