title,author,original_price,discounted_price,url,image,summary,title_in_specification,author_in_specification,translator_in_specification,editor_in_specification,publisher_in_specification,isbn_in_specification,edition_in_specification,number_of_pages_in_specification,country_in_specification,language_in_specification
দ্য মুন ইজ ডাউন,জন স্টেইনবেক,120.00,96.00,https://www.prothoma.com/product/10674/%E0%A6%A6%E0%A7%8D%E0%A6%AF-%E0%A6%AE%E0%A7%81%E0%A6%A8-%E0%A6%87%E0%A6%9C-%E0%A6%A1%E0%A6%BE%E0%A6%89%E0%A6%A8,https://image.prothoma.com/productThumbs/2021/03/6059e090667b4_1616502928.jpg, , , , , , , , , , , 
দ্য মেসেঞ্জার : দি মিনিংস অব দ্য লাইফ অফ মুহাম্মদ (সা.),"হাসান বায়েজীদ, তারিক রামাদান",400.00,320.00,https://www.prothoma.com/product/10673/%E0%A6%A6%E0%A7%8D%E0%A6%AF-%E0%A6%AE%E0%A7%87%E0%A6%B8%E0%A7%87%E0%A6%9E%E0%A7%8D%E0%A6%9C%E0%A6%BE%E0%A6%B0-:-%E0%A6%A6%E0%A6%BF-%E0%A6%AE%E0%A6%BF%E0%A6%A8%E0%A6%BF%E0%A6%82%E0%A6%B8-%E0%A6%85%E0%A6%AC-%E0%A6%A6%E0%A7%8D%E0%A6%AF-%E0%A6%B2%E0%A6%BE%E0%A6%87%E0%A6%AB-%E0%A6%85%E0%A6%AB-%E0%A6%AE%E0%A7%81%E0%A6%B9%E0%A6%BE%E0%A6%AE%E0%A7%8D%E0%A6%AE%E0%A6%A6-%28%E0%A6%B8%E0%A6%BE.%29,https://image.prothoma.com/productThumbs/2021/03/6059df74bf785_1616502644.jpg, , , , , , , , , , , 
দ্য লিটল প্রিন্স,"মহসীন হাবিব, অ্যানটোইনি ডে সেইন্ট এক্সোপেরি",150.00,120.00,https://www.prothoma.com/product/10672/%E0%A6%A6%E0%A7%8D%E0%A6%AF-%E0%A6%B2%E0%A6%BF%E0%A6%9F%E0%A6%B2-%E0%A6%AA%E0%A7%8D%E0%A6%B0%E0%A6%BF%E0%A6%A8%E0%A7%8D%E0%A6%B8,https://image.prothoma.com/productThumbs/2021/03/6059de6396196_1616502371.jpg, , , , , , , , , , , 
দ্য লাস্ট গার্ল,"নাদিয়া মুরাদ, জেন্না ক্রাজেস্কি",500.00,400.00,https://www.prothoma.com/product/10671/%E0%A6%A6%E0%A7%8D%E0%A6%AF-%E0%A6%B2%E0%A6%BE%E0%A6%B8%E0%A7%8D%E0%A6%9F-%E0%A6%97%E0%A6%BE%E0%A6%B0%E0%A7%8D%E0%A6%B2,https://image.prothoma.com/productThumbs/2021/03/6059d64b1ae69_1616500299.jpg, , , , , , , , , , , 
দি হান্ড্রেড- ইয়ার- ওল্ড -ম্যান,প্রমিত হোসেন,500.00,400.00,https://www.prothoma.com/product/10670/%E0%A6%A6%E0%A6%BF-%E0%A6%B9%E0%A6%BE%E0%A6%A8%E0%A7%8D%E0%A6%A1%E0%A7%8D%E0%A6%B0%E0%A7%87%E0%A6%A1--%E0%A6%87%E0%A6%AF%E0%A6%BC%E0%A6%BE%E0%A6%B0--%E0%A6%93%E0%A6%B2%E0%A7%8D%E0%A6%A1--%E0%A6%AE%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%A8,https://image.prothoma.com/productThumbs/2021/03/6059d49ec1f22_1616499870.jpg, , , , , , , , , , , 
দ্য অ্যালকেমিস্ট,পাওলো কোয়েলহো,250.00,200.00,https://www.prothoma.com/product/10669/%E0%A6%A6%E0%A7%8D%E0%A6%AF-%E0%A6%85%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%B2%E0%A6%95%E0%A7%87%E0%A6%AE%E0%A6%BF%E0%A6%B8%E0%A7%8D%E0%A6%9F,https://image.prothoma.com/productThumbs/2021/03/6059d320f0e7e_1616499488.jpg, , , , , , , , , , , 
তন্ত্রভেদ কিংবা শাপ উন্মোচন,সানজানা পায়েল,180.00,144.00,https://www.prothoma.com/product/10668/%E0%A6%A4%E0%A6%A8%E0%A7%8D%E0%A6%A4%E0%A7%8D%E0%A6%B0%E0%A6%AD%E0%A7%87%E0%A6%A6-%E0%A6%95%E0%A6%BF%E0%A6%82%E0%A6%AC%E0%A6%BE-%E0%A6%B6%E0%A6%BE%E0%A6%AA-%E0%A6%89%E0%A6%A8%E0%A7%8D%E0%A6%AE%E0%A7%8B%E0%A6%9A%E0%A6%A8,https://image.prothoma.com/productThumbs/2021/03/6059d2267cbf5_1616499238.jpg, , , , , , , , , , , 
টার্নিং পয়েন্টস,"এ. পি. জে. আবদুল কালাম, মনোজিৎকুমার দাস",200.00,160.00,https://www.prothoma.com/product/10667/%E0%A6%9F%E0%A6%BE%E0%A6%B0%E0%A7%8D%E0%A6%A8%E0%A6%BF%E0%A6%82-%E0%A6%AA%E0%A6%AF%E0%A6%BC%E0%A7%87%E0%A6%A8%E0%A7%8D%E0%A6%9F%E0%A6%B8,https://image.prothoma.com/productThumbs/2021/03/6059d148dfe9d_1616499016.jpg, , , , , , , , , , , 
মহীয়সী সুফিয়া কামাল,হুমায়ূন কবীর ঢালী,150.00,120.00,https://www.prothoma.com/product/10666/%E0%A6%AE%E0%A6%B9%E0%A7%80%E0%A6%AF%E0%A6%BC%E0%A6%B8%E0%A7%80-%E0%A6%B8%E0%A7%81%E0%A6%AB%E0%A6%BF%E0%A6%AF%E0%A6%BC%E0%A6%BE-%E0%A6%95%E0%A6%BE%E0%A6%AE%E0%A6%BE%E0%A6%B2,https://image.prothoma.com/productThumbs/2021/03/6059b870abb0a_1616492656.jpg, , , , , , , , , , , 
স্টিলহার্ট,ব্র্যান্ডন স্যান্ডারসন,440.00,352.00,https://www.prothoma.com/product/10665/%E0%A6%B8%E0%A7%8D%E0%A6%9F%E0%A6%BF%E0%A6%B2%E0%A6%B9%E0%A6%BE%E0%A6%B0%E0%A7%8D%E0%A6%9F,https://image.prothoma.com/productThumbs/2021/03/6059b669df256_1616492137.jpg, , , , , , , , , , , 
সোল মাউন্টেন,গাও ঝিংজিয়ান,350.00,280.00,https://www.prothoma.com/product/10664/%E0%A6%B8%E0%A7%8B%E0%A6%B2-%E0%A6%AE%E0%A6%BE%E0%A6%89%E0%A6%A8%E0%A7%8D%E0%A6%9F%E0%A7%87%E0%A6%A8,https://image.prothoma.com/productThumbs/2021/03/6059b5a86c2bc_1616491944.jpg, , , , , , , , , , , 
সং অব সলোমন,টনি মরিসন,440.00,352.00,https://www.prothoma.com/product/10663/%E0%A6%B8%E0%A6%82-%E0%A6%85%E0%A6%AC-%E0%A6%B8%E0%A6%B2%E0%A7%8B%E0%A6%AE%E0%A6%A8,https://image.prothoma.com/productThumbs/2021/03/6059b5094119a_1616491785.jpg, , , , , , , , , , , 
শেষ অধ্যায় নেই,সাদাত হোসাইন,400.00,320.00,https://www.prothoma.com/product/10662/%E0%A6%B6%E0%A7%87%E0%A6%B7-%E0%A6%85%E0%A6%A7%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%AF%E0%A6%BC-%E0%A6%A8%E0%A7%87%E0%A6%87,https://image.prothoma.com/productThumbs/2021/03/6059b3c0be923_1616491456.jpg, , , , , , , , , , , 
শায়ানের যাদুর পাখি,মাহবুবা চৌধুরী,180.00,144.00,https://www.prothoma.com/product/10661/%E0%A6%B6%E0%A6%BE%E0%A6%AF%E0%A6%BC%E0%A6%BE%E0%A6%A8%E0%A7%87%E0%A6%B0-%E0%A6%AF%E0%A6%BE%E0%A6%A6%E0%A7%81%E0%A6%B0-%E0%A6%AA%E0%A6%BE%E0%A6%96%E0%A6%BF,https://image.prothoma.com/productThumbs/2021/03/6059b30d86761_1616491277.jpg, , , , , , , , , , , 
দ্য রোমানস ফ্রম ভিলেজ টু এম্পায়ার,"ড্যানিয়েল জে. গারগোলা, জন আর. বোটরাইট, রিচার্ড জে. এ. টলবার্ট",440.00,352.00,https://www.prothoma.com/product/10660/%E0%A6%A6%E0%A7%8D%E0%A6%AF-%E0%A6%B0%E0%A7%8B%E0%A6%AE%E0%A6%BE%E0%A6%A8%E0%A6%B8-%E0%A6%AB%E0%A7%8D%E0%A6%B0%E0%A6%AE-%E0%A6%AD%E0%A6%BF%E0%A6%B2%E0%A7%87%E0%A6%9C-%E0%A6%9F%E0%A7%81-%E0%A6%8F%E0%A6%AE%E0%A7%8D%E0%A6%AA%E0%A6%BE%E0%A6%AF%E0%A6%BC%E0%A6%BE%E0%A6%B0,https://image.prothoma.com/productThumbs/2021/03/6059b2495b5f7_1616491081.jpg, , , , , , , , , , , 
রুবিক্স স্পেকট্রাম,খালেদ এইচ আরমান,350.00,280.00,https://www.prothoma.com/product/10659/%E0%A6%B0%E0%A7%81%E0%A6%AC%E0%A6%BF%E0%A6%95%E0%A7%8D%E0%A6%B8-%E0%A6%B8%E0%A7%8D%E0%A6%AA%E0%A7%87%E0%A6%95%E0%A6%9F%E0%A7%8D%E0%A6%B0%E0%A6%BE%E0%A6%AE,https://image.prothoma.com/productThumbs/2021/03/6059b113159f1_1616490771.jpg, , , , , , , , , , , 
রি ইগনাইটেড - বিজ্ঞানের পথ ধরে উজ্জ্বল ভবিষ্যতের দিকে,এ. পি. জে. আবদুল কালাম,300.00,240.00,https://www.prothoma.com/product/10658/%E0%A6%B0%E0%A6%BF-%E0%A6%87%E0%A6%97%E0%A6%A8%E0%A6%BE%E0%A6%87%E0%A6%9F%E0%A7%87%E0%A6%A1---%E0%A6%AC%E0%A6%BF%E0%A6%9C%E0%A7%8D%E0%A6%9E%E0%A6%BE%E0%A6%A8%E0%A7%87%E0%A6%B0-%E0%A6%AA%E0%A6%A5-%E0%A6%A7%E0%A6%B0%E0%A7%87-%E0%A6%89%E0%A6%9C%E0%A7%8D%E0%A6%9C%E0%A7%8D%E0%A6%AC%E0%A6%B2-%E0%A6%AD%E0%A6%AC%E0%A6%BF%E0%A6%B7%E0%A7%8D%E0%A6%AF%E0%A6%A4%E0%A7%87%E0%A6%B0-%E0%A6%A6%E0%A6%BF%E0%A6%95%E0%A7%87,https://image.prothoma.com/productThumbs/2021/03/6059b047a6d50_1616490567.jpg, , , , , , , , , , , 
রেহাম খান,রেহাম নাইয়ার খান,750.00,600.00,https://www.prothoma.com/product/10657/%E0%A6%B0%E0%A7%87%E0%A6%B9%E0%A6%BE%E0%A6%AE-%E0%A6%96%E0%A6%BE%E0%A6%A8,https://image.prothoma.com/productThumbs/2021/03/6059af5036ae0_1616490320.jpg, , , , , , , , , , , 
রাত পৌষালী,আজাদ মাহবুবুল,220.00,176.00,https://www.prothoma.com/product/10656/%E0%A6%B0%E0%A6%BE%E0%A6%A4-%E0%A6%AA%E0%A7%8C%E0%A6%B7%E0%A6%BE%E0%A6%B2%E0%A7%80,https://image.prothoma.com/productThumbs/2021/03/6059ae88616a8_1616490120.jpg, , , , , , , , , , , 
পোটকরা টু ম্যানহাটন,আসিফ আকবর,600.00,480.00,https://www.prothoma.com/product/10655/%E0%A6%AA%E0%A7%8B%E0%A6%9F%E0%A6%95%E0%A6%B0%E0%A6%BE-%E0%A6%9F%E0%A7%81-%E0%A6%AE%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%A8%E0%A6%B9%E0%A6%BE%E0%A6%9F%E0%A6%A8,https://image.prothoma.com/productThumbs/2021/03/6059add3ad9f9_1616489939.jpg, , , , , , , , , , , 
পলাশী থেকে বাগদাদ,মতিউর রহমান চৌধুরী,220.00,176.00,https://www.prothoma.com/product/10654/%E0%A6%AA%E0%A6%B2%E0%A6%BE%E0%A6%B6%E0%A7%80-%E0%A6%A5%E0%A7%87%E0%A6%95%E0%A7%87-%E0%A6%AC%E0%A6%BE%E0%A6%97%E0%A6%A6%E0%A6%BE%E0%A6%A6,https://image.prothoma.com/productThumbs/2021/03/6059acce10dc8_1616489678.jpg, , , , , , , , , , , 
প্লেয়িং ইট মাই ওয়ে,মহিউল ইসলাম মিঠু,500.00,400.00,https://www.prothoma.com/product/10653/%E0%A6%AA%E0%A7%8D%E0%A6%B2%E0%A7%87%E0%A6%AF%E0%A6%BC%E0%A6%BF%E0%A6%82-%E0%A6%87%E0%A6%9F-%E0%A6%AE%E0%A6%BE%E0%A6%87-%E0%A6%93%E0%A6%AF%E0%A6%BC%E0%A7%87,https://image.prothoma.com/productThumbs/2021/03/6059ac2a613d9_1616489514.jpg, , , , , , , , , , , 
অতিমাত্রায় প্রাকৃত,মাসুম আহমেদ আদি,150.00,120.00,https://www.prothoma.com/product/10651/%E0%A6%85%E0%A6%A4%E0%A6%BF%E0%A6%AE%E0%A6%BE%E0%A6%A4%E0%A7%8D%E0%A6%B0%E0%A6%BE%E0%A6%AF%E0%A6%BC-%E0%A6%AA%E0%A7%8D%E0%A6%B0%E0%A6%BE%E0%A6%95%E0%A7%83%E0%A6%A4,https://image.prothoma.com/productThumbs/2021/03/60598e534303d_1616481875.jpg, , , , , , , , , , , 
অরিজিন,"",550.00,440.00,https://www.prothoma.com/product/10650/%E0%A6%85%E0%A6%B0%E0%A6%BF%E0%A6%9C%E0%A6%BF%E0%A6%A8,https://image.prothoma.com/productThumbs/2021/03/605988609b8f3_1616480352.jpg, , , , , , , , , , , 
নয়া মাধ্যম ও আমাদের জীবন,হেলেনা ফেরদৌসী,400.00,320.00,https://www.prothoma.com/product/10649/%E0%A6%A8%E0%A6%AF%E0%A6%BC%E0%A6%BE-%E0%A6%AE%E0%A6%BE%E0%A6%A7%E0%A7%8D%E0%A6%AF%E0%A6%AE-%E0%A6%93-%E0%A6%86%E0%A6%AE%E0%A6%BE%E0%A6%A6%E0%A7%87%E0%A6%B0-%E0%A6%9C%E0%A7%80%E0%A6%AC%E0%A6%A8,https://image.prothoma.com/productThumbs/2021/03/6059853c876bc_1616479548.jpg, , , , , , , , , , , 
নিয়তির নর্তকী,তারা মৈত্রী,150.00,120.00,https://www.prothoma.com/product/10648/%E0%A6%A8%E0%A6%BF%E0%A6%AF%E0%A6%BC%E0%A6%A4%E0%A6%BF%E0%A6%B0-%E0%A6%A8%E0%A6%B0%E0%A7%8D%E0%A6%A4%E0%A6%95%E0%A7%80,https://image.prothoma.com/productThumbs/2021/03/60598457a2263_1616479319.jpg, , , , , , , , , , , 
নিষ্পাপ প্রমের মৃত্যু,সাহাদত হোসেন খান,300.00,240.00,https://www.prothoma.com/product/10647/%E0%A6%A8%E0%A6%BF%E0%A6%B7%E0%A7%8D%E0%A6%AA%E0%A6%BE%E0%A6%AA-%E0%A6%AA%E0%A7%8D%E0%A6%B0%E0%A6%AE%E0%A7%87%E0%A6%B0-%E0%A6%AE%E0%A7%83%E0%A6%A4%E0%A7%8D%E0%A6%AF%E0%A7%81,https://image.prothoma.com/productThumbs/2021/03/6059820e59f31_1616478734.jpg, , , , , , , , , , , 
নির্বাসন,সাদাত হোসাইন,590.00,472.00,https://www.prothoma.com/product/10646/%E0%A6%A8%E0%A6%BF%E0%A6%B0%E0%A7%8D%E0%A6%AC%E0%A6%BE%E0%A6%B8%E0%A6%A8,https://image.prothoma.com/productThumbs/2021/03/6059809ebbe64_1616478366.jpg, , , , , , , , , , , 
নির্বাচিত মুক্তিযুদ্ধের গল্প,রফিকুর রশীদ,600.00,480.00,https://www.prothoma.com/product/10645/%E0%A6%A8%E0%A6%BF%E0%A6%B0%E0%A7%8D%E0%A6%AC%E0%A6%BE%E0%A6%9A%E0%A6%BF%E0%A6%A4-%E0%A6%AE%E0%A7%81%E0%A6%95%E0%A7%8D%E0%A6%A4%E0%A6%BF%E0%A6%AF%E0%A7%81%E0%A6%A6%E0%A7%8D%E0%A6%A7%E0%A7%87%E0%A6%B0-%E0%A6%97%E0%A6%B2%E0%A7%8D%E0%A6%AA,https://image.prothoma.com/productThumbs/2021/03/6059800e9f162_1616478222.jpg, , , , , , , , , , , 
নিদ কঙ্কণ,আজাদ মাহবুবুল,240.00,192.00,https://www.prothoma.com/product/10644/%E0%A6%A8%E0%A6%BF%E0%A6%A6-%E0%A6%95%E0%A6%99%E0%A7%8D%E0%A6%95%E0%A6%A3,https://image.prothoma.com/productThumbs/2021/03/60597e8805721_1616477832.jpg, , , , , , , , , , , 
মাই আনফরগটেবল মেমরিজ,মমতা ব্যানার্জী,260.00,208.00,https://www.prothoma.com/product/10643/%E0%A6%AE%E0%A6%BE%E0%A6%87-%E0%A6%86%E0%A6%A8%E0%A6%AB%E0%A6%B0%E0%A6%97%E0%A6%9F%E0%A7%87%E0%A6%AC%E0%A6%B2-%E0%A6%AE%E0%A7%87%E0%A6%AE%E0%A6%B0%E0%A6%BF%E0%A6%9C,https://image.prothoma.com/productThumbs/2021/03/60597d01263fc_1616477441.jpg, , , , , , , , , , , 
মাই লাইফ,ফিদেল ক্যাস্ত্রো,500.00,400.00,https://www.prothoma.com/product/10642/%E0%A6%AE%E0%A6%BE%E0%A6%87-%E0%A6%B2%E0%A6%BE%E0%A6%87%E0%A6%AB,https://image.prothoma.com/productThumbs/2021/03/60597bc50011a_1616477125.jpg, , , , , , , , , , , 
মখমলি মাফলার,কিঙ্কর আহ্‌সান,200.00,160.00,https://www.prothoma.com/product/10641/%E0%A6%AE%E0%A6%96%E0%A6%AE%E0%A6%B2%E0%A6%BF-%E0%A6%AE%E0%A6%BE%E0%A6%AB%E0%A6%B2%E0%A6%BE%E0%A6%B0,https://image.prothoma.com/productThumbs/2021/03/605979df28b0a_1616476639.jpg, , , , , , , , , , , 
মুহম্মদ (স.) : এ প্রফেট ফর আওয়ার টাইম,ক্যারেন আর্মস্ট্রং,320.00,256.00,https://www.prothoma.com/product/10637/%E0%A6%AE%E0%A7%81%E0%A6%B9%E0%A6%AE%E0%A7%8D%E0%A6%AE%E0%A6%A6-%28%E0%A6%B8.%29-:-%E0%A6%8F-%E0%A6%AA%E0%A7%8D%E0%A6%B0%E0%A6%AB%E0%A7%87%E0%A6%9F-%E0%A6%AB%E0%A6%B0-%E0%A6%86%E0%A6%93%E0%A6%AF%E0%A6%BC%E0%A6%BE%E0%A6%B0-%E0%A6%9F%E0%A6%BE%E0%A6%87%E0%A6%AE,https://image.prothoma.com/productThumbs/2021/03/60589022a6d40_1616416802.jpg, , , , , , , , , , , 
মহামানব গৌতম বুদ্ধ,ড. জিতেন্দ্র লাল বড়ুয়া,300.00,240.00,https://www.prothoma.com/product/10636/%E0%A6%AE%E0%A6%B9%E0%A6%BE%E0%A6%AE%E0%A6%BE%E0%A6%A8%E0%A6%AC-%E0%A6%97%E0%A7%8C%E0%A6%A4%E0%A6%AE-%E0%A6%AC%E0%A7%81%E0%A6%A6%E0%A7%8D%E0%A6%A7,https://image.prothoma.com/productThumbs/2021/03/60588f578a1e7_1616416599.jpg, , , , , , , , , , , 
মহাকবির সমস্যা,সাইমন জাকারিয়া,160.00,128.00,https://www.prothoma.com/product/10635/%E0%A6%AE%E0%A6%B9%E0%A6%BE%E0%A6%95%E0%A6%AC%E0%A6%BF%E0%A6%B0-%E0%A6%B8%E0%A6%AE%E0%A6%B8%E0%A7%8D%E0%A6%AF%E0%A6%BE,https://image.prothoma.com/productThumbs/2021/03/60588e75c01df_1616416373.jpg, , , , , , , , , , , 
দি মিনিস্ট্রি অব আটমোস্ট হ্যাপিনেস,অরুন্ধতী রায়,500.00,400.00,https://www.prothoma.com/product/10634/%E0%A6%A6%E0%A6%BF-%E0%A6%AE%E0%A6%BF%E0%A6%A8%E0%A6%BF%E0%A6%B8%E0%A7%8D%E0%A6%9F%E0%A7%8D%E0%A6%B0%E0%A6%BF-%E0%A6%85%E0%A6%AC-%E0%A6%86%E0%A6%9F%E0%A6%AE%E0%A7%8B%E0%A6%B8%E0%A7%8D%E0%A6%9F-%E0%A6%B9%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%AA%E0%A6%BF%E0%A6%A8%E0%A7%87%E0%A6%B8,https://image.prothoma.com/productThumbs/2021/03/60588d7d9731f_1616416125.jpg, , , , , , , , , , , 
মিডনাইট`স চিলড্রেন,সালমান রুশদি,400.00,320.00,https://www.prothoma.com/product/10633/%E0%A6%AE%E0%A6%BF%E0%A6%A1%E0%A6%A8%E0%A6%BE%E0%A6%87%E0%A6%9F%60%E0%A6%B8-%E0%A6%9A%E0%A6%BF%E0%A6%B2%E0%A6%A1%E0%A7%8D%E0%A6%B0%E0%A7%87%E0%A6%A8,https://image.prothoma.com/productThumbs/2021/03/60588cae8626e_1616415918.jpg, , , , , , , , , , , 
শামস-ই তাবরিজি`র আত্মজীবনী : মি অ্যান্ড রুমি,শামস-ই তাবরিজি,660.00,528.00,https://www.prothoma.com/product/10632/%E0%A6%B6%E0%A6%BE%E0%A6%AE%E0%A6%B8-%E0%A6%87-%E0%A6%A4%E0%A6%BE%E0%A6%AC%E0%A6%B0%E0%A6%BF%E0%A6%9C%E0%A6%BF%60%E0%A6%B0-%E0%A6%86%E0%A6%A4%E0%A7%8D%E0%A6%AE%E0%A6%9C%E0%A7%80%E0%A6%AC%E0%A6%A8%E0%A7%80-:-%E0%A6%AE%E0%A6%BF-%E0%A6%85%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%A8%E0%A7%8D%E0%A6%A1-%E0%A6%B0%E0%A7%81%E0%A6%AE%E0%A6%BF,https://image.prothoma.com/productThumbs/2021/03/60588bda658b6_1616415706.jpg, , , , , , , , , , , 
মানুষ একটি মুখোশের নাম,আখতার উজ্জামান সুমন,400.00,320.00,https://www.prothoma.com/product/10631/%E0%A6%AE%E0%A6%BE%E0%A6%A8%E0%A7%81%E0%A6%B7-%E0%A6%8F%E0%A6%95%E0%A6%9F%E0%A6%BF-%E0%A6%AE%E0%A7%81%E0%A6%96%E0%A7%8B%E0%A6%B6%E0%A7%87%E0%A6%B0-%E0%A6%A8%E0%A6%BE%E0%A6%AE,https://image.prothoma.com/productThumbs/2021/03/60588a19d3344_1616415257.jpg, , , , , , , , , , , 
ম্যানুসক্রিপ্ট ফাউন্ড ইন আক্রা,পাওলো কোয়েলহো,200.00,160.00,https://www.prothoma.com/product/10630/%E0%A6%AE%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%A8%E0%A7%81%E0%A6%B8%E0%A6%95%E0%A7%8D%E0%A6%B0%E0%A6%BF%E0%A6%AA%E0%A7%8D%E0%A6%9F-%E0%A6%AB%E0%A6%BE%E0%A6%89%E0%A6%A8%E0%A7%8D%E0%A6%A1-%E0%A6%87%E0%A6%A8-%E0%A6%86%E0%A6%95%E0%A7%8D%E0%A6%B0%E0%A6%BE,https://image.prothoma.com/productThumbs/2021/03/60588960161ed_1616415072.jpg, , , , , , , , , , , 
