Title,Author,Original Price,Discounted Price,URL,Image,Summary,Book_Title,Book_Author,Translator,Editor,Publisher,ISBN,Edition,Number Of Pages,Country,Language
রহস্যময় মহাবিশ্ব,পৃথ্বীরাজ সেন,"TK. 1,170","",https://rokomari.com//book/137879/rahosshomoy-mohabishow,https://ds.rokomari.store/rokomari110/ProductNew20190903/130X186/book_av.png,"",রহস্যময় মহাবিশ্ব,পৃথ্বীরাজ সেন, , ,ভাষা ও সাহিত্য,9788184380836, ,480,ভারত,বাংলা
