Title,Author,Original Price,Discounted Price,URL,Image,Summary,Book_Title,Book_Author,Translator,Editor,Publisher,ISBN,Edition,Number Of Pages,Country,Language
Songs of Innocence and Songs of Experience,উইলিয়াম ব্লাকি,TK. 898,"",https://rokomari.com//book/175727/songs-of-innocence-and-songs-of-experience,https://ds.rokomari.store/rokomari110/ProductNew20190903/130X186/69d5a0c30_175727.jpg,"",Songs of Innocence and Songs of Experience,William Blake, , ,SC Active Business Development Srl,9786069833032,"1st Edition,2017",80,India,English
