Title,Author,Original Price,Discounted Price,URL,Image,Summary,Book_Title,Book_Author,Translator,Editor,Publisher,ISBN,Edition,Number Of Pages,Country,Language
"Subject : Cinema, Object : Women ; A Study of the Portrayal of Women in Indian Cinema",সোমা চ্যাটার্জি,TK. 891,"",https://rokomari.com//book/109370/subject---cinema--object---women---a-study-of-the-portrayal-of-women-in-indian-cinema,https://ds.rokomari.store/rokomari110/ProductNew20190903/130X186/book_av.png,"","Subject : Cinema,Object : Women ; A Study of the Portrayal of Women in Indian Cinema",Shoma Chatterji, , ,Parumita Publication,9788187867005,1998,298,India,English
