Title,Author,Original Price,Discounted Price,URL
বিজ্ঞানমনস্ক রবীন্দ্রনাথ,তপন চক্রবর্তী,২৫০.০০ টাকা,২০০.০০ টাকা,https://www.prothoma.com/product/9263/%E0%A6%AC%E0%A6%BF%E0%A6%9C%E0%A7%8D%E0%A6%9E%E0%A6%BE%E0%A6%A8%E0%A6%AE%E0%A6%A8%E0%A6%B8%E0%A7%8D%E0%A6%95-%E0%A6%B0%E0%A6%AC%E0%A7%80%E0%A6%A8%E0%A7%8D%E0%A6%A6%E0%A7%8D%E0%A6%B0%E0%A6%A8%E0%A6%BE%E0%A6%A5
সেরা সাত হিমু - হুমাযূন আহমেদ,হুমায়ূন আহমেদ,৬৫০.০০ টাকা,৫২০.০০ টাকা,https://www.prothoma.com/product/8854/%E0%A6%B8%E0%A7%87%E0%A6%B0%E0%A6%BE-%E0%A6%B8%E0%A6%BE%E0%A6%A4-%E0%A6%B9%E0%A6%BF%E0%A6%AE%E0%A7%81---%E0%A6%B9%E0%A7%81%E0%A6%AE%E0%A6%BE%E0%A6%AF%E0%A7%82%E0%A6%A8-%E0%A6%86%E0%A6%B9%E0%A6%AE%E0%A7%87%E0%A6%A6
চিত্রকলা বিজ্ঞান ও প্রযুক্তি,সৈয়দ লুৎফুল হক,২২৫.০০ টাকা,১৮০.০০ টাকা,https://www.prothoma.com/product/8415/%E0%A6%9A%E0%A6%BF%E0%A6%A4%E0%A7%8D%E0%A6%B0%E0%A6%95%E0%A6%B2%E0%A6%BE-%E0%A6%AC%E0%A6%BF%E0%A6%9C%E0%A7%8D%E0%A6%9E%E0%A6%BE%E0%A6%A8-%E0%A6%93-%E0%A6%AA%E0%A7%8D%E0%A6%B0%E0%A6%AF%E0%A7%81%E0%A6%95%E0%A7%8D%E0%A6%A4%E0%A6%BF
এর জন্যে মানুষ কাঁদে,শেখ আবদুল হাকিম,১৫০.০০ টাকা,১২০.০০ টাকা,https://www.prothoma.com/product/8022/%E0%A6%8F%E0%A6%B0-%E0%A6%9C%E0%A6%A8%E0%A7%8D%E0%A6%AF%E0%A7%87-%E0%A6%AE%E0%A6%BE%E0%A6%A8%E0%A7%81%E0%A6%B7-%E0%A6%95%E0%A6%BE%E0%A6%81%E0%A6%A6%E0%A7%87
কোম্পানি আমলে ঢাকা,Home,২৫০.০০ টাকা,২০০.০০ টাকা,https://www.prothoma.com/product/7457/%E0%A6%95%E0%A7%8B%E0%A6%AE%E0%A7%8D%E0%A6%AA%E0%A6%BE%E0%A6%A8%E0%A6%BF-%E0%A6%86%E0%A6%AE%E0%A6%B2%E0%A7%87-%E0%A6%A2%E0%A6%BE%E0%A6%95%E0%A6%BE
মাছ রান্না,রিমা জুলফিকার,৬০০.০০ টাকা,৪৮০.০০ টাকা,https://www.prothoma.com/product/7455/%E0%A6%AE%E0%A6%BE%E0%A6%9B-%E0%A6%B0%E0%A6%BE%E0%A6%A8%E0%A7%8D%E0%A6%A8%E0%A6%BE
রাসসুন্দরী থেকে রোকেয়া,গোলাম মুরশিদ,৩৫০.০০ টাকা,২৮০.০০ টাকা,https://www.prothoma.com/product/7447/%E0%A6%B0%E0%A6%BE%E0%A6%B8%E0%A6%B8%E0%A7%81%E0%A6%A8%E0%A7%8D%E0%A6%A6%E0%A6%B0%E0%A7%80-%E0%A6%A5%E0%A7%87%E0%A6%95%E0%A7%87-%E0%A6%B0%E0%A7%8B%E0%A6%95%E0%A7%87%E0%A6%AF%E0%A6%BC%E0%A6%BE
দেবদাস,শরৎচন্দ্র চট্টোপাধ্যায়,১০০.০০ টাকা,৮০.০০ টাকা,https://www.prothoma.com/product/7444/%E0%A6%A6%E0%A7%87%E0%A6%AC%E0%A6%A6%E0%A6%BE%E0%A6%B8
অহিংসা,মানিক বন্দ্যোপাধ্যায়,১২০.০০ টাকা,৯৬.০০ টাকা,https://www.prothoma.com/product/7432/%E0%A6%85%E0%A6%B9%E0%A6%BF%E0%A6%82%E0%A6%B8%E0%A6%BE
ছোটবকুলপুরের যাত্রী,মানিক বন্দ্যোপাধ্যায়,১০০.০০ টাকা,৮০.০০ টাকা,https://www.prothoma.com/product/7428/%E0%A6%9B%E0%A7%8B%E0%A6%9F%E0%A6%AC%E0%A6%95%E0%A7%81%E0%A6%B2%E0%A6%AA%E0%A7%81%E0%A6%B0%E0%A7%87%E0%A6%B0-%E0%A6%AF%E0%A6%BE%E0%A6%A4%E0%A7%8D%E0%A6%B0%E0%A7%80
চতুষ্কোণ,মানিক বন্দ্যোপাধ্যায়,১২০.০০ টাকা,৯৬.০০ টাকা,https://www.prothoma.com/product/7430/%E0%A6%9A%E0%A6%A4%E0%A7%81%E0%A6%B7%E0%A7%8D%E0%A6%95%E0%A7%8B%E0%A6%A3
NA MANUSH,হাফিজ আল ফারুকী,১৭৫.০০ টাকা,১৪০.০০ টাকা,https://www.prothoma.com/product/7035/na-manush
কেনিয়ান সাফারি মাসাই মারার প্রান্তরে,ফারুক মঈনউদ্দীন,১৩০.০০ টাকা,১০৪.০০ টাকা,https://www.prothoma.com/product/7027/%E0%A6%95%E0%A7%87%E0%A6%A8%E0%A6%BF%E0%A6%AF%E0%A6%BC%E0%A6%BE%E0%A6%A8-%E0%A6%B8%E0%A6%BE%E0%A6%AB%E0%A6%BE%E0%A6%B0%E0%A6%BF-%E0%A6%AE%E0%A6%BE%E0%A6%B8%E0%A6%BE%E0%A6%87-%E0%A6%AE%E0%A6%BE%E0%A6%B0%E0%A6%BE%E0%A6%B0-%E0%A6%AA%E0%A7%8D%E0%A6%B0%E0%A6%BE%E0%A6%A8%E0%A7%8D%E0%A6%A4%E0%A6%B0%E0%A7%87
শিশু-কিশোর রচনাসমগ্র ২ - হায়াৎ মামুদ,হায়াৎ মামুদ,৩৫০.০০ টাকা,২৮০.০০ টাকা,https://www.prothoma.com/product/7025/%E0%A6%B6%E0%A6%BF%E0%A6%B6%E0%A7%81-%E0%A6%95%E0%A6%BF%E0%A6%B6%E0%A7%8B%E0%A6%B0-%E0%A6%B0%E0%A6%9A%E0%A6%A8%E0%A6%BE%E0%A6%B8%E0%A6%AE%E0%A6%97%E0%A7%8D%E0%A6%B0-%E0%A7%A8---%E0%A6%B9%E0%A6%BE%E0%A6%AF%E0%A6%BC%E0%A6%BE%E0%A7%8E-%E0%A6%AE%E0%A6%BE%E0%A6%AE%E0%A7%81%E0%A6%A6
পুতুলনাচের ইতিকথা,মানিক বন্দ্যোপাধ্যায়,২২৮.০০ টাকা,১৮২.৪০ টাকা,https://www.prothoma.com/product/6083/%E0%A6%AA%E0%A7%81%E0%A6%A4%E0%A7%81%E0%A6%B2%E0%A6%A8%E0%A6%BE%E0%A6%9A%E0%A7%87%E0%A6%B0-%E0%A6%87%E0%A6%A4%E0%A6%BF%E0%A6%95%E0%A6%A5%E0%A6%BE
পাশ্চাত্য দর্শনের ইতিহাস ১ - বার্ট্রান্ড রাসেল,বারট্রান্ড রাসেল,২৭৫.০০ টাকা,২২০.০০ টাকা,https://www.prothoma.com/product/6000/%E0%A6%AA%E0%A6%BE%E0%A6%B6%E0%A7%8D%E0%A6%9A%E0%A6%BE%E0%A6%A4%E0%A7%8D%E0%A6%AF-%E0%A6%A6%E0%A6%B0%E0%A7%8D%E0%A6%B6%E0%A6%A8%E0%A7%87%E0%A6%B0-%E0%A6%87%E0%A6%A4%E0%A6%BF%E0%A6%B9%E0%A6%BE%E0%A6%B8-%E0%A7%A7---%E0%A6%AC%E0%A6%BE%E0%A6%B0%E0%A7%8D%E0%A6%9F%E0%A7%8D%E0%A6%B0%E0%A6%BE%E0%A6%A8%E0%A7%8D%E0%A6%A1-%E0%A6%B0%E0%A6%BE%E0%A6%B8%E0%A7%87%E0%A6%B2
ইতিহাস ও ঐতিহাসিক,এ কে এম শাহনাওয়াজ ,৪০০.০০ টাকা,৩২০.০০ টাকা,https://www.prothoma.com/product/5919/%E0%A6%87%E0%A6%A4%E0%A6%BF%E0%A6%B9%E0%A6%BE%E0%A6%B8-%E0%A6%93-%E0%A6%90%E0%A6%A4%E0%A6%BF%E0%A6%B9%E0%A6%BE%E0%A6%B8%E0%A6%BF%E0%A6%95
