Title,Author,Original Price,Discounted Price,URL,Image,Summary,Book_Title,Book_Author,Translator,Editor,Publisher,ISBN,Edition,Number Of Pages,Country,Language
ছহি জোয়াহেরে মারফত ও শেরেগঞ্জ,সৈয়দ শাহরিয়ার রহমান,TK. 225,TK. 191,https://rokomari.com//book/55559/chohi-jowayhere-marfat-o-sheragonj,https://ds.rokomari.store/rokomari110/ProductNew20190903/130X186/book_av.png,"",ছহি জোয়াহেরে মারফত ও শেরেগঞ্জ,সৈয়দ শাহরিয়ার রহমান, , ,শাহ্‌ ফাউন্ডেশন, , , ,বাংলাদেশ,বাংলা
