Title,Author,Original Price,Discounted Price,URL,Summary,Book_Title,Book_Author,Translator,Editor,Publisher,ISBN,Edition,Number Of Pages,Country,Language
জামেউত তিরমিযী-হাদীস বিভাগ দ্বিতীয় পত্র (কামিল প্রথম পর্ব),মাওলানা মুহাম্মদ রফিকুল ইসলাম,"",TK. 305,https://rokomari.com//book/129789/jameut-tirjimi-hadith-bibag-2nd-paper--kamil-1st-part-,"",জামেউত তিরমিযী-হাদীস বিভাগ দ্বিতীয় পত্র (কামিল প্রথম পর্ব),"মাওলানা মুহাম্মদ রফিকুল ইসলাম,এস এম আনওয়ারুল করীম,মাওলানা মোহাম্মদ মোহিব্বুল্লাহ আজাদ,মুফতি মাওলানা মুহাম্মদ আবদুস সালাম,মাওলানা জাভেদ আহমদ", ,এম. এ. সাঈদ,আল ফাতাহ পাবলিকেশন্স, , ,846,বাংলাদেশ,বাংলা
আল ফিকহ : হেদায়া ও তারীখু ইলমিল ফিকহ (ফাযিল স্নাতক ২য় বর্ষ) ,মাওলানা মোহাম্মদ মোহিব্বুল্লাহ আজাদ,"",TK. 230,https://rokomari.com//book/153659/al-fiqha---hadaya-and-tarikhu-ilmil-fiqha--fazil-hon-s-2nd-year-,"",আল ফিকহ : হেদায়া ও তারীখু ইলমিল ফিকহ (ফাযিল স্নাতক ২য় বর্ষ), , ,মাওলানা মোহাম্মদ মোহিব্বুল্লাহ আজাদ,আল ফাতাহ পাবলিকেশন্স, ,"1st Published,2017",632,বাংলাদেশ,বাংলা
উলূমুল আরাবিয়্যাহ ওয়াশ শরীয়াহ : উসূলুল ফিকহ ও দাওয়াহ (তৃতীয় পত্র ফাযিল ২য় বর্ষ),মাওলানা মোহাম্মদ মোহিব্বুল্লাহ আজাদ,"",TK. 320,https://rokomari.com//book/153658/ulumul-arabiya-owas-shariya---usulul-fiqha-o-dawra--3rd-paper-fazil-2nd-year-,"",উলূমুল আরাবিয়্যাহ ওয়াশ শরীয়াহ : উসূলুল ফিকহ ও দাওয়াহ (তৃতীয় পত্র ফাযিল ২য় বর্ষ), , ,মাওলানা মোহাম্মদ মোহিব্বুল্লাহ আজাদ,আল ফাতাহ পাবলিকেশন্স, ,"1st Published,2017",952,বাংলাদেশ,বাংলা
আল আরাবিয়্যাতুত তাতবীকিয়্যাহ (ফাযিল স্নাতক ২য় বর্ষ),ড. মুহাম্মদ মুনিরুজ্জামান,"",TK. 330,https://rokomari.com//book/154618/al-arabiyatut-tatbikiyaho--fazil-hon-s-2nd-year-,"",আল আরাবিয়্যাতুত তাতবীকিয়্যাহ (ফাযিল স্নাতক ২য় বর্ষ),"ড. মুহাম্মদ মুনিরুজ্জামান,মাওলানা মোঃ ইউসুফ আলী", , ,আল ফাতাহ পাবলিকেশন্স, ,"1st Published,2018",994,বাংলাদেশ,বাংলা
ইসলামের ইতিহাস-তৃতীয় পত্র (ফাযিল স্নাতক তৃতীয় বর্ষ),আবদুল সালাম হাওলাদার,TK. 177,TK. 163,https://rokomari.com//book/165032/islamer-ithas-3rd-paper--fazil-snatok-3rd-year-,"",ইসলামের ইতিহাস-তৃতীয় পত্র (ফাযিল স্নাতক তৃতীয় বর্ষ),আবদুল সালাম হাওলাদার, , ,আল ফাতাহ পাবলিকেশন্স, ,"1st Published,2017",406,বাংলাদেশ,বাংলা
দাখিল এক্সক্লুসিভ সাজেশন ও মডেল টেস্ট,আল ফাতাহ পাবলিকেশন্স,"",TK. 275,https://rokomari.com//book/201449/dakhil-exclusive-suggestions-and-model-tests,"",দাখিল এক্সক্লুসিভ সাজেশন ও মডেল টেস্ট, , ,আল ফাতাহ পাবলিকেশন্স,আল ফাতাহ পাবলিকেশন্স, ,"1st Published,2020", ,বাংলাদেশ,বাংলা
আররি ২য় পত্র দাখিল পরীক্ষা-২০২২,আল ফাতাহ পাবলিকেশন্স,"",TK. 185,https://rokomari.com//book/201869/arbi-2nd-paper-dakhil-exam-2022,"",আররি ২য় পত্র দাখিল পরীক্ষা-২০২২, , ,আল ফাতাহ পাবলিকেশন্স,আল ফাতাহ পাবলিকেশন্স, ,"Edition,2020", ,বাংলাদেশ,বাংলা
সৃজনশীল গণিত (বহুনির্বাচনি ও রচনামূলক) দাখিল পরীক্ষা-২০২২,আল ফাতাহ পাবলিকেশন্স,"",TK. 330,https://rokomari.com//book/201878/srijonshil-math--bohunirbachoni-o-rochonamulok--dakhil-exam-2022,"",সৃজনশীল গণিত (বহুনির্বাচনি ও রচনামূলক) দাখিল পরীক্ষা-২০২২, , ,আল ফাতাহ পাবলিকেশন্স,আল ফাতাহ পাবলিকেশন্স, ,"Edition,2020",256,বাংলাদেশ,বাংলা
আররি ১ম পত্র দাখিল পরীক্ষা-২০২২,আল ফাতাহ পাবলিকেশন্স,"",TK. 190,https://rokomari.com//book/201868/arbi-1st-paper-dakhil-exam-2022,"",আররি ১ম পত্র দাখিল পরীক্ষা-২০২২, , ,আল ফাতাহ পাবলিকেশন্স,আল ফাতাহ পাবলিকেশন্স, ,"Edition,2020", ,বাংলাদেশ,বাংলা
হাদীস শরীফ (নৈর্ব্যক্তিক ও রচনামূলক) দাখিল পরীক্ষা-২০২২,আল ফাতাহ পাবলিকেশন্স,"",TK. 210,https://rokomari.com//book/201875/hadis-shorif--noirbyktik-o-rochonamulok--dakhil-exam-2022,"",হাদীস শরীফ (নৈর্ব্যক্তিক ও রচনামূলক) দাখিল পরীক্ষা-২০২২, , ,আল ফাতাহ পাবলিকেশন্স,আল ফাতাহ পাবলিকেশন্স, ,"Edition,2020", ,বাংলাদেশ,বাংলা
ফাজিল ডিগ্রী কম্পোলসরি ইংলিশ মডেল টেস্ট-২য় বর্ষ (সমাধানসহ),মো: শফিকুল ইসলাম,TK. 725,TK. 616,https://rokomari.com//book/99248/fazil-degree-compulsory-english-model-test-2--with-solution-,"",ফাজিল ডিগ্রী কম্পোলসরি ইংলিশ মডেল টেস্ট-২য় বর্ষ (সমাধানসহ),মো: শফিকুল ইসলাম, , ,Al Fatah Publications, ,"1st,2015", ,Bangladesh,Bangla & English
Communicative English 2nd Paper Dakhil Exam-2022,আল ফাতাহ পাবলিকেশন্স,"",TK. 250,https://rokomari.com//book/201877/communicative-english-2nd-paper-dakhil-exam-2022,"",Communicative English 2nd Paper Dakhil Exam-2022, , ,Al Fatah Publiscations,Al Fatah Publications, ,"Edition,2020", ,Bangladesh,English
