Title,Author,Original Price,Discounted Price,URL,Summary,Book_Title,Book_Author,Translator,Editor,Publisher,ISBN,Edition,Number Of Pages,Country,Language
তবলা বিজ্ঞান দ্বিতীয় খন্ড (সঙ্গীত প্রভাকর ও সঙ্গীত প্রবীণ)(শাস্ত্রীয় ও ক্রিয়াত্মক),ইন্দুভূষণ রায়,"",TK. 360,https://rokomari.com//book/137832/tobla-biggan,"",তবলা বিজ্ঞান দ্বিতীয় খন্ড (সঙ্গীত প্রভাকর ও সঙ্গীত প্রবীণ)(শাস্ত্রীয় ও ক্রিয়াত্মক),ইন্দুভূষণ রায়, , ,আদি নাথ ব্রাদার্স (ভারত), ,"2nd Edition,2015",284,ভারত,বাংলা
সঙ্গীতশাস্ত্র -৩য় খণ্ড,ইন্দুভূষণ রায়,"",TK. 450,https://rokomari.com//book/137802/sangeetshastro--3rd-part,"",সঙ্গীতশাস্ত্র -৩য় খণ্ড,ইন্দুভূষণ রায়, , ,আদি নাথ ব্রাদার্স (ভারত), ,2010, ,ভারত,বাংলা
সঙ্গীতশাস্ত্র -২য় খণ্ড,ইন্দুভূষণ রায়,"",TK. 270,https://rokomari.com//book/137801/sangeetshastro--2nd-part,"",সঙ্গীতশাস্ত্র -২য় খণ্ড,ইন্দুভূষণ রায়, , ,আদি নাথ ব্রাদার্স (ভারত), ,2010, ,ভারত,বাংলা
সঙ্গীত প্রভাকর,নিত্যপ্রিয় ঘোষ দস্তিদার,"",TK. 144,https://rokomari.com//book/137800/sangeet-probhakor,"",সঙ্গীত প্রভাকর,নিত্যপ্রিয় ঘোষ দস্তিদার, , ,আদি নাথ ব্রাদার্স (ভারত), ,2010, ,ভারত,বাংলা
ফৈয়াজী আলোকে নজরুলগীতি,কাকলী সেন,"",TK. 144,https://rokomari.com//book/137803/foiyaji-aloke-nazrulgeeti,"",ফৈয়াজী আলোকে নজরুলগীতি,কাকলী সেন, , ,আদি নাথ ব্রাদার্স (ভারত), ,2010, ,ভারত,বাংলা
চিত্রঙ্কনের রূপরেখা,সন্তোষ মোহন চক্রবর্তী,"",TK. 216,https://rokomari.com//book/137804/chitrongkoner-ruprekha,"",চিত্রঙ্কনের রূপরেখা,সন্তোষ মোহন চক্রবর্তী, , ,আদি নাথ ব্রাদার্স (ভারত), ,2010, ,ভারত,বাংলা
চিরদিনের গান,ইন্দুভূষণ রায়,"",TK. 360,https://rokomari.com//book/137805/chirodiner-gaan,"",চিরদিনের গান,ইন্দুভূষণ রায়, , ,আদি নাথ ব্রাদার্স (ভারত), ,2010, ,ভারত,বাংলা
নৃত্য বিতান,অনুপ শংকর অধিকারী,"",TK. 270,https://rokomari.com//book/137806/nritto-bitan,"",নৃত্য বিতান,অনুপ শংকর অধিকারী, , ,আদি নাথ ব্রাদার্স (ভারত), ,2010, ,ভারত,বাংলা
