Title,Author,Original Price,Discounted Price,URL,Summary,Book_Title,Book_Author,Translator,Editor,Publisher,ISBN,Edition,Number Of Pages,Country,Language
Jumbo Colouring Book,আলকা পাবলিকেশন্স,"",TK. 90,https://rokomari.com//book/134574/jumbo-colouring-book,"",Jumbo Colouring Book, , ,Alka Publications,Alka Publications,9788186250556, ,80,India,English
Double Magic Alphabet,স্বাতী এস. পেডনেকার,TK. 135,TK. 119,https://rokomari.com//book/176935/double-magic-alphabet,"",Double Magic Alphabet,Swati S. Pednekar, , ,Alka Publications, , ,16,India,English
Double Magic Animals,স্বাতী এস. পেডনেকার,"",TK. 135,https://rokomari.com//book/176936/double-magic-animals,"",Double Magic Animals,Swati S. Pednekar, , ,Alka Publications,9788180067938, ,16,India,English
Double Magic Opposites,স্বাতী এস. পেডনেকার,"",TK. 135,https://rokomari.com//book/176937/double-magic-opposites,"",Double Magic Opposites,Swati S. Pednekar, , ,Alka Publications,9788180067969, ,16,India,English
Double Magic Numbers,স্বাতী এস. পেডনেকার,"",TK. 135,https://rokomari.com//book/176938/double-magic-numbers,"",Double Magic Numbers,Swati S. Pednekar, , ,Alka Publications,9788180067952, ,16,India,English
Double Magic Fruits And Vegetables,স্বাতী এস. পেডনেকার,"",TK. 135,https://rokomari.com//book/176939/double-magic-fruits-and-vegetables,"",Double Magic Fruits And Vegetables,Swati S. Pednekar, , ,Alka Publications,9788180067921, ,16,India,English
Double Magic Colours And Shapes,স্বাতী এস. পেডনেকার,"",TK. 135,https://rokomari.com//book/176940/double-magic-colours-and-shapes,"",Double Magic Colours And Shapes,Swati S. Pednekar, , ,Alka Publications,9788180067945, ,16,India,English
Jumbo Colouring Book,আলকা পাবলিকেশন্স,"",TK. 90,https://rokomari.com//book/134571/jumbo-colouring-book,"",Jumbo Colouring Book, , ,Alka Publications,Alka Publications,9788180061400, ,80,India,English
Jumbo Colouring Book,আলকা পাবলিকেশন্স,"",TK. 90,https://rokomari.com//book/134572/jumbo-colouring-book,"",Jumbo Colouring Book, , ,Alka Publications,Alka Publications,97888186250501, ,80,India,English
Jumbo Colouring Book,আলকা পাবলিকেশন্স,"",TK. 90,https://rokomari.com//book/134573/jumbo-colouring-book,"",Jumbo Colouring Book, , ,Alka Publications,Alka Publications,9788186250570, ,80,India,English
