Title,Author,Original Price,Discounted Price,URL,Summary,Book_Title,Book_Author,Translator,Editor,Publisher,ISBN,Edition,Number Of Pages,Country,Language
The Lawful and the Prohibited in Islam (Al-Halal Wal Haram Fil Islam) ,ড. ইউসুফ আল কারযাভী,"","TK. 3,065",https://rokomari.com//book/143485/the-lawful-and-the-prohibited-in-islam--al-halal-wal-haram-fil-islam--,"",The Lawful and the Prohibited in Islam (Al-Halal Wal Haram Fil Islam) ,Dr. Yusuf Al Karjavi, , ,"American Trust Publications,U.S.",9780892590162,"New Edition,1999",368,India,English
Cheng Ho's Voyage ,ক্লেইড আহমদ উইন্টারস,"",TK. 180,https://rokomari.com//book/150755/cheng-ho-s-voyage,"",Cheng Ho's Voyage,Clyde Ahmad Winters, , ,"American Trust Publications,U.S.",132,"1st Edition,1981", ,Saudi Arabia,English
Inside and Under the World of Wonder ,ই লুকমান,"",TK. 300,https://rokomari.com//book/150826/inside-and-under-the-world-of-wonder,"",Inside and Under the World of Wonder,E Loucman, , ,"American Trust Publications,U.S.",0892591129 ,"1st Edition,1992",35,Saudi Arabia,English
The Jinn in the Clock ,জুয়াওরিয়া জে সিমসন,"",TK. 270,https://rokomari.com//book/151052/the-jinn-in-the-clock,"",The Jinn in the Clock,Juwairiah J  Simpson, , ,"American Trust Publications,U.S.",9780892590858,"1st Edition,1990",65,Saudi Arabia,English
Tarek ,লিসা কাকী,"",TK. 270,https://rokomari.com//book/151105/tarek,"",Tarek,Lisa Kaaki, , ,"American Trust Publications,U.S.",9780892590834,"1st Edition,1989",66,Saudi Arabia,English
The Islamic Concept and Its Characteristics,সাইয়েদ কুতুব শহীদ,"","TK. 1,360",https://rokomari.com//book/151724/the-islamic-concept-and-its-characteristics,"",The Islamic Concept and Its Characteristics,Sayyid  Qutb Shaheed, , ,"American Trust Publications,U.S.",9780892591190,"1st Edition,1992",210,USA,English
The Life of Muhammad,ড. মুহাম্মদ হোসাইন হায়কল ,"","TK. 4,199",https://rokomari.com//book/145621/the-life-of-muhammad,"",The Life of Muhammad,Dr.  Muhammad Husayn Haykal,Dr. Ismail al-Faruqi, ,"American Trust Publications,U.S.",9780892591374,"New Edition,1993",736,India,English
A Wicked Wazir,জুয়াওরিয়া জে সিমসন,"",TK. 210,https://rokomari.com//book/121387/a-wicked-wazir,"",A Wicked Wazir,Juwairiah J  Simpson, , ,"American Trust Publications,U.S.",9780892590841,"1st Edition,1990",48,Saudi Arabia,English
Islamic Children’s Calendar: An Islamic Way to Live Each Day,আমেরিকান ট্রাস্ট পাব.,"",TK. 270,https://rokomari.com//book/121446/islamic-children-s-calendar--an-islamic-way-to-live-each-day,"",Islamic Children’s Calendar: An Islamic Way to Live Each Day,American Trust Pub, , ,"American Trust Publications,U.S.", , ,28,Saudi Arabia,English
Invincible Abdullah : The Deadly Mountain Revenge 1,হাজী উসমান হাচিনসন,"",TK. 330,https://rokomari.com//book/121550/invincible-abdullah---the-deadly-mountain-revenge-1,"",Invincible Abdullah : The Deadly Mountain Revenge 1,Haji Uthman Hutchinson, , ,"American Trust Publications,U.S.",9780892591213,"1st Edition,1995",48,Saudi Arabia,English
Invincible Abdullah : The Car Theft Kidnapping -2,হাজী উসমান হাচিনসন,"",TK. 270,https://rokomari.com//book/121551/invincible-abdullah---the-car-theft-kidnapping--2,"",Invincible Abdullah : The Car Theft Kidnapping -2,Haji Uthman Hutchinson, , ,"American Trust Publications,U.S.",9780892591237, ,152,Saudi Arabia,English
Invincible Abdullah : Mystery of the Missing Pearls- 3,হাজী উসমান হাচিনসন,"",TK. 270,https://rokomari.com//book/121552/invincible-abdullah---mystery-of-the-missing-pearls--3,"",Invincible Abdullah : Mystery of the Missing Pearls- 3,Haji Uthman Hutchinson, , ,"American Trust Publications,U.S.",9780892591244,"1st Edition,1993",131,Saudi Arabia,English
Invincible Abdullah : The Wilderness Survival -4,হাজী উসমান হাচিনসন,"",TK. 330,https://rokomari.com//book/121553/invincible-abdullah---the-wilderness-survival--4,"",Invincible Abdullah : The Wilderness Survival -4,Haji Uthman Hutchinson, , ,"American Trust Publications,U.S.",9780892591367,"1st Edition,1994",226,Saudi Arabia,English
The Muslim Family Reader Vol. 1,মিসেস এল লিয়ারি,"",TK. 360,https://rokomari.com//book/121622/the-muslim-family-reader-vol--1,"",The Muslim Family Reader Vol. 1,"Mrs. El Liwari ,Dr. Saidi J El Liwari", , ,"American Trust Publications,U.S.", , ,55,Saudi Arabia,English
The Muslim Family Reader Vol. 2,মিসেস এল লিয়ারি,"",TK. 390,https://rokomari.com//book/121623/the-muslim-family-reader-vol--2,"",The Muslim Family Reader Vol. 2,"Mrs. El Liwari ,Dr. Saidi J El Liwari", , ,"American Trust Publications,U.S.", , ,66,Saudi Arabia,English
The Princess Who Wanted to be Poor,জুয়াওরিয়া জে সিমসন,"",TK. 270,https://rokomari.com//book/121628/the-princess-who-wanted-to-be-poor,"",The Princess Who Wanted to be Poor,Juwairiah J  Simpson, , ,"American Trust Publications,U.S.", ,"1st Edition,1986",52,Saudi Arabia,English
We Are Muslim Children : Songs and Verses for Muslim Girls and Boys,সাইদা চৌধুরি,"",TK. 450,https://rokomari.com//book/121649/we-are-muslim-children---songs-and-verses-for-muslim-girls-and-boys,"",We Are Muslim Children : Songs and Verses for Muslim Girls and Boys,Saida Chaudhry, , ,"American Trust Publications,U.S.",9780892591268,"1st Edition,1993",49,Saudi Arabia,English
Zeenat's All About Prayer Rugs Coloring Book,জিনাত শরীফ,"",TK. 240,https://rokomari.com//book/121665/zeenat-s-all-about-prayer-rugs-coloring-book,"",Zeenat's All About Prayer Rugs Coloring Book,Zeenat Sharif, , ,"American Trust Publications,U.S.", ,"1st Edition,1986",21,Saudi Arabia,English
Animals in Islam,বি আইশা লেমু,"",TK. 300,https://rokomari.com//book/121396/animals-in-islam,"",Animals in Islam,B Aisha Lemu, , ,"American Trust Publications,U.S.",9780892591527,"1st Edition,1994",34,Saudi Arabia,English
