Title,Author,Original Price,Discounted Price,URL,Summary,Book_Title,Book_Author,Translator,Editor,Publisher,ISBN,Edition,Number Of Pages,Country,Language
Table Tennis Tactics for Thinkers ,ল্যারি হুজেস,"","TK. 2,055",https://rokomari.com//book/118256/table-tennis-tactics-for-thinkers-,"",Table Tennis Tactics for Thinkers ,Larry Hodges, , ,Amazon Digital South Asia Services,9781477643785,"1st Edition,2013",240,India,English
