Title,Author,Original Price,Discounted Price,URL,Summary,Book_Title,Book_Author,Translator,Editor,Publisher,ISBN,Edition,Number Of Pages,Country,Language
সুস্বাস্থ্যে সুন্দর জীবন,মোহাম্মদ গোলাম সারওয়ার,"TK. 1,000",TK. 850,https://rokomari.com//book/117003/suswasthya-sundar-jibon,"",সুস্বাস্থ্যে সুন্দর জীবন, , ,মোহাম্মদ গোলাম সারওয়ার,আমাদের সময় প্রকাশন,9789849218739,"1st Published,2016",200,বাংলাদেশ,বাংলা
বিকালে দাসবাজার,জাহেদ সরওয়ার,TK. 75,TK. 68,https://rokomari.com//book/102435/bikale-dasbazar,"",বিকালে দাসবাজার,জাহেদ সরওয়ার, , ,আমাদের সময় প্রকাশন,9789843325754, , ,বাংলাদেশ,বাংলা
পায়ুবাসনার জনগণ,জাহেদ সরওয়ার,TK. 125,TK. 110,https://rokomari.com//book/102437/payu-basonar-jonogon,"",পায়ুবাসনার জনগণ,জাহেদ সরওয়ার, , ,আমাদের সময় প্রকাশন,9789843325730, , ,বাংলাদেশ,বাংলা
