Title,Author,Original Price,Discounted Price,URL,Summary,Book_Title,Book_Author,Translator,Editor,Publisher,ISBN,Edition,Number Of Pages,Country,Language
পুতুলনাচের ইতিকথা,মানিক বন্দ্যোপাধ্যায়,TK. 250,TK. 175,https://rokomari.com//book/153406/putul-nacher-etikatha,"",পুতুলনাচের ইতিকথা,মানিক বন্দ্যোপাধ্যায়, , ,অল্পকথা,9789849042983,"1st Published,2018",208,বাংলাদেশ,বাংলা
বিষাদ-সিন্ধু,মীর মশাররফ হোসেন,TK. 380,TK. 266,https://rokomari.com//book/153400/bishad-sindhu,"",বিষাদ-সিন্ধু,মীর মশাররফ হোসেন, , ,অল্পকথা,9847013801610,"1st Published,2018",352,বাংলাদেশ,বাংলা
শ্রেষ্ঠ কিশোর গল্প,সুকুমার রায়,TK. 300,TK. 210,https://rokomari.com//book/153404/shreshtha-kishor-golpo,"",শ্রেষ্ঠ কিশোর গল্প,সুকুমার রায়, , ,অল্পকথা,9789849096718,"1st Published,2018",240,বাংলাদেশ,বাংলা
শ্রেষ্ঠ কিশোর গল্প,রবীন্দ্রনাথ ঠাকুর,TK. 300,TK. 210,https://rokomari.com//book/153399/shreshtha-kishor-golpo,"",শ্রেষ্ঠ কিশোর গল্প,রবীন্দ্রনাথ ঠাকুর, , ,অল্পকথা,9787013801672,"1st Published,2018",240,বাংলাদেশ,বাংলা
পথের পাঁচালী,বিভূতিভূষণ বন্দ্যোপাধ্যায়,TK. 300,TK. 210,https://rokomari.com//book/153402/pather-pachali,"",পথের পাঁচালী,বিভূতিভূষণ বন্দ্যোপাধ্যায়, , ,অল্পকথা,9789849134631,"1st Published,2018",240,বাংলাদেশ,বাংলা
শ্যামল মায়া,মোল্লা মুনীর  ,TK. 135,TK. 95,https://rokomari.com//book/156162/shyamol-maya,"",শ্যামল মায়া,মোল্লা মুনীর, , ,অল্পকথা,9789849134613X,"1st Published,2018",72,বাংলাদেশ,বাংলা
আশার নীলাচল ,নাহিদ সুলতানা,TK. 250,TK. 175,https://rokomari.com//book/156456/ashar-nilachol,"",আশার নীলাচল,নাহিদ সুলতানা, , ,অল্পকথা,9789849258872,"1st Published,2018",160,বাংলাদেশ,বাংলা
প্রেম ও পরকিয়া কাব্য,ইমরোজ সোহেল,TK. 125,TK. 88,https://rokomari.com//book/158105/prem-o-porokiya-kabyo,"",প্রেম ও পরকিয়া কাব্য,ইমরোজ সোহেল, , ,অল্পকথা,9789849134613,"1st Published,2018",64,বাংলাদেশ,বাংলা
চাঁদ দিয়ে ধুয়ে দেব গা,ইমরোজ সোহেল,TK. 100,TK. 70,https://rokomari.com//book/157596/chand-diya-doya-dibo-ga,"",চাঁদ দিয়ে ধুয়ে দেব গা,ইমরোজ সোহেল, , ,অল্পকথা,9789849134613X,1st Published-2018,79,বাংলাদেশ,বাংলা
শ্রেষ্ঠ কিশোর সাহিত্য,শরৎচন্দ্র চট্টোপাধ্যায়,TK. 300,TK. 210,https://rokomari.com//book/153401/sharasta-kishor-shaittha,"",শ্রেষ্ঠ কিশোর সাহিত্য,শরৎচন্দ্র চট্টোপাধ্যায়, , ,অল্পকথা,9789849138570,"1st Published,2018",240,বাংলাদেশ,বাংলা
শ্রেষ্ঠ কবিতা,জীবনানন্দ দাশ,TK. 300,TK. 210,https://rokomari.com//book/153405/shreshtha-kabita,"",শ্রেষ্ঠ কবিতা,জীবনানন্দ দাশ, , ,অল্পকথা,9787013800637,"1st Published,2018",240,বাংলাদেশ,বাংলা
শার্লক হোমস শ্রেষ্ঠ গোয়েন্দা গল্প,স্যার আর্থার কোনান ডয়েল,TK. 300,TK. 210,https://rokomari.com//book/153403/sherlock-holmes-shreshtha-goyenda-galop,"",শার্লক হোমস শ্রেষ্ঠ গোয়েন্দা গল্প,স্যার আর্থার কোনান ডয়েল,প্রকৌশলী নাফিস ইমতিয়াজ করিম, ,অল্পকথা,9789849138655,"1st Published,2018",240,বাংলাদেশ,বাংলা
