Title,Author,Original Price,Discounted Price,URL,Summary,Book_Title,Book_Author,Translator,Editor,Publisher,ISBN,Edition,Number Of Pages,Country,Language
প্রিয় নবী (সা.) এর প্রিয় সুন্নত,শায়খুল হাদীস হযরত মাওলানা ওসমান গনি,TK. 300,TK. 180,https://rokomari.com//book/127018/priyo-nobi--sm---er-priyo-sunnot,"",প্রিয় নবী (সা.) এর প্রিয় সুন্নত, , ,শায়খুল হাদীস হযরত মাওলানা ওসমান গনি,আল-আবরার প্রকাশনী,9789849001480,"Reprind,2015",448,বাংলাদেশ,বাংলা
তাফসিরে আনওয়ারুল বয়ান ১ম খণ্ড,মাওলানা আশেক এলাহী বুলন্দশহরী রহ.,TK. 500,TK. 300,https://rokomari.com//book/172663/tafsire-anwarul-bayan-1st-part--sura-fatiha--sura-bakara-,"",তাফসিরে আনওয়ারুল বয়ান ১ম খণ্ড,মাওলানা আশেক এলাহী বুলন্দশহরী রহ.,হযরত মাওলানা মুফতী জাফর আহমাদ, ,আল-আবরার প্রকাশনী,9789848370001,"1st Published,2013",544,বাংলাদেশ,বাংলা
তাফসিরে আনওয়ারুল বয়ান ১ম খণ্ড,আল্লামা মুফতি মুহাম্মদ আশেকে এলাহি বুলন্দশহরি মুহাজিরে মাদানী রহ.,TK. 500,TK. 300,https://rokomari.com//book/202601/tafsire-anwarul-bayan-1st-volume,"তাফসিরের কিছু বৈশিষ্ট :
১। তরজমা সহজ ও প্রাঞ্জল।
২। সাধারণ অক্ষরজ্ঞানসম্পন্ন সকলের জন্য সহজ পাঠ্য।
৩। কুরআনের তরজমার ক্ষেত্রে মাদরাসার ছাত্রদের ফায়দার কথা বিশেষভাবে বিবেচিত।
৪। কুরআনের তাফসির কুরআন ও হাদিসের আলোকে পেশকৃত।
৫। তাফসিরের মধ্যে মাসআলা-মাসায়েল, বৈজ্ঞানিক তত্ত্ব এবং ইতিহাসের তথ্য পরিবেশিত।
৬। পূর্বসুরিদের তাফসির অনুসরণ করে লিখিত।",তাফসিরে আনওয়ারুল বয়ান ১ম খণ্ড,আল্লামা মুফতি মুহাম্মদ আশেকে এলাহি বুলন্দশহরি মুহাজিরে মাদানী রহ., , ,Al-Abrar Prokashoni,978984837000,"1st Published,2020",544,Bangladesh,Bangla & Arabic
ইমামে রাব্বানি রশিদ আহমদ গাঙ্গুহি রহ. জীবন সমগ্র,মাওলানা শাহ আহমদ সাঈদ,TK. 280,TK. 193,https://rokomari.com//book/202639/imame-rabbani-roshid-ahmad-ganguhi-r--jibon-shomogro,"ইমামে রাব্বানি রশিদ আহমদ গাঙ্গুহি রহ. ছিলেন ওলামায়ে দেওবন্দের পথিকৃত মনীষী। তিনি ছিলেন উস্তাযূল কুল মাওলানা মামলুক আলি নানুতবি রহ. এর একান্ত শিষ্য এবং শাইখুল মাশায়িখ হযরত হাজি ইমদাদুল্লাহ মুহাজিরে মক্কি রহ. এর শীর্ষ খলিফা।
ইমাম রাব্বানি রশিদ আহমদ গাঙ্গুহি রহ. অনুপম চরিত্র গুণাবলি ও বৈশিষ্টাবলির চরমোৎকর্ষমণ্ডিত একজন মহাপুরুষ ছিলেন।
ইলম-আমল, লিল্লাহিয়্যাত, আধ্য়াত্মবাদ, জিহাদ, সমাজসেবা, পবিত্র ইসলামের বহুবিদ সেবা এবং বেদয়াত বিরোধীতায় সমকালীনদের মাঝে তিনি ছিলেন অতুলনীয়।
বিশেষত সেকালে ইসলামের ওপর বহুমূখী আক্রমণ ও চক্রান্তের প্রতিরোধ তিনি ছিলেন একজন বলিষ্ঠ পুরুষ।",ইমামে রাব্বানি রশিদ আহমদ গাঙ্গুহি রহ. জীবন সমগ্র, ,মাওলানা শাহ আহমদ সাঈদ, ,আল-আবরার প্রকাশনী,9848348370049,"1st Published,2020",319,বাংলাদেশ,বাংলা
মুনাফিকের তিন আলামত ,(شيخ الاسلام مفتي محمد تقي عثماني) শাইখুল ইসলাম মুফতী মুহাম্মদ তকী উসমানী ,TK. 60,TK. 39,https://rokomari.com//book/156089/monafiker-tin-alamot,"",মুনাফিকের তিন আলামত,(شيخ الاسلام مفتي محمد تقي عثماني) শাইখুল ইসলাম মুফতী মুহাম্মদ তকী উসমানী, ,মাওলানা মুহাম্মাদ আবদুল আলীম,আল-আবরার প্রকাশনী,9789848370127,"1st Published,2011",64,বাংলাদেশ,বাংলা
তাসহীলুন নাহব,মুফতী মুহাম্মদ ইসহাক,TK. 300,TK. 195,https://rokomari.com//book/156099/tashilun-nahob-uchchotor-arbi-byakoron-shikhhar-onno-grontho-,"",তাসহীলুন নাহব,মুফতী মুহাম্মদ ইসহাক, , ,Al-Abrar Prokashoni,9847009400070,"2nd Published,2014",472,Bangladesh,Bangla & Arabic
যুগে যুগে নবীপ্রেমের বাস্তব কাহিনী,মাওলানা আব্দুর রহমান,TK. 140,TK. 91,https://rokomari.com//book/172578/zuge-zuge-nobipremer-bastob-kahini,"",যুগে যুগে নবীপ্রেমের বাস্তব কাহিনী,মাওলানা আব্দুর রহমান, , ,আল-আবরার প্রকাশনী,9789848370087,"1st Published,2013",192,বাংলাদেশ,বাংলা
এক নজরে আল কুরআন বা কুরআনী জ্ঞানকোষ,মাওলানা মহিউদ্দীন কাছেমী,TK. 100,TK. 65,https://rokomari.com//book/172580/ak-nojore-al-quran-ba-qurani-gyankosh,"",এক নজরে আল কুরআন বা কুরআনী জ্ঞানকোষ,মাওলানা মহিউদ্দীন কাছেমী, , ,Al-Abrar Prokashoni,9848370234,"1st Published,2012",142,Bangladesh,Bangla & Arabic
আল-কোরআনের বিস্ময়কর কাহিনী,হযরত মাওলানা গোলাম মোস্তফা (র.),TK. 120,TK. 78,https://rokomari.com//book/172583/al-quraner-bismoykor-kahini,"",আল-কোরআনের বিস্ময়কর কাহিনী,হযরত মাওলানা গোলাম মোস্তফা (র.), , ,আল-আবরার প্রকাশনী,9789848370100,"1st Published,2010",208,বাংলাদেশ,বাংলা
তাওবার গুরুত্ব ও ফযীলত ,(شيخ الاسلام مفتي محمد تقي عثماني) শাইখুল ইসলাম মুফতী মুহাম্মদ তকী উসমানী ,TK. 90,TK. 59,https://rokomari.com//book/172601/taobar-gurutto-o-fozilot,"",তাওবার গুরুত্ব ও ফযীলত,"(شيخ الاسلام مفتي محمد تقي عثماني) শাইখুল ইসলাম মুফতী মুহাম্মদ তকী উসমানী,আশিকে ইলাহী বুলন্দশহরী (রহ.)", ,মুফতী সুলতান আহমাদ,আল-আবরার প্রকাশনী, ,"Reprinted,2015",112,বাংলাদেশ,বাংলা
