Title,Author,Original Price,Discounted Price,URL,Summary,Book_Title,Book_Author,Translator,Editor,Publisher,ISBN,Edition,Number Of Pages,Country,Language
Sultan Muhammad Al-Fatih ,ডঃ আলী মুহাম্মাদ সাল্লাবী,"",TK. 880,https://rokomari.com//book/150976/sultan-muhammad-al-fatih,"",Sultan Muhammad Al-Fatih,Dr. Ali Muhammad Sallabi, , ,Al Firdaus Ltd.,9781874263043,"1st Edition,2009", ,Saudi Arabia,English
33 Ways to Concentrate in Your Prayer ,শাইখ মুহাম্মাদ সালেহ আল মুনাজ্জিদ,"",TK. 450,https://rokomari.com//book/150780/33-ways-to-concentrate-in-your-prayer,"",33 Ways to Concentrate in Your Prayer,Shaikh Mohammad Saleh Al Munajjid, , ,Al Firdaus Ltd.,9782987456780,"1st Edition,2007",74,Saudi Arabia,English
Forty Solutions to Your Marriage Problems,শাইখ মুহাম্মাদ সালেহ আল মুনাজ্জিদ,"",TK. 410,https://rokomari.com//book/150777/forty-solutions-to-your-marriage-problems,"",Forty Solutions to Your Marriage Problems,Shaikh Mohammad Saleh Al Munajjid, , ,Al Firdaus Ltd.,9781874263883,"1st Edition,2006", ,Saudi Arabia,English
Eid Prayers (54 Questions and Answers) ,শেখ এম বিন সালেহ আল উথাইমীন,"",TK. 220,https://rokomari.com//book/150765/eid-prayers--54-questions-and-answers-,"",Eid Prayers (54 Questions and Answers),Shaikh M Bin Salih Al Uthaimeen, , ,Al Firdaus Ltd.,9781874263227,"1st Edition,2003",23,Saudi Arabia,English
Heaven's Door: Part Two to the Purification of the Soul ,আল হাফিজ ইবন রাজব আল হানবালী,"",TK. 670,https://rokomari.com//book/150802/heaven-s-door--part-two-to-the-purification-of-the-soul,"",Heaven's Door: Part Two to the Purification of the Soul,Al Haafidh Ibn Rajab Al Hanbalee, , ,Al Firdaus Ltd.,9781874263425,"1st Edition,2003",85,Saudi Arabia,English
How Do I Turn to Allah? ,শাইখ মুহাম্মাদ  হুসাইন ইয়াকুব,"",TK. 440,https://rokomari.com//book/150807/how-do-i-turn-to-allah-,"",How Do I Turn to Allah?,Sheikh Mohammad Hussain Yaqub, , ,Al Firdaus Ltd.,1874263 04 3,"1st Edition,2007",61,Saudi Arabia,English
How to Bring Up Your Children Islamically ,ওয়াহেদ আবদুস সালাম বালি,"",TK. 410,https://rokomari.com//book/150809/how-to-bring-up-your-children-islamically,"",How to Bring Up Your Children Islamically,Waheed  Abdus salaam Baly, , ,Al Firdaus Ltd.,9781874263579,"1st Edition,2008", ,Saudi Arabia,English
Lawful Wives or Unlawful Girlfriends Polygamy ,খাসি হাকি,"",TK. 740,https://rokomari.com//book/150853/lawful-wives-or-unlawful-girlfriends-polygamy,"",Lawful Wives or Unlawful Girlfriends Polygamy,Khashi Haqqi, , ,Al Firdaus Ltd.,9781874263289 ,"1st Edition,2005",165,Saudi Arabia,English
Muslim Civilisation in Spain (The Forgotten Legacy),ওমর কাসির,"",TK. 740,https://rokomari.com//book/150868/muslim-civilisation-in-spain--the-forgotten-legacy-,"",Muslim Civilisation in Spain (The Forgotten Legacy),Omar Kassir, , ,Al Firdaus Ltd.,9781874263593,"1st Edition,2009", ,Saudi Arabia,English
Regulations For Using Evidence In Islamic Law,ডঃ আবদেল হাকিম এল সাদিক এল ফেইতুরি,"",TK. 400,https://rokomari.com//book/150901/regulations-for-using-evidence-in-islamic-law,"",Regulations For Using Evidence In Islamic Law,Dr. Abdel Hakim El Sadiq El Faitouri, , ,Al Firdaus Ltd.,1874263086 ,"1st Edition,2004",54,Saudi Arabia,English
