Title,Author,Original Price,Discounted Price,URL,Summary,Book_Title,Book_Author,Translator,Editor,Publisher,ISBN,Edition,Number Of Pages,Country,Language
An Era of Darkness: The British Empire in India ,শশী থারুর,"","TK. 1,438",https://rokomari.com//book/155634/an-era-of-darkness--the-british-empire-in-india,"",An Era of Darkness: The British Empire in India,Shashi Tharoor, , ,Aleph Book Company,9789383064656,"1st Edition,2016",360,India,English
The Prophet,কহলীল জিবরান,"",TK. 718,https://rokomari.com//book/186646/the-prophet,"",The Prophet,"Kahlil Gibran,Sujaya Batra", , ,Aleph Book Company,9789388292597,"1st Published,2019",127,India,English
The Storm,আরিফ আনোয়ার,"","TK. 1,078",https://rokomari.com//book/174029/the-storm,"",The Storm,Arif Anwar, , ,Aleph Book Company,9789387561342,"1st Published,2018",348,India,English
The Colonel Who Would Not Repent : The Bangladesh War and its Unquiet Legacy ,সলিল ত্রিপাঠি,"","TK. 1,071",https://rokomari.com//book/104344/the-colonel-who-would-not-repent---the-bangladesh-war-and-its-unquiet-legacy,"",The Colonel Who Would Not Repent : The Bangladesh War and its Unquiet Legacy,Salil Tripathi, , ,Aleph Book Company,9789382277187,"1st Edition,2014",400,India,English
The Paradoxical Prime Minister : Narendra Modi and His India,শশী থারুর,"","TK. 1,438",https://rokomari.com//book/176591/the-paradoxical-prime-minister---narendra-modi-and-his-india,"I He says one thing and does another. He gives voice to a number of liberal ideas (such as the Constitution being his holy book, and sabka saath, sabka vikas), while at the same time pandering to some of the most illiberal elements in Indian society, on whom he depends for political support. Another paradox is how a prime minister who prides himself on effective governance has, through his silence, appeared to condone the worst aspects of misgovernance -communal riots, lynchings, the violence of gaurakshaks and so on.",The Paradoxical Prime Minister : Narendra Modi and His India,Shashi Tharoor, , ,Aleph Book Company,9789388292177,"1st Edition,2018",504,India,English
"Daughters of the Sun: Empresses, Queens and Begums of the Mughal Empire",ইরা মুখতি,"","TK. 1,258",https://rokomari.com//book/170535/daughters-of-the-sun--empresses--queens-and-begums-of-the-mughal-empire,"","Daughters of the Sun: Empresses,Queens and Begums of the Mughal Empire",Ira Mukhoty, , ,Aleph Book Company,9789386021120,"1st Edition,2018",320,India,English
On Nationalism,এ জি নোরানি,"",TK. 722,https://rokomari.com//book/156168/on-nationalism,"",On Nationalism,A.G. Noorani, , ,Aleph Book Company,9789383064113,"1st Edition,2016",176,India,English
Kalidasa for the 21st Century Reader: Selected Poetry and Drama,কালিদাস,"",TK. 718,https://rokomari.com//book/170491/kalidasa-for-the-21st-century-reader--selected-poetry-and-drama,"",Kalidasa for the 21st Century Reader: Selected Poetry and Drama,Kalidash,Mani Rao, ,Aleph Book Company,9789382277750,"1st Edition,2014",292,India,English
Why Scams are Here to Stay: Understanding Political Corruption in India,এন রাম,"",TK. 718,https://rokomari.com//book/155637/why-scams-are-here-to-stay--understanding-political-corruption-in-india,"",Why Scams are Here to Stay: Understanding Political Corruption in India,N Ram, , ,Aleph Book Company,9789384067311,"1st Edition,2017",232,India,English
The Tirukkural: A New English Version,গোপালকৃষ্ণ গান্ধী,"",TK. 718,https://rokomari.com//book/167399/the-tirukkural--a-new-english-version,"",The Tirukkural: A New English Version,"Goplakrishna Gandhi,Tiruvalluvar", , ,Aleph Book Company,9789383064700,"1st Edition,2015",188,India,English
1962: The War That Wasn't,শিব কুণাল ভার্মা,"","TK. 1,791",https://rokomari.com//book/153846/1962--the-war-that-wasn-t,"",1962: The War That Wasn't,Shiv Kunal Verma, , ,Aleph Book Company,9789382277972,"1st Edition,2016",480,India,English
Curried Cultures : Indian Food in the Age of Globalization,তুলাসি শ্রীনিবাস,"",TK. 898,https://rokomari.com//book/151247/curried-cultures---indian-food-in-the-age-of-globalization,"",Curried Cultures : Indian Food in the Age of Globalization,"Tulasi Srinivas,Krishendu Roy", , ,Aleph Book Company,9789384067328,"1st Edition,2017",328,India,English
Devi : The Goddesses of India,জন স্টারটন হলে,"","TK. 1,078",https://rokomari.com//book/151248/devi---the-goddesses-of-india,"",Devi : The Goddesses of India,"John Stratton Hawley,Donna Marie Wulff", , ,Aleph Book Company,9789382277453,"1st Edition,2017",366,India,English
"No Mud, Nu Lotus : The Art of Transforming Suffering",থিচ নাট হান,"",TK. 538,https://rokomari.com//book/151254/no-mud--nu-lotus---the-art-of-transforming-suffering,"","No Mud,Nu Lotus : The Art of Transforming Suffering",Thich Nhat Hanh, , ,Aleph Book Company,9789384067489,"1st Edition,2017",126,India,English
Work : How to Find Joy and Meaning in Each Hour of the Day,থিচ নাট হান,"",TK. 538,https://rokomari.com//book/151263/work---how-to-find-joy-and-meaning-in-each-hour-of-the-day,"",Work : How to Find Joy and Meaning in Each Hour of the Day,Thich Nhat Hanh, , ,Aleph Book Company,9789384067694,"1st Edition,2017",176,India,English
The Public Intellectual in India,জায়েদ নাকবি,"",TK. 898,https://rokomari.com//book/151333/the-public-intellectual-in-india,"",The Public Intellectual in India,"Jawed Naqvi,Romila Thapar,Dhruv Raina,Neeladri Bhattacharya,Peter Ronald deSouza,Sundar Sarukkai", , ,Aleph Book Company,9789384067380,"1st Edition,2015",204,India,English
The Success Sutra : An Indian Approach To Wealth,দেবদুত্ত পাত্তানাইক,"",TK. 718,https://rokomari.com//book/151562/the-success-sutra---an-indian-approach-to-wealth,"",The Success Sutra : An Indian Approach To Wealth,Devdutt Pattanaik, , ,Aleph Book Company,9789384067410,"1st Edition,2015",165,India,English
